community,size,mean_best_match_jaccard,min_best_match_jaccard,fraction_members_in_best_match_every_repeat
0,110,0.6522189322724995,0.6083916083916084,0.6909090909090909
1,551,0.5679016895252204,0.34465195246179964,0.27041742286751363
2,298,0.4554477185676433,0.28125,0.2986577181208054
3,277,0.6708141203367389,0.45507246376811594,0.4007220216606498
4,536,0.4509551886516113,0.1984216459977452,0.2294776119402985
5,225,0.5443662953230363,0.5338645418326693,0.56
6,213,0.25291507871950697,0.1486810551558753,0.1267605633802817
7,159,0.49687882055653787,0.2631578947368421,0.2830188679245283
8,225,0.537997595990439,0.3685800604229607,0.4577777777777778
9,130,0.30054642552449906,0.24149659863945577,0.25384615384615383
10,88,0.32961238145223315,0.10126582278481013,0.2159090909090909
11,178,0.2923840533602427,0.22916666666666666,0.09550561797752809
12,125,0.6507176609701442,0.5406976744186046,0.488
13,237,0.38113659497150926,0.19017094017094016,0.21940928270042195
14,148,0.17131496192073922,0.10416666666666667,0.0
15,126,0.24864717288820495,0.07456140350877193,0.007936507936507936
16,151,0.404381465513256,0.27309236947791166,0.33112582781456956
17,215,0.5919580556467375,0.5168539325842697,0.586046511627907
18,307,0.34585699040034645,0.21788990825688073,0.16612377850162866
19,109,0.27776079286229977,0.16334661354581673,0.07339449541284404
20,382,0.6793296047552438,0.5239179954441914,0.5654450261780105
21,268,0.48721377969093826,0.3743169398907104,0.22388059701492538
22,274,0.4743559896960313,0.37037037037037035,0.3795620437956204
23,153,0.3105932883092156,0.17307692307692307,0.19607843137254902
24,181,0.5234864699105907,0.4476987447698745,0.40331491712707185
25,173,0.3961834052049028,0.15979381443298968,0.09248554913294797
26,379,0.6921600298266409,0.40030911901081917,0.5699208443271768
27,300,0.3128896482537751,0.19030520646319568,0.006666666666666667
28,221,0.4998306082203333,0.39568345323741005,0.37104072398190047
29,160,0.446411837913824,0.40669856459330145,0.18125
30,348,0.6558428206375494,0.3788659793814433,0.27873563218390807
31,218,0.5913682552195072,0.46601941747572817,0.4541284403669725
32,153,0.30732699863565693,0.20224719101123595,0.27450980392156865
33,264,0.6687028281311991,0.5366568914956011,0.6590909090909091
34,132,0.11982846929650232,0.0996309963099631,0.0
35,282,0.8200066458989289,0.7909967845659164,0.7624113475177305
36,164,0.560259839289032,0.48507462686567165,0.6646341463414634
37,250,0.6137523617998546,0.45305164319248825,0.668
38,206,0.48990820933369467,0.3550488599348534,0.49514563106796117
39,194,0.5417107553093676,0.36713286713286714,0.44329896907216493
40,165,0.39179422642711326,0.28832116788321166,0.4
41,190,0.5626945349519858,0.3474903474903475,0.20526315789473684
42,189,0.35283290722929395,0.1440922190201729,0.15343915343915343
43,126,0.2936503463270618,0.12857142857142856,0.007936507936507936
44,215,0.45808162130304886,0.3111888111888112,0.15813953488372093
45,171,0.4646887015675836,0.3435374149659864,0.45614035087719296
46,152,0.33937539799848826,0.23125,0.35526315789473684
47,215,0.2607203337955808,0.11884057971014493,0.013953488372093023
48,263,0.3198487080522283,0.19215686274509805,0.16730038022813687
49,140,0.3885184107744171,0.2265625,0.2357142857142857
