id,stage,graph_key,q,resolution,theta,baseline,valid,cohesion,silhouette,margin,repeat_ari,edge_removal_ari,subsample_ari,nonsingleton_coverage,largest_community_share,seconds,error
6d46121e8b62e1b96ee289f4483c96161cba55d8ceef3c01e8af6603d5985f15,baseline,0ece1475f519b41e5539230d5c76be7a935c37b45e1610281a29a88d3f45f5a5,,0.2,0.3,true,true,0.44005719898335893,0.06254229722275463,0.04002017252208352,0.7703108782576412,0.7880302120051759,0.7227421898457734,0.9845464520848574,0.01572787125091441,1.5919798343333333,
9b44642e2d255765da5c64f0542693b2e027e9fb4f157bdf0cc7e99e2b884d64,controls,0ece1475f519b41e5539230d5c76be7a935c37b45e1610281a29a88d3f45f5a5,,0.05,0.3,false,true,0.35243128215104796,0.01449139353833805,0.009661706658520109,0.7793453822474604,0.8172429263670522,0.703034065203495,0.9914045354791514,0.04188002926115582,2.11651957,
480b61ccd66548d5a956fa31205f1a31201341b5d3deac22ad1dd87a54a48c4c,controls,0ece1475f519b41e5539230d5c76be7a935c37b45e1610281a29a88d3f45f5a5,,0.1,0.3,false,true,0.3940982114580758,0.040040923332988546,0.026656172252020834,0.7288393729554653,0.7859982652498174,0.7203808254637438,0.9888441843452817,0.026152158010241403,2.1186916953333337,
23419ea51771310201578e5923aba3cc8e103e15551da17c8920c616a998ff84,controls-unshifted,6ecdd0b50f684e7fbb1bc8ae6b38fdaba6fcf0dd5746cf8cf8ab2f0be66c421d,0.01,0.00439740926027298,0.13192227780818938,false,true,0.2522250572647315,-0.08785704656444425,-0.06810234570053114,0.8375751217712277,0.8371753985335257,0.7608072661232294,0.9920446232626189,0.14255669348939284,1.4957431806666666,
379b02a64456df4f3fc2f8e083cfb6213af1a25c2a26a9844f83746038968145,controls-unshifted,6ecdd0b50f684e7fbb1bc8ae6b38fdaba6fcf0dd5746cf8cf8ab2f0be66c421d,0.03,0.013192227780818938,0.13192227780818938,false,true,0.3037765398089453,-0.02476605008671253,-0.018789406941873147,0.8338809818972425,0.8408899867196729,0.7239444778914901,0.9925932699341624,0.08211411850768105,1.6310198613333333,
e9a95392dd7a2d590e83306e3abad743fa95ab6ebc78d9d15bbfd0d1ac1dc423,controls-unshifted,6ecdd0b50f684e7fbb1bc8ae6b38fdaba6fcf0dd5746cf8cf8ab2f0be66c421d,0.1,0.0439740926027298,0.13192227780818938,false,true,0.3735424536724802,0.030937013345501915,0.020837054509939338,0.733410101702168,0.8041774547355889,0.7171228832079206,0.99067300658376,0.033650329188002925,1.9754899586666668,
8e1b891e655ff6ed7d62858296f13f9be5439c3dce7644ba200862bfc8ce98f6,controls-unshifted,6ecdd0b50f684e7fbb1bc8ae6b38fdaba6fcf0dd5746cf8cf8ab2f0be66c421d,0.3,0.13192227780818938,0.13192227780818938,false,true,0.44520117420956473,0.06998633010087513,0.04463062072551665,0.766609755913016,0.7892191972343304,0.7266153084146709,0.9836320409656182,0.015270665691294805,1.662863014,
a2df70b67b87e5f527ea1419981fc994108b2777fc31ee42e388322f057890c7,controls-unshifted,6ecdd0b50f684e7fbb1bc8ae6b38fdaba6fcf0dd5746cf8cf8ab2f0be66c421d,0.0033333333333333335,0.00146580308675766,0.13192227780818938,false,true,0.21118710462221402,-0.1375771719116053,-0.11105649428353237,0.7432332674014944,0.8230909830481665,0.7584952069211244,0.9899414776883687,0.3076079005120702,1.466715931,
8eb89c020ec9d879b27b147bd8f8f4e59e2a62cc18f8194d4c6679ba41583f2b,controls-unshifted,6ecdd0b50f684e7fbb1bc8ae6b38fdaba6fcf0dd5746cf8cf8ab2f0be66c421d,0.8999999999999999,0.39576683342456814,0.13192227780818938,false,true,0.531781455973442,0.11774829613145281,0.06849400909719615,0.6971375457536902,0.6733457826251754,0.6520688778863055,0.9603145574250183,0.006126554498902707,2.6303892226666665,
ffbfb78dfa59e41dd0470f566ab3569dc9f2b683010de6f02076355d7599c8e6,controls-unshifted,6ecdd0b50f684e7fbb1bc8ae6b38fdaba6fcf0dd5746cf8cf8ab2f0be66c421d,2.6999999999999997,1.1873005002737045,0.13192227780818938,false,true,,,,1,1,1,0,0.000091441111923921,0.747458403,
6b24cc6990173c9ce816b44a69c9aef20444917179d837cc53aa06a8cc687c6e,controls,f3399cbcc0a97bb32556a7571f892b89e94e3c7a416bbb6726cd2f6cada10535,,0.05,0.3,false,true,0.39994878988479426,0.01921605053394674,0.011894606604188618,0.7651399268976602,0.8103544973659963,0.7169070274511045,0.9731163130943672,0.021945866861741038,1.241658791,
2bb638fd52b11f227858d452a12ca3a91f72fcb60b936dd65ac52932d7d284a3,controls,f3399cbcc0a97bb32556a7571f892b89e94e3c7a416bbb6726cd2f6cada10535,,0.1,0.3,false,true,0.44388870788678575,0.05621856616935179,0.03562726649352353,0.8112546706782082,0.8073214467042197,0.745005900402899,0.9681784930504755,0.014630577907827359,1.2174109579999999,
7022519d4af5a02a6e32f80f2356fc1c7d5657ac49b936a27082360aaac75a99,controls,f3399cbcc0a97bb32556a7571f892b89e94e3c7a416bbb6726cd2f6cada10535,,0.2,0.3,false,true,0.49034961294817736,0.08392642984273259,0.05168752899214601,0.7795804964627114,0.8062481201172825,0.7402956452765235,0.9574798829553768,0.009875640087783468,1.311108791,
bf6201b7f82b28330e076dcd314231e7b44b66c6404d2f09cf6c9495c23851e5,controls-unshifted,ab371faeba3dce21b46fcaf3e9308b236d6ab403c4dfbd8bbf2d1c99cdbd913a,0.01,0.004920338094234466,0.147610142827034,false,true,0.29674213674593425,-0.07536612951141497,-0.056906659376492,0.7188736095207893,0.816958432850046,0.7453697324480977,0.9816203365032918,0.07745062179956108,1.2908816663333336,
83d209b7fbfc4cdebe9a4911a87967ba704c95145937aaafcd41a47cbb60beb8,controls-unshifted,ab371faeba3dce21b46fcaf3e9308b236d6ab403c4dfbd8bbf2d1c99cdbd913a,0.03,0.014761014282703398,0.147610142827034,false,true,0.3519923505903598,-0.018404199760855913,-0.014203860579172892,0.8208954369291901,0.8172416851328681,0.7303804133245269,0.9788771031455743,0.034747622531089976,1.3247304026666664,
