token,community,best_cluster_match_fraction
回升,86,1.0
回去,87,1.0
回味,1036,0.0
回国,838,0.25
回复,1211,1.0
回头,542,0.75
回家,101,1.0
回应,1211,1.0
回归,1210,1.0
回忆,1212,1.0
回忆录,1213,1.0
回想,1212,1.0
回扣,178,0.75
回报,1214,0.75
回收,1215,1.0
回来,87,1.0
回答,1211,1.0
回落,86,1.0
回避,1216,1.0
回顾,1217,0.5
回馈,1214,0.75
回首,1217,0.75
因,937,0.75
因为,179,1.0
因人而异,46,1.0
因此,59,1.0
因素,1218,1.0
因而,212,1.0
团,1219,1.0
团伙,871,0.25
团体,1220,1.0
团员,1219,1.0
团圆,264,1.0
团结,1175,0.25
团聚,1122,1.0
团长,291,1.0
团队,1221,1.0
园,331,1.0
园地,1222,1.0
园林,1223,1.0
困,1224,1.0
困境,1021,0.75
困惑,160,1.0
困扰,1225,0.5
困难,1226,0.0
围,606,1.0
围墙,278,0.5
围巾,111,1.0
围绕,206,0.5
固定,1227,1.0
固执,335,0.75
固然,142,0.75
国,1228,1.0
国产,1229,1.0
国会,643,1.0
国内,252,1.0
国土,1230,1.0
国外,252,1.0
国学,681,1.0
国宝,1231,0.25
国家,1232,1.0
国庆,264,1.0
国徽,1233,1.0
国情,1234,1.0
国旗,1233,1.0
国有,1235,1.0
国歌,210,0.75
国民,445,0.25
国王,733,1.0
国画,250,1.0
国籍,1236,1.0
国防,1237,0.75
国际,214,1.0
图,1238,0.75
图书,842,0.75
图书馆,565,0.0
图像,1239,1.0
图形,80,1.0
图案,904,1.0
图片,1238,1.0
图画,250,1.0
图纸,1240,1.0
图表,1238,0.75
圆,828,1.0
圆形,828,1.0
圆满,1241,1.0
圆珠笔,1242,1.0
圈,1243,1.0
圈套,535,0.5
圈子,1243,1.0
土,1244,1.0
土匪,1245,0.75
土地,1246,1.0
土壤,1246,0.0
土生土长,469,1.0
土豆,1002,1.0
圣诞节,264,1.0
圣贤,1094,0.0
在,376,0.5
在乎,153,1.0
在于,1247,1.0
在内,1248,0.5
在场,91,1.0
在家,101,0.75
在意,153,1.0
在线,1249,1.0
在职,200,0.5
地,1250,1.0
地上,1251,1.0
地下,1251,1.0
地下室,347,0.75
地下水,1252,1.0
地位,550,1.0
地区,1118,0.25
地名,478,0.75
地图,1240,0.0
地址,557,1.0
地域,1253,0.25
地带,400,1.0
地形,1253,1.0
地方,1118,0.5
地板,347,1.0
地步,1254,0.75
地段,31,1.0
地毯,111,1.0
地点,557,1.0
地狱,456,0.75
地球,448,0.75
地理,1253,0.75
地质,962,0.25
地道,1255,1.0
地铁,405,0.25
地铁站,1256,0.0
地震,1075,1.0
地面,1251,1.0
场,1257,1.0
场合,737,1.0
场地,565,1.0
场所,737,1.0
场景,1258,1.0
场面,1258,1.0
场馆,565,1.0
均匀,1259,1.0
均衡,1260,0.5
坏,1261,1.0
坏事,364,1.0
坏人,677,0.75
坏处,511,0.75
坐,488,1.0
坐下,542,0.25
坐落,1262,0.75
坑,387,0.5
块,1263,0.25
坚信,483,0.75
坚决,1264,0.25
坚固,1265,1.0
坚守,1266,0.75
坚定,1264,1.0
坚实,1265,1.0
坚强,1267,0.5
坚持,1264,0.5
坚持不懈,1264,0.0
坚硬,703,1.0
坚韧,213,1.0
坛,1268,1.0
坝,1269,1.0
坟,742,1.0
坟墓,742,1.0
坠,1270,0.75
坡,1271,1.0
坦克,1272,1.0
坦然,468,1.0
坦率,213,1.0
坦白,1273,0.5
坦诚,213,1.0
垂,1270,0.5
垂头丧气,160,1.0
垃圾,1215,1.0
垄断,1274,0.75
型,1275,1.0
型号,408,0.5
垫,1276,1.0
垫子,347,1.0
垫底,639,1.0
垮,638,0.5
埋,1277,0.0
埋伏,1277,1.0
埋怨,850,0.75
埋没,808,0.25
埋藏,1277,0.0
城,1278,1.0
城乡,345,0.75
城区,345,1.0
城墙,1095,0.0
城市,345,1.0
城里,345,0.25
城镇,345,1.0
培养,441,0.5
培育,879,1.0
培训,847,1.0
培训班,847,1.0
基于,831,0.0
基准,1279,1.0
基因,1078,1.0
基地,258,0.5
基层,1280,1.0
基本,1281,0.75
基本上,1281,0.75
基本功,932,0.5
基督教,499,1.0
基础,1265,1.0
基金,495,1.0
堂,1282,1.0
堆,275,0.25
堆砌,275,1.0
堕落,197,0.5
堡垒,1146,0.0
堤,1269,0.75
堤坝,1269,1.0
堪称,1113,0.5
堵,1283,0.25
堵塞,870,0.5
堵车,451,0.25
塌,638,0.5
塑料,1284,1.0
塑料袋,1284,1.0
塑造,879,1.0
塔,1285,1.0
塞,1286,1.0
填,1287,1.0
填充,1287,1.0
填写,930,0.25
填空,579,0.75
填补,1288,0.25
境内,718,0.25
境地,1021,1.0
境外,252,1.0
境界,1254,1.0
境遇,1021,1.0
墓,742,1.0
墓地,742,1.0
墓碑,742,1.0
墙,347,0.75
墙壁,347,1.0
增,813,1.0
增产,407,0.25
增值,272,1.0
增加,819,1.0
增多,819,1.0
增大,819,1.0
增强,508,1.0
增收,272,0.25
增添,936,1.0
增进,508,1.0
增长,86,1.0
墨,1012,1.0
墨水,1242,1.0
壁画,250,1.0
士兵,766,1.0
士气,70,1.0
壮,1289,0.75
壮丽,512,0.5
壮大,765,0.75
壮实,273,1.0
壮胆,1290,1.0
壮观,512,0.0
声,69,1.0
声明,743,0.5
声望,447,1.0
声称,483,0.75
声誉,447,1.0
声音,69,1.0
壳,1291,0.75
壶,1159,1.0
处,1292,1.0
处于,1293,1.0
处分,1127,1.0
处在,1293,1.0
处境,1021,1.0
处处,894,1.0
处方,268,1.0
处理,1294,1.0
处罚,1127,1.0
处置,1294,1.0
处长,291,1.0
备受,1071,1.0
备用,1295,1.0
备课,113,1.0
复习,113,0.75
复兴,763,1.0
复制,709,1.0
复印,1013,1.0
复原,628,0.25
复发,263,1.0
复合,1296,1.0
复杂,237,1.0
复查,562,1.0
复活,1297,1.0
复苏,175,0.5
夏令营,847,1.0
夏天,795,1.0
夏季,795,1.0
外,326,1.0
外交,925,0.5
外交官,925,1.0
外企,1298,0.25
外公,29,1.0
外出,838,0.5
外卖,1299,1.0
外号,478,0.75
外国,252,1.0
外地,252,1.0
外头,42,1.0
外套,111,1.0
外婆,29,1.0
外币,446,1.0
外形,1300,0.75
外援,1301,0.75
外文,260,1.0
外星人,448,0.75
外来,1302,1.0
外汇,446,1.0
外界,780,0.25
外科,247,0.75
外籍,989,1.0
外行,785,1.0
外衣,111,1.0
外表,1300,0.75
外观,1300,0.75
外语,260,1.0
外貌,1300,0.75
外贸,836,1.0
外资,1298,1.0
外边,42,1.0
外部,780,1.0
外面,42,1.0
多,1303,1.0
多久,180,1.0
多么,155,1.0
多亏,1304,1.0
多云,133,0.5
多余,1305,1.0
多元,636,0.75
多功能,935,0.75
多劳多得,1306,1.0
多半,8,0.75
多媒体,1307,0.5
多少,180,1.0
多年,1308,0.75
多年来,21,0.75
多心,1309,1.0
多数,8,0.75
多方面,728,1.0
多样,271,0.0
多次,13,1.0
多种,56,1.0
多边,303,0.75
夜,1310,0.5
夜以继日,1310,1.0
夜市,1311,0.5
夜总会,385,1.0
夜晚,24,1.0
夜校,847,0.0
夜班,24,0.75
夜里,24,1.0
夜间,24,1.0
够,23,0.5
够呛,23,1.0
大,1312,1.0
大事,364,1.0
大于,552,1.0
大人,29,1.0
大众,734,0.25
大伙儿,430,1.0
大会,316,1.0
大体,1281,1.0
大体上,1281,1.0
大使,925,1.0
大使馆,925,1.0
大公无私,702,1.0
大力,361,0.75
大包大揽,1313,1.0
大厅,927,0.75
大厦,278,0.5
大吃一惊,1074,0.5
大同小异,47,1.0
大名鼎鼎,313,1.0
大哥,29,1.0
大地,1314,1.0
大型,251,1.0
大声,69,0.0
大多,8,0.75
大多数,8,1.0
大大,1315,0.5
大大咧咧,335,1.0
大夫,1316,1.0
大奖赛,215,1.0
大妈,29,1.0
大姐,29,1.0
大学,92,1.0
大学生,255,1.0
大宗,1190,1.0
大家,430,1.0
大家庭,1317,0.75
大小,564,1.0
大局,725,1.0
大巴,338,0.0
大师,684,1.0
大幅度,1315,0.5
大惊小怪,1313,0.25
大意,1318,1.0
大批,1319,0.25
大方,213,1.0
大有可为,1320,1.0
大棚,1321,1.0
大楼,278,0.5
大概,1281,1.0
大模大样,1322,0.0
大款,1189,0.75
大气,1207,1.0
大海,986,1.0
大熊猫,952,1.0
大爷,29,1.0
大片,1263,1.0
大笔,1323,1.0
大米,1002,1.0
大约,1281,1.0
大纲,1084,1.0
大肆,1324,0.75
大胆,960,1.0
大脑,431,0.5
大腕儿,667,1.0
大臣,733,1.0
大自然,1325,1.0
大致,1281,1.0
大街,451,1.0
大街小巷,1326,1.0
大衣,111,1.0
大规模,1319,0.75
大象,477,1.0
大赛,215,1.0
大选,643,1.0
大道,451,1.0
大部分,8,1.0
大都,8,0.75
大量,1319,0.25
大门,757,1.0
大队,343,1.0
大陆,248,1.0
大雁,477,0.75
大面积,1319,0.75
天,10,1.0
天上,329,1.0
天下,1314,1.0
天主教,499,1.0
天使,585,1.0
天分,694,0.75
天地,1314,1.0
天堂,95,0.75
天平,1327,1.0
天性,694,0.0
天才,694,1.0
天文,1328,0.0
天桥,1256,0.5
天气,133,0.75
天然,1325,0.75
天然气,1329,0.5
天生,694,0.25
天真,213,0.75
天空,329,1.0
天线,706,1.0
天经地义,152,0.75
天赋,694,0.75
天长地久,1330,1.0
天鹅,477,1.0
太,155,1.0
太太,29,1.0
太平,1331,1.0
太极,1332,1.0
太极拳,317,1.0
太空,1010,1.0
太阳,329,0.5
太阳能,1060,1.0
夫人,695,0.5
夫妇,627,1.0
夫妻,627,1.0
失业,125,1.0
失业率,887,0.5
失传,1333,1.0
失利,1070,1.0
失去,233,0.5
失恋,1334,0.25
失控,351,0.75
失效,576,1.0
失明,1335,0.5
失望,160,1.0
失灵,665,0.25
失眠,263,0.75
失落,160,1.0
失误,1336,1.0
失败,167,0.5
失踪,240,0.5
头,26,1.0
头发,532,1.0
头号,1337,1.0
头头是道,837,0.75
头晕,189,0.75
头条,1004,0.75
头疼,55,1.0
头脑,491,0.75
头衔,704,0.75
头部,1338,1.0
头顶,532,1.0
夸,165,0.5
夸大,536,0.5
夸夸其谈,1001,0.5
夸奖,165,0.75
夸张,1339,0.5
夸耀,850,0.5
夹,1286,0.0
夺,359,1.0
夺冠,215,1.0
夺取,359,0.75
夺魁,215,1.0
奇妙,151,1.0
奇怪,151,0.75
奇特,151,0.75
奇花异草,1111,1.0
奇迹,524,1.0
奉献,474,0.25
奋力,361,1.0
奋勇,170,0.5
奋斗,170,0.75
奏,1340,1.0
奏效,1341,1.0
契机,1342,1.0
契约,748,1.0
奔,1343,0.25
奔波,223,1.0
奔赴,208,1.0
奔跑,1343,1.0
奖,961,1.0
奖励,961,0.25
奖品,254,0.75
奖学金,92,1.0
奖杯,215,1.0
奖牌,215,1.0
奖金,1344,1.0
奖项,961,1.0
套,1108,1.0
套餐,510,0.5
奠定,1265,1.0
奢侈,1345,1.0
奢望,1171,1.0
奥秘,1346,1.0
奥运会,215,1.0
女,427,1.0
女人,427,1.0
女儿,29,1.0
女士,695,1.0
女婿,29,1.0
女子,427,1.0
女孩儿,427,1.0
女性,427,1.0
女朋友,29,1.0
女生,427,1.0
奴隶,583,0.5
奶,79,0.0
奶奶,29,1.0
奶牛,794,0.0
奶粉,353,0.25
奶茶,79,1.0
奸诈,197,0.5
她,29,1.0
她们,430,1.0
好,185,1.0
好久,10,0.5
好事,364,1.0
好人,1347,0.0
好似,45,1.0
好像,179,0.75
好友,344,1.0
好吃,79,1.0
好听,1149,0.25
好在,179,1.0
好坏,193,1.0
好处,511,0.75
好多,8,0.5
好奇,764,0.25
好奇心,764,0.25
好好,1348,1.0
好学,182,1.0
好客,1347,1.0
好家伙,1349,1.0
好心,1347,1.0
好心人,1347,1.0
好意,1347,1.0
好感,764,0.25
好歹,179,0.5
好比,158,1.0
好玩儿,186,0.75
好看,273,0.25
好笑,160,1.0
好评,1350,0.5
好说,157,0.25
好转,853,0.25
好运,62,0.5
如,158,1.0
如一,45,1.0
如下,115,0.75
如今,1351,1.0
如何,180,1.0
如同,45,0.75
如实,1339,0.25
如意,1352,1.0
如愿以偿,1241,1.0
如果,43,0.75
如果说,179,0.25
如此,1353,1.0
如醉如痴,1354,0.5
妄想,660,1.0
妇女,427,1.0
妈,29,1.0
妈妈,29,1.0
妒忌,160,1.0
妖怪,476,0.5
妙,1192,1.0
妥,1355,1.0
妥协,1140,0.75
妥善,869,0.25
妥当,1103,1.0
妨害,1015,1.0
妨碍,1015,0.5
妹,29,1.0
妹妹,29,1.0
妻子,29,1.0
始终,21,1.0
姐,29,1.0
姐妹,627,1.0
姐姐,29,1.0
姑姑,29,1.0
姑娘,29,1.0
姓,478,0.25
姓名,478,0.25
姓氏,478,0.25
委员,291,0.75
委员会,517,0.75
委婉,1356,0.75
委屈,160,1.0
委托,480,1.0
姜,71,1.0
姥姥,29,1.0
姥爷,29,1.0
姨,29,1.0
姿势,945,1.0
姿态,1089,0.75
威信,447,1.0
威力,899,0.0
威慑,899,1.0
威胁,533,1.0
威风,957,0.0
娃娃,1357,1.0
娇惯,335,1.0
娇气,335,1.0
娘,29,1.0
娱乐,525,1.0
娶,857,1.0
婚姻,857,1.0
婚礼,857,1.0
婚纱,111,1.0
婴儿,1357,1.0
媒体,1358,1.0
媲美,139,1.0
媳妇,29,1.0
嫁,857,1.0
嫁妆,857,1.0
嫂子,29,1.0
嫉妒,160,1.0
嫌,841,0.25
嫌弃,850,1.0
嫌疑,1102,1.0
嫦娥,1010,1.0
嫩,1036,0.25
嬉笑,392,0.5
子,1359,1.0
子女,423,1.0
子孙,217,1.0
子弟,1360,0.25
子弹,1272,1.0
孕妇,1357,1.0
孕育,1185,1.0
字,1096,1.0
字体,1096,1.0
字典,209,0.75
字幕,1361,1.0
字母,1096,1.0
字眼,1096,1.0
字迹,1242,1.0
存,1362,1.0
存在,1362,1.0
存心,498,1.0
存折,17,1.0
存放,471,1.0
存款,672,1.0
孙女,29,1.0
孙子,29,1.0
孝敬,1363,0.25
孝顺,283,0.25
季,795,1.0
季度,84,0.25
季节,795,1.0
孤儿,1364,1.0
孤单,160,0.75
孤独,160,0.75
孤立,1322,1.0
孤陋寡闻,790,0.75
孤零零,1322,0.0
学,113,0.25
学业,92,1.0
学习,113,1.0
学会,517,1.0
学位,92,0.5
学分,92,0.5
学历,1236,0.0
学员,255,1.0
学堂,747,0.25
学士,1003,0.75
学子,255,1.0
学年,92,0.75
学时,113,0.75
学期,92,0.75
学术,681,0.5
学校,92,0.75
学生,92,0.75
学科,859,0.0
学者,204,1.0
学艺,1068,0.0
学说,744,0.75
学费,92,1.0
学问,681,0.75
学院,747,0.0
孩子,29,1.0
孪生,1045,1.0
孵化,1018,0.0
宁可,168,1.0
宁愿,168,1.0
宁静,1365,0.25
它,430,1.0
它们,430,1.0
宇宙,448,0.75
宇航员,1010,1.0
守,1266,0.75
守候,1366,0.5
守护,611,1.0
守株待兔,1366,0.25
安,1367,1.0
安全,1368,1.0
安宁,1175,0.75
安定,1175,0.75
安心,1369,0.5
安慰,674,1.0
安抚,1370,1.0
安排,1371,0.75
安检,1372,0.5
安眠药,711,0.75
安稳,1369,0.75
安置,1371,0.5
安装,1373,1.0
安逸,1369,0.75
安静,1369,0.25
完,893,1.0
完了,87,0.75
完全,34,0.5
完善,508,1.0
完备,33,0.5
完好,1374,1.0
完成,659,0.75
完整,1374,0.75
完毕,893,1.0
完美,1375,0.75
完蛋,1376,1.0
宏伟,1377,1.0
宏大,1377,1.0
宏观,1378,1.0
宗,1379,1.0
宗教,499,1.0
宗旨,835,0.75
官,1380,1.0
官僚,202,1.0
官僚主义,202,0.75
官兵,766,1.0
官司,112,1.0
官吏,733,0.75
官员,434,1.0
官方,1381,1.0
定,1382,0.25
定为,573,1.0
定义,784,0.75
定价,490,1.0
定位,1383,1.0
定做,571,0.25
定向,1384,1.0
定居,1385,0.25
定心丸,1386,1.0
定时,816,1.0
定期,816,0.5
定论,46,1.0
定金,475,0.5
宝,569,1.0
宝宝,1357,1.0
宝库,1231,1.0
宝石,1387,1.0
宝藏,1231,1.0
宝贝,1357,0.75
宝贵,1107,0.0
实习,1388,1.0
实事求是,702,0.25
实体,1389,1.0
实况,1390,1.0
实力,447,1.0
实在,1106,1.0
实地,519,0.25
实惠,602,1.0
实施,1391,1.0
实物,1392,1.0
实现,659,1.0
实用,1393,1.0
实行,1391,1.0
实话,1149,0.25
实话实说,157,0.0
实质,1394,1.0
实践,1395,1.0
实际,1395,1.0
实际上,179,0.5
实验,973,1.0
实验室,973,0.25
宠,774,0.0
宠爱,425,0.25
宠物,774,1.0
审,97,0.5
审判,112,1.0
审定,97,0.5
审批,97,1.0
审查,97,1.0
审核,97,1.0
审美,439,0.25
审视,1053,0.25
客人,1199,0.25
客厅,347,0.75
客户,1396,0.0
客房,385,1.0
客机,1397,1.0
客气,392,0.5
客流,1186,0.5
客观,307,0.5
客车,338,1.0
客运,338,0.0
宣传,527,0.75
宣告,1398,1.0
宣布,483,0.5
宣扬,527,0.0
宣泄,651,0.5
宣称,483,0.75
宣言,1084,0.75
宣誓,1399,1.0
宣读,1399,0.75
室,927,0.75
宪法,748,0.25
宫,1095,0.75
宫廷,733,0.5
宫殿,1095,0.75
宰,1400,1.0
害,1072,0.5
害怕,160,1.0
害羞,335,0.75
害臊,160,1.0
害虫,1018,0.75
宴会,316,1.0
家,241,0.75
家乡,119,1.0
家人,29,1.0
家伙,677,1.0
家具,1205,1.0
家务,296,0.5
家喻户晓,313,1.0
家园,331,0.5
家境,1401,0.5
家家户户,724,1.0
家属,423,1.0
家庭,1317,0.75
家政,246,0.0
家教,1402,0.0
家族,1317,0.5
家用,1403,0.25
家电,797,1.0
家禽,580,0.0
家里,29,1.0
家长,255,0.75
容光焕发,1404,1.0
容忍,566,1.0
容易,174,1.0
容纳,1405,0.25
容许,149,1.0
容量,564,0.5
容颜,1089,0.25
宽,1406,0.5
宽厚,213,1.0
宽容,566,0.75
宽广,1406,1.0
宽度,564,1.0
宽恕,566,0.75
宽敞,1406,1.0
宽松,1407,0.5
宽泛,1406,0.75
宽阔,1406,1.0
宾馆,385,1.0
宿舍,347,0.75
寂寞,160,0.75
寂静,1365,0.0
寄,402,0.75
寄托,1171,1.0
密,1408,1.0
密不可分,1409,0.25
密切,422,1.0
密封,615,1.0
密度,1410,0.5
密码,1112,1.0
密集,1408,0.75
富,1411,0.75
富人,1189,1.0
富含,1148,1.0
富强,763,0.75
富有,271,0.75
富翁,1189,0.75
富裕,1189,0.75
富豪,1189,0.75
富足,1175,0.25
寒假,264,1.0
寒冷,133,1.0
寓意,1126,0.75
寓言,524,0.25
寝室,347,0.75
察看,519,0.25
察觉,1059,0.75
寡妇,29,1.0
寥寥无几,1412,1.0
寸,1413,1.0
对,1414,0.0
对不起,355,0.5
对于,1414,0.25
对付,1415,0.5
对准,1416,1.0
对外,1417,1.0
对峙,363,0.5
对应,1418,1.0
对弈,1419,0.5
对待,1053,0.75
对得起,355,1.0
对手,985,1.0
对抗,363,0.5
对方,473,0.75
对比,1420,1.0
对照,1420,1.0
对白,1361,0.75
对称,1421,1.0
对立,362,1.0
对策,1422,0.75
对联,1423,0.75
对话,393,0.5
对象,1424,1.0
对面,42,1.0
寺,570,1.0
寺庙,570,1.0
寻,1425,1.0
寻常,1426,1.0
寻找,1425,1.0
寻求,1425,0.75
寻觅,1425,1.0
导向,298,0.5
导师,1003,0.5
导弹,1010,0.0
导游,1135,0.5
导演,99,1.0
导火索,1031,1.0
导致,482,1.0
导航,1427,1.0
寿司,79,1.0
寿命,1428,1.0
封,1429,1.0
封建,202,1.0
封锁,870,0.5
封闭,1430,1.0
封面,1431,0.75
封顶,1432,1.0
射,1433,1.0
射击,317,1.0
将,1434,0.5
将军,766,0.75
将来,1138,0.75
将要,875,0.75
将近,1435,1.0
尊严,567,0.75
尊敬,165,0.5
尊贵,1345,0.75
尊重,425,0.75
小,1312,1.0
小丑,476,0.5
小于,552,1.0
小人,677,0.5
小伙子,29,1.0
小偷儿,186,0.5
小区,331,0.5
小卒,1436,1.0
小吃,79,1.0
小品,414,0.25
小型,251,1.0
小声,15,0.75
小姐,695,1.0
小学,92,0.75
小学生,255,1.0
小孩儿,29,1.0
小康,1437,1.0
小心,761,1.0
小心翼翼,126,0.0
小提琴,210,1.0
小时,10,1.0
小时候,29,1.0
小曲,210,0.5
小朋友,344,1.0
小气,335,0.75
小溪,218,1.0
小王,71,0.75
小看,1438,0.75
小组,863,1.0
小说,99,1.0
小贩,1187,0.75
小费,1439,1.0
小路,451,1.0
小麦,580,1.0
少,1303,1.0
少不了,1409,0.75
少儿,682,1.0
少女,427,1.0
少年,682,1.0
少数,282,1.0
少有,320,1.0
少林寺,570,1.0
少见,320,1.0
少量,282,1.0
尖,828,1.0
尖端,912,1.0
尖锐,237,0.0
尚,1440,0.25
尚未,176,0.5
尝,1441,1.0
尝试,1442,1.0
尤为,155,1.0
尤其,41,0.75
就,142,0.5
就业,125,1.0
就任,85,1.0
就医,247,1.0
就地,1032,1.0
就座,518,0.25
就是,603,1.0
就是说,179,0.5
就算,179,0.5
就职,85,1.0
就要,516,0.25
就诊,247,1.0
就读,92,1.0
就近,1032,1.0
就餐,269,1.0
尴尬,160,1.0
尸体,742,1.0
尺,1413,1.0
尺子,849,1.0
尺寸,564,1.0
尺度,564,1.0
尼龙,1284,0.5
尽,1443,1.0
尽力,361,1.0
尽可能,361,1.0
尽头,1444,1.0
尽快,869,1.0
尽情,1443,1.0
尽早,869,1.0
尽管,179,1.0
尽量,361,1.0
尾声,279,0.75
尾巴,532,1.0
尾气,1207,1.0
尿,1445,0.75
局,1446,1.0
局势,680,0.5
局部,244,0.25
局长,291,1.0
局限,898,0.25
局面,680,0.25
层,1447,1.0
层出不穷,1448,1.0
层次,1181,1.0
层面,728,1.0
居住,278,0.0
居民,445,1.0
居民楼,278,1.0
居然,142,0.5
居高临下,1449,1.0
屈服,1140,1.0
届,1023,0.75
届时,1434,0.75
屋,278,1.0
屋子,347,1.0
屋顶,278,0.5
屏幕,781,1.0
展出,1005,0.25
展开,1450,0.75
展望,911,1.0
展现,463,0.0
展示,463,1.0
展览,1005,0.25
展览会,316,1.0
属,549,1.0
属于,549,0.75
属性,754,1.0
屠杀,452,1.0
屡,13,1.0
屡次,13,1.0
履行,321,1.0
屯,343,1.0
山,218,1.0
山冈,218,1.0
山区,218,0.75
山坡,218,1.0
山寨,1451,1.0
山岭,218,1.0
山峰,218,1.0
山川,218,0.0
山谷,218,1.0
山路,451,1.0
山顶,218,1.0
屹立,1262,1.0
岁,256,1.0
岁数,256,1.0
岁月,1212,0.0
岂有此理,498,0.0
岗位,93,1.0
岛,1452,0.5
岛屿,986,1.0
岩石,218,1.0
岳母,29,1.0
岳父,29,1.0
岸,1453,1.0
岸上,986,1.0
峡谷,218,1.0
峰会,316,1.0
峰回路转,1454,1.0
崇尚,526,0.5
崇拜,1144,1.0
崇高,521,0.25
崛起,765,1.0
崩溃,1376,1.0
崭新,727,1.0
巅峰,1455,0.25
川流不息,1209,0.75
巡逻,403,1.0
工业,1396,0.75
工人,434,1.0
工会,1456,1.0
工作,1457,1.0
工作日,1458,1.0
工作量,1457,1.0
工具,1459,1.0
工厂,497,1.0
工商,1372,0.5
工商界,1360,0.5
工地,1460,1.0
工夫,122,1.0
工序,1461,0.75
工整,238,1.0
工科,859,0.75
工程,1460,1.0
工程师,1462,1.0
工艺,897,1.0
工艺品,1205,0.75
工资,1344,1.0
左,1110,1.0
左右,83,1.0
左边,42,1.0
左顾右盼,224,0.5
巧,1192,1.0
巧克力,79,1.0
巧合,668,0.5
巧妙,1192,0.5
巨人,1463,1.0
巨型,251,1.0
巨大,1105,1.0
巨头,1464,1.0
巨星,667,1.0
巨额,1323,1.0
巩固,508,1.0
巫婆,476,0.75
差,657,1.0
差不多,1281,0.5
差别,657,1.0
差异,657,1.0
差距,657,1.0
差错,1336,1.0
差额,657,1.0
已,1465,0.0
已经,1465,0.0
巴不得,501,1.0
巴士,338,0.0
市,1466,0.5
市区,345,1.0
市场,220,1.0
市场经济,1467,1.0
市民,1151,0.25
市长,291,1.0
布,230,1.0
布局,1468,0.5
布满,690,1.0
布置,1469,0.75
帅,1470,0.5
帅哥,427,1.0
帆,1471,1.0
帆船,664,1.0
师傅,29,1.0
师父,29,1.0
师生,255,0.75
师范,747,0.25
师资,928,0.25
师长,766,0.5
希望,1171,1.0
帐子,347,1.0
帐篷,1472,1.0
帖子,1004,1.0
帘子,347,1.0
帝国,1473,0.5
帝国主义,202,0.75
带,1474,1.0
带动,298,0.75
带头,485,1.0
带头人,1475,1.0
带有,771,1.0
带来,411,0.75
带路,1476,1.0
带队,1477,1.0
带领,1477,1.0
席,1478,1.0
席位,1478,1.0
帮,990,1.0
帮助,1479,0.75
帮忙,990,1.0
帮手,990,0.5
常,173,1.0
常人,1426,0.5
常常,173,1.0
常年,1308,0.75
常态,1480,0.75
常温,616,0.25
常理,1426,0.5
常用,584,0.25
常见,772,0.75
常规,1480,1.0
常识,1481,0.75
帽子,111,1.0
幅,250,0.5
幅度,1315,0.0
幕,1482,1.0
幕后,783,1.0
幢,278,1.0
干,775,1.0
干事,924,1.0
干什么,180,1.0
干净,801,1.0
干吗,186,0.5
干戈,1483,1.0
干扰,1015,0.75
干旱,1075,0.5
干杯,62,0.25
干活儿,775,1.0
干涉,1484,0.75
干燥,133,1.0
干脆,168,1.0
干部,434,1.0
干预,1484,1.0
平,1485,1.0
平价,513,1.0
平凡,1426,0.75
平原,218,1.0
平台,1486,1.0
平和,468,0.25
平均,436,1.0
平坦,1406,1.0
平安,1331,1.0
平常,1426,0.5
平常心,1487,0.0
平息,1370,0.0
平方,1488,1.0
平方米,412,1.0
平日,1489,1.0
平时,1489,0.75
平民,745,1.0
平淡,1490,1.0
平稳,1260,0.75
平等,1131,1.0
平衡,1260,0.75
平静,468,0.5
平面,80,0.75
年,461,1.0
年代,262,0.75
年初,84,1.0
年前,461,0.25
年夜饭,269,0.0
年底,84,1.0
年度,1491,1.0
年画,250,1.0
年级,92,0.75
年纪,256,1.0
年终,1491,1.0
年薪,1344,1.0
年轻,256,1.0
年迈,256,1.0
年限,1428,1.0
年龄,256,1.0
并,212,0.75
并且,212,0.75
并列,1492,1.0
并行,777,1.0
并购,1121,1.0
并非,603,1.0
幸亏,179,1.0
幸免,1493,0.75
幸好,179,1.0
幸存,1493,0.75
幸福,1196,1.0
幸运,1494,0.25
幻影,1495,0.75
幻想,660,1.0
幻觉,660,0.75
幼儿园,1496,0.0
幼稚,197,0.5
幽默,213,1.0
广,1497,1.0
广义,1498,1.0
广告,738,1.0
广场,565,0.25
广大,723,1.0
广播,1011,1.0
广泛,1497,1.0
广阔,1406,1.0
庄严,521,0.0
庄园,794,1.0
庄稼,580,1.0
庆典,316,0.5
庆幸,1494,0.0
庆祝,62,0.25
庆贺,62,0.25
床,347,1.0
床位,663,0.25
序,1499,1.0
序幕,1450,0.0
库,1500,1.0
应,159,1.0
应付,1414,0.75
应对,1414,0.75
应当,159,1.0
应急,1295,1.0
应有尽有,33,1.0
应用,1501,0.0
应聘,1502,0.75
应该,159,1.0
应邀,575,1.0
应酬,1199,0.75
底,84,0.75
底下,42,1.0
底子,1503,0.75
底层,1447,1.0
底线,1504,1.0
底蕴,270,0.75
店,203,1.0
庙,742,1.0
庙会,264,1.0
庞大,1377,0.0
废,1215,1.0
废品,1215,1.0
废墟,1505,1.0
废寝忘食,1310,0.75
废物,1215,1.0
废话,392,0.25
废除,1146,0.25
度,1506,1.0
度假,503,0.75
度过,1507,1.0
座,1508,1.0
座位,663,0.25
座右铭,1509,1.0
