community,size,internal_edges,weighted_density,connected
0,1,0,,True
1,14,68,0.6176642077964741,True
2,4,3,0.367763452231884,True
3,40,306,0.30328640412443725,True
4,11,32,0.4578070789575577,True
5,5,4,0.3046893268823624,True
6,8,16,0.4461188225873879,True
7,5,8,0.6121734589338302,True
8,21,90,0.33333185946657545,True
9,16,45,0.28941678603490195,True
10,12,35,0.4123884868441206,True
11,2,1,0.7462183237075806,True
12,17,63,0.3665105470401399,True
13,17,58,0.3352422209127861,True
14,8,16,0.4457448832690716,True
15,23,113,0.3400057553656016,True
16,3,2,0.5054493596156439,True
17,30,135,0.2348738451113646,True
18,12,31,0.3587526360696012,True
19,8,16,0.4491726351635797,True
20,12,35,0.4155082738760746,True
21,11,22,0.3085212756286968,True
22,8,18,0.48098429132785114,True
23,25,125,0.3157165140410264,True
24,48,546,0.37858058414455004,True
25,23,121,0.3750210565187243,True
26,5,5,0.37736573815345764,True
27,4,3,0.3683522120118141,True
28,130,3741,0.3455954725996824,True
29,5,4,0.2923340812325478,True
30,5,5,0.3890014588832855,True
31,3,2,0.489543413122495,True
32,8,13,0.36053745608244625,True
33,8,14,0.3895270600914955,True
34,21,94,0.35177119572957355,True
35,2,1,0.7254739254713058,True
36,31,196,0.3239428247495364,True
37,5,6,0.4478405684232712,True
38,5,4,0.30398014932870865,True
39,5,7,0.530939570069313,True
40,3,2,0.5110184053579966,True
41,1,0,,True
42,8,11,0.30116966739296913,True
43,56,671,0.33582437359667444,True
44,20,98,0.4058593117877057,True
45,2,1,0.7527444660663605,True
46,20,79,0.3216073714588818,True
47,4,5,0.622203086813291,True
48,1,0,,True
49,1,0,,True
50,14,48,0.40552463750917833,True
51,10,26,0.45973798135916394,True
52,9,16,0.34822991200619274,True
53,2,1,0.7761057019233704,True
54,13,42,0.4095983339043764,True
55,9,20,0.42895253747701645,True
56,4,3,0.3654169167081515,True
57,43,459,0.3893893870503403,True
58,11,31,0.4411410198970275,True
59,15,51,0.37006583440871466,True
60,3,2,0.5249532262484232,True
61,3,2,0.48392141858736676,True
62,7,11,0.39766265522866023,True
63,8,13,0.3549544396145003,True
64,18,90,0.45505179766736,True
65,6,9,0.4508195569117864,True
66,5,5,0.37941723614931105,True
67,47,403,0.2820232202342878,True
68,8,15,0.41262374977980343,True
69,1,0,,True
70,1,0,,True
71,2,1,0.7775672376155853,True
72,155,4404,0.2807529293434561,True
73,4,5,0.6243719110886256,True
74,2,1,0.736763060092926,True
75,1,0,,True
76,3,2,0.4897475639979045,True
77,20,90,0.37429441456732,True
78,27,167,0.36655485676734195,True
79,22,116,0.39102459231238346,True
80,20,98,0.3981480526296716,True
81,1,0,,True
82,5,6,0.4632881298661232,True
83,14,40,0.33253668265028313,True
84,53,533,0.29529899150046623,True
85,2,1,0.7610414624214172,True
86,1,0,,True
87,4,3,0.36801305164893466,True
88,18,69,0.3441891102424634,True
89,18,68,0.33708417464315504,True
90,7,12,0.4351085800500143,True
