community,size,mean_pair_cosine,mean_cosine_silhouette,negative_silhouette_fraction,representatives,boundary_words,deterministic_sample,all_members,soft_mass,mean_max_membership,mean_normalized_membership_entropy,highest_membership_words,strongest_members_outside_hard_cluster
0,62,0.333395980259537,0.05051744633113568,0.24193548387096775,电脑 | 显示器 | 硬盘 | 打印机 | 屏幕 | 录音机 | 音响 | 摄像机 | 鼠标 | 磁盘 | 耳机 | 电视机,洗衣机 | 灯泡 | 物体 | 电视 | 闹钟 | 图形 | 计时 | 防盗,物体 | 屏幕 | 磁带 | 光盘 | 笔记本 | 显示器 | 耳机 | 硬盘 | 摄像 | 电视 | 服务器 | 音响,电脑 | 显示器 | 硬盘 | 打印机 | 屏幕 | 录音机 | 音响 | 摄像机 | 鼠标 | 磁盘 | 耳机 | 电视机 | 相机 | 按键 | 手机 | 液晶 | 充电器 | 磁带 | 笔记本 | 键盘 | 收音机 | 图像 | 电视 | 光盘 | 摄像 | 遥控 | 游戏机 | 浏览器 | 闹钟 | 光碟 | 多媒体 | 语音 | 灯泡 | 无线 | 内存 | 胶片 | 计算机 | 彩电 | 影像 | 软件 | 天线 | 服务器 | 机器 | 传输 | 导航 | 磁卡 | 数码 | 洗衣机 | 打印 | 方向盘 | 图形 | 充电 | 键 | 望远镜 | 防盗 | 日历 | 计时 | 开机 | 物体 | 指南针 | 折叠 | 手动,61.99999994739913,0.9999999991515989,2.9534740991571962e-9,传输:1.000000 | 充电:1.000000 | 充电器:1.000000 | 光盘:1.000000 | 光碟:1.000000 | 内存:1.000000 | 图像:1.000000 | 图形:1.000000 | 多媒体:1.000000 | 导航:1.000000 | 屏幕:1.000000 | 开机:1.000000,
1,56,0.385826985315166,0.03834274991218954,0.16071428571428573,小声 | 摇头 | 扭头 | 大声 | 插嘴 | 招呼 | 点头 | 坐下 | 走开 | 告辞 | 打岔 | 嚷,跟前 | 一旁 | 听见 | 上楼 | 愣 | 见外 | 说话 | 伸手,道 | 指着 | 嚷 | 让座 | 打招呼 | 打岔 | 笑 | 听 | 众人 | 打断 | 见外 | 坐下,小声 | 摇头 | 扭头 | 大声 | 插嘴 | 招呼 | 点头 | 坐下 | 走开 | 告辞 | 打岔 | 嚷 | 笑 | 吩咐 | 示意 | 说道 | 客气 | 眉开眼笑 | 招手 | 瞪 | 打招呼 | 说话 | 反问 | 听见 | 愣 | 请坐 | 会意 | 一眼 | 转身 | 伸手 | 一旁 | 指着 | 递给 | 跟前 | 喊 | 开口 | 推辞 | 停下 | 鞠躬 | 听 | 七嘴八舌 | 脱口而出 | 当着 | 敲门 | 举手 | 上楼 | 过头 | 异口同声 | 打断 | 道 | 发火 | 众人 | 在场 | 让座 | 见外 | 请进,55.999999999999474,0.9999999999999906,5.286571376967617e-14,一旁:1.000000 | 一眼:1.000000 | 七嘴八舌:1.000000 | 上楼:1.000000 | 举手:1.000000 | 众人:1.000000 | 会意:1.000000 | 伸手:1.000000 | 停下:1.000000 | 发火:1.000000 | 吩咐:1.000000 | 听:1.000000,
2,52,0.34418228030488063,0.060694109016892275,0.1346153846153846,收据 | 便条 | 证件 | 信封 | 支票 | 身份证 | 卡片 | 存折 | 信件 | 欠条 | 请柬 | 表格,去向 | 物品 | 贺卡 | 简历 | 记号 | 本子 | 字迹 | 填写,凭证 | 银行卡 | 请帖 | 字迹 | 清单 | 表格 | 锦旗 | 号码 | 便条 | 遗嘱 | 填写 | 文件,收据 | 便条 | 证件 | 信封 | 支票 | 身份证 | 卡片 | 存折 | 信件 | 欠条 | 请柬 | 表格 | 相片 | 印章 | 护照 | 凭证 | 发票 | 贺卡 | 请帖 | 借条 | 账单 | 名片 | 签名 | 公函 | 本子 | 照片 | 填写 | 字迹 | 告示 | 银行卡 | 挂失 | 遗嘱 | 文件 | 电报 | 证书 | 号码 | 住址 | 启事 | 复印 | 日记 | 档案 | 张贴 | 锦旗 | 密码 | 姓名 | 简历 | 物品 | 标语 | 物证 | 记号 | 清单 | 去向,51.99999999999389,0.9999999999998825,6.10394908824742e-13,住址:1.000000 | 便条:1.000000 | 信件:1.000000 | 信封:1.000000 | 借条:1.000000 | 公函:1.000000 | 凭证:1.000000 | 卡片:1.000000 | 印章:1.000000 | 去向:1.000000 | 发票:1.000000 | 号码:1.000000,
3,24,0.40509155356132753,0.12329226029162438,0.041666666666666664,交谈 | 会面 | 交流 | 沟通 | 交往 | 对话 | 见面 | 会谈 | 会晤 | 互访 | 谈话 | 握手,对弈 | 座谈 | 会谈 | 交际 | 握手 | 见面 | 交换 | 联系,交往 | 座谈 | 握手 | 会面 | 接触 | 互访 | 联络 | 通话 | 交谈 | 会谈 | 互动 | 面对面,交谈 | 会面 | 交流 | 沟通 | 交往 | 对话 | 见面 | 会谈 | 会晤 | 互访 | 谈话 | 握手 | 接触 | 通话 | 往来 | 面对面 | 座谈 | 联络 | 来往 | 互动 | 联系 | 交际 | 交换 | 对弈,24.0,1.0,1.212922377481817e-45,互动:1.000000 | 互访:1.000000 | 交往:1.000000 | 交换:1.000000 | 交流:1.000000 | 交谈:1.000000 | 交际:1.000000 | 会晤:1.000000 | 会谈:1.000000 | 会面:1.000000 | 对弈:1.000000 | 对话:1.000000,
4,83,0.287956030805188,0.0037754576184646713,0.4939759036144578,政党 | 议会 | 宪法 | 议员 | 国会 | 政权 | 人权 | 民主 | 内阁 | 总统 | 军队 | 宗教,作家 | 国旗 | 人道 | 刑法 | 战争 | 权威 | 官员 | 法庭,军舰 | 民主 | 核武器 | 舆论 | 民族 | 条约 | 穆斯林 | 联盟 | 工会 | 人民 | 空军 | 总理,政党 | 议会 | 宪法 | 议员 | 国会 | 政权 | 人权 | 民主 | 内阁 | 总统 | 军队 | 宗教 | 外交 | 首脑 | 公民 | 军事 | 元首 | 政治 | 外交官 | 联合国 | 邻国 | 领土 | 基督教 | 选民 | 大选 | 首相 | 条约 | 同盟 | 盟友 | 穆斯林 | 纲领 | 派别 | 领袖 | 国王 | 海军 | 联邦 | 领事 | 战争 | 总理 | 工会 | 伊斯兰教 | 天主教 | 主权 | 官吏 | 司法 | 陆军 | 国民 | 主义 | 人民 | 领事馆 | 军舰 | 学者 | 工商界 | 儒学 | 党 | 舆论 | 大使馆 | 审判 | 帝国 | 空军 | 种族 | 民族 | 官员 | 核武器 | 刑法 | 文艺界 | 民意 | 作家 | 人道 | 宣言 | 国徽 | 冷战 | 王国 | 社论 | 法庭 | 国旗 | 移民 | 首都 | 团体 | 科学家 | 事态 | 联盟 | 权威,83.00228401513012,0.9999802832940383,0.000027603350575142145,主义:1.000000 | 主权:1.000000 | 事态:1.000000 | 人权:1.000000 | 人民:1.000000 | 人道:1.000000 | 伊斯兰教:1.000000 | 儒学:1.000000 | 元首:1.000000 | 公民:1.000000 | 军事:1.000000 | 军队:1.000000,
5,136,0.36976169435401557,0.07302116807928553,0.03676470588235294,也许 | 就算 | 毕竟 | 何况 | 难道 | 可是 | 当然 | 但是 | 要是 | 只不过 | 反正 | 其实,看上去 | 看起来 | 应该 | 总算 | 没想到 | 不用说 | 这样 | 俗话说,当然 | 无论如何 | 恐怕 | 本来 | 反正 | 看上去 | 没准儿 | 幸亏 | 以为 | 纵然 | 如果说 | 为什么,也许 | 就算 | 毕竟 | 何况 | 难道 | 可是 | 当然 | 但是 | 要是 | 只不过 | 反正 | 其实 | 虽说 | 好像 | 说不定 | 要不然 | 别说 | 好歹 | 哪怕 | 不过 | 况且 | 如果 | 纵然 | 既然 | 恐怕 | 的确 | 看样子 | 确实 | 是不是 | 虽然 | 明明 | 或许 | 真的 | 按说 | 即使 | 即便 | 果然 | 倒是 | 没准儿 | 如果说 | 而且 | 幸好 | 因为 | 假如 | 但 | 所以 | 起码 | 按理说 | 偏偏 | 要不是 | 也 | 实际上 | 不光 | 据说 | 莫非 | 幸亏 | 那 | 终究 | 好在 | 说白了 | 就是说 | 然而 | 居然 | 不如说 | 本来 | 可惜 | 果真 | 大概 | 怪不得 | 只是 | 难怪 | 总之 | 顶多 | 倘若 | 假使 | 那么 | 肯定 | 简直 | 不管 | 只要 | 说到底 | 但愿 | 竟然 | 有时候 | 为什么 | 比如说 | 可不是 | 除非 | 还是 | 不见得 | 没想到 | 实在 | 譬如说 | 都 | 好比 | 看来 | 至于 | 就是 | 以为 | 也就是说 | 未必 | 总而言之 | 不一定 | 很难说 | 估计 | 比如 | 不用说 | 总的来说 | 无论如何 | 应该 | 现在 | 至少 | 譬如 | 这 | 看起来 | 才 | 究竟 | 可能 | 仅仅 | 算是 | 比起 | 不知 | 看得出 | 总算 | 请问 | 还 | 这就是说 | 看上去 | 万一 | 这样 | 到底 | 比方 | 是 | 绝对 | 俗话说 | 例如,136.25083343711395,0.9997753642199695,0.0002477904773356691,万一:1.000000 | 不见得:1.000000 | 也许:1.000000 | 仅仅:1.000000 | 估计:1.000000 | 但愿:1.000000 | 何况:1.000000 | 俗话说:1.000000 | 假使:1.000000 | 假如:1.000000 | 况且:1.000000 | 只要:1.000000,事实上:0.267880 | 无非:0.010787
6,41,0.31610631973185055,0.037642884729583326,0.24390243902439024,预订 | 抽奖 | 折扣 | 优惠 | 打折 | 特价 | 话费 | 促销 | 奖品 | 门票 | 预约 | 付款,自助 | 套餐 | 开业 | 顾客 | 一卡通 | 开张 | 小费 | 票,抽奖 | 会员 | 中奖 | 福利 | 专柜 | 顾客 | 封顶 | 预约 | 优惠 | 自助 | 免费 | 券,预订 | 抽奖 | 折扣 | 优惠 | 打折 | 特价 | 话费 | 促销 | 奖品 | 门票 | 预约 | 付款 | 中奖 | 预售 | 订购 | 套餐 | 免费 | 红包 | 兑换 | 赠送 | 领取 | 自助 | 预定 | 券 | 月票 | 专柜 | 信用卡 | 购买 | 福利 | 会员 | 商城 | 小费 | 降价 | 顾客 | 付费 | 封顶 | 一卡通 | 彩票 | 开业 | 票 | 开张,41.0,1.0,2.1396356255603217e-17,一卡通:1.000000 | 专柜:1.000000 | 中奖:1.000000 | 付款:1.000000 | 付费:1.000000 | 优惠:1.000000 | 会员:1.000000 | 促销:1.000000 | 信用卡:1.000000 | 免费:1.000000 | 兑换:1.000000 | 券:1.000000,
7,63,0.3585629921204949,0.042333053037927865,0.30158730158730157,饭店 | 旅馆 | 餐厅 | 饭馆 | 餐馆 | 宾馆 | 酒楼 | 商场 | 旅店 | 酒吧 | 酒店 | 客房,餐桌 | 就餐 | 柜台 | 景区 | 屋 | 电梯 | 夜市 | 餐厅,临街 | 夜市 | 商场 | 食堂 | 出租 | 床位 | 停车场 | 取款机 | 图书馆 | 酒吧 | 住宅 | 车位,饭店 | 旅馆 | 餐厅 | 饭馆 | 餐馆 | 宾馆 | 酒楼 | 商场 | 旅店 | 酒吧 | 酒店 | 客房 | 公寓 | 舞厅 | 停车场 | 临街 | 书店 | 商店 | 电影院 | 网吧 | 超市 | 写字楼 | 小区 | 菜市场 | 报亭 | 食堂 | 夜总会 | 药店 | 别墅 | 店 | 养老院 | 连锁店 | 地铁站 | 便利店 | 停车位 | 加油站 | 车位 | 五星级 | 住宅 | 专卖店 | 屋 | 出租 | 就餐 | 物业 | 图书馆 | 四合院 | 夜市 | 住处 | 电梯 | 住户 | 柜台 | 房屋 | 取款机 | 床位 | 装修 | 景区 | 新房 | 办公 | 居住 | 前台 | 监狱 | 餐桌 | 校园,62.99999957514395,0.9999999932562519,1.994702484734447e-8,专卖店:1.000000 | 临街:1.000000 | 书店:1.000000 | 五星级:1.000000 | 住处:1.000000 | 住宅:1.000000 | 住户:1.000000 | 便利店:1.000000 | 停车位:1.000000 | 公寓:1.000000 | 养老院:1.000000 | 写字楼:1.000000,
8,46,0.4734249566199296,0.19298203063987962,0.0,演奏 | 舞蹈 | 演唱 | 独唱 | 伴奏 | 乐曲 | 合唱 | 歌剧 | 歌唱 | 歌曲 | 民歌 | 歌舞,喜剧 | 朗诵 | 诗歌 | 唱歌 | 戏 | 演戏 | 话剧 | 国歌,民歌 | 戏 | 演唱 | 表演 | 独唱 | 诗歌 | 戏曲 | 演戏 | 话剧 | 小曲 | 京剧 | 摇滚,演奏 | 舞蹈 | 演唱 | 独唱 | 伴奏 | 乐曲 | 合唱 | 歌剧 | 歌唱 | 歌曲 | 民歌 | 歌舞 | 音乐 | 交响乐 | 戏剧 | 旋律 | 朗诵 | 表演 | 唱 | 笛子 | 京剧 | 话剧 | 唱歌 | 乐队 | 吉他 | 戏曲 | 乐器 | 小提琴 | 诗歌 | 秧歌 | 歌声 | 歌 | 抒情 | 相声 | 钢琴 | 舞 | 摇滚 | 戏 | 小曲 | 喜剧 | 演戏 | 歌咏 | 剧团 | 小品 | 木偶 | 国歌,46.0,1.0,6.86727480123675e-23,乐器:1.000000 | 乐曲:1.000000 | 乐队:1.000000 | 交响乐:1.000000 | 京剧:1.000000 | 伴奏:1.000000 | 剧团:1.000000 | 合唱:1.000000 | 吉他:1.000000 | 唱:1.000000 | 唱歌:1.000000 | 喜剧:1.000000,
9,26,0.3832709796855306,0.05022223573392937,0.23076923076923078,悦耳 | 动听 | 抑扬顿挫 | 风趣 | 好听 | 流利 | 委婉 | 清脆 | 洪亮 | 难听 | 幽默 | 滔滔不绝,工整 | 利索 | 爽快 | 幽默 | 精练 | 从容不迫 | 风趣 | 刺耳,滔滔不绝 | 抑扬顿挫 | 头头是道 | 出口成章 | 流利 | 洪亮 | 引经据典 | 绘声绘色 | 悦耳 | 通顺 | 好听 | 响亮,悦耳 | 动听 | 抑扬顿挫 | 风趣 | 好听 | 流利 | 委婉 | 清脆 | 洪亮 | 难听 | 幽默 | 滔滔不绝 | 绘声绘色 | 刺耳 | 响亮 | 工整 | 简短 | 精练 | 引经据典 | 爽快 | 出口成章 | 利索 | 通顺 | 从容不迫 | 通俗 | 头头是道,26.0,1.0,6.575315321822196e-41,从容不迫:1.000000 | 出口成章:1.000000 | 利索:1.000000 | 刺耳:1.000000 | 动听:1.000000 | 响亮:1.000000 | 头头是道:1.000000 | 好听:1.000000 | 委婉:1.000000 | 工整:1.000000 | 幽默:1.000000 | 引经据典:1.000000,
