token,community,best_cluster_match_fraction
冒险,649,0.5
冗长,650,1.0
写,306,1.0
写作,306,0.5
写字台,307,1.0
写字楼,247,0.75
写照,329,0.75
军事,494,1.0
军人,494,1.0
军官,494,1.0
军舰,558,1.0
军队,494,1.0
农业,496,1.0
农产品,496,1.0
农作物,496,1.0
农历,235,1.0
农场,651,0.5
农村,304,1.0
农民,305,1.0
农民工,86,0.75
冠军,193,1.0
冤,132,0.75
冤枉,132,0.75
冬天,121,0.5
冬季,652,1.0
冰,653,1.0
冰山,653,1.0
冰棍儿,74,1.0
冰箱,654,1.0
冰雪,653,1.0
冲,655,0.5
冲击,655,0.5
冲刺,536,0.5
冲动,266,0.5
冲撞,655,1.0
冲洗,98,0.5
冲浪,281,0.25
冲突,319,1.0
决不,122,0.75
决定,112,1.0
决心,526,1.0
决策,112,1.0
决议,656,0.75
决赛,193,1.0
况且,59,0.5
冷,657,1.0
冷冻,405,1.0
冷战,319,0.0
冷气,503,1.0
冷水,98,0.75
冷淡,475,0.5
冷漠,173,1.0
冷笑,16,0.5
冷落,205,0.0
冷酷,173,1.0
冷酷无情,173,1.0
冷门,658,1.0
冷静,402,1.0
冻,657,0.25
冻结,659,1.0
净,660,1.0
净化,661,0.0
凄凉,130,1.0
准,662,1.0
准则,663,1.0
准备,564,0.5
准时,176,1.0
准确,664,0.5
准许,135,1.0
凉,657,1.0
凉快,121,1.0
凉水,98,0.75
凉爽,121,1.0
凉鞋,103,1.0
凌晨,24,1.0
减,662,0.75
减免,354,0.75
减压,665,1.0
减少,438,1.0
减弱,438,1.0
减肥,561,1.0
减轻,438,1.0
减速,391,1.0
凑,666,0.75
凑合,666,1.0
凑巧,148,0.75
凝固,361,1.0
凝聚,667,1.0
几,1,1.0
几乎,8,0.75
几率,668,1.0
凡,2,0.25
凡是,42,0.0
凤凰,669,1.0
凭,506,1.0
凭借,506,1.0
凭着,506,1.0
凭证,18,0.75
凯歌,670,1.0
凳子,307,1.0
凶,173,0.0
凶恶,173,0.75
凶手,392,1.0
凶残,173,1.0
凶狠,173,1.0
凶猛,173,0.0
凸,671,1.0
凸显,97,0.75
凹,671,1.0
出,672,1.0
出丑,673,0.75
出事,559,0.75
出于,674,0.25
出人意料,675,1.0
出任,80,1.0
出众,169,1.0
出入,348,1.0
出具,325,1.0
出动,676,0.5
出卖,592,0.75
出厂,431,1.0
出去,82,1.0
出发,596,0.25
出发点,266,0.5
出口,548,1.0
出口成章,677,1.0
出台,617,0.75
出名,277,1.0
出售,678,0.0
出国,595,0.0
出土,616,1.0
出场,83,0.75
出境,595,0.5
出头,78,1.0
出局,679,1.0
出山,119,1.0
出差,434,0.25
出席,280,1.0
出息,172,0.0
出手,117,1.0
出来,82,1.0
出毛病,559,0.5
出汗,167,0.75
出洋相,673,0.75
出游,434,1.0
出演,92,1.0
出版,270,0.5
出版社,270,1.0
出现,97,1.0
出生,680,1.0
出示,325,0.25
出租,681,1.0
出租车,106,1.0
出自,674,0.25
出色,169,1.0
出血,167,1.0
出行,434,0.75
出访,341,0.5
出资,682,0.25
出走,683,1.0
出路,684,0.75
出身,680,1.0
出道,562,0.75
出门,82,0.5
出院,220,1.0
出难题,673,1.0
出面,117,0.5
出风头,673,0.75
函授,85,0.5
凿,685,1.0
刀,686,0.75
刁难,432,0.5
分,687,1.0
分为,489,1.0
分享,622,1.0
分别,507,1.0
分割,687,1.0
分化,165,0.5
分外,140,1.0
分寸,688,1.0
分工,689,0.25
分布,690,1.0
分开,687,1.0
分成,687,1.0
分手,691,1.0
分担,287,1.0
分支,692,0.25
分散,690,1.0
分数,495,1.0
分明,693,0.0
分析,458,0.75
分歧,319,1.0
分泌,167,0.0
分离,687,1.0
分类,694,1.0
分红,695,1.0
分组,696,1.0
分裂,687,0.5
分解,697,0.5
分赃,158,0.25
分辨,698,1.0
分配,695,1.0
分量,699,1.0
分钟,10,1.0
切,700,0.25
切割,685,0.5
切实,318,1.0
切断,648,0.5
切身,477,0.75
切除,167,0.75
刊物,270,1.0
刊登,270,1.0
刑法,529,1.0
划,701,1.0
划分,702,0.5
划时代,330,1.0
划算,514,0.75
划船,281,0.25
列,535,0.0
列为,489,1.0
列举,397,0.75
列入,489,1.0
列车,106,0.75
则,54,0.75
刚,703,1.0
刚刚,703,1.0
刚好,703,0.0
刚才,703,0.5
刚毅,252,0.5
创,704,1.0
创业,86,1.0
创伤,456,0.0
创作,92,0.5
创办,528,1.0
创始人,258,1.0
创建,528,1.0
创意,705,1.0
创新,706,0.5
创立,528,1.0
创造,634,1.0
初,79,0.5
初一,235,1.0
初中,85,1.0
初期,234,1.0
初次,707,1.0
初步,708,0.5
初等,237,1.0
初级,238,1.0
初衷,266,0.75
删,563,0.25
删除,661,1.0
判,104,1.0
判决,104,1.0
判处,104,1.0
判定,698,0.75
判断,458,1.0
刨,709,0.75
利,710,1.0
利害,711,1.0
利息,542,1.0
利润,198,1.0
利率,712,0.5
利用,499,1.0
利益,689,1.0
利索,713,0.75
别,134,1.0
别人,375,0.5
别具匠心,406,0.5
别墅,247,1.0
别扭,130,1.0
别的,426,1.0
别致,367,1.0
别说,123,0.0
刮,709,0.75
刮风,121,1.0
到,334,0.5
到位,714,0.25
到处,715,1.0
到头来,313,1.0
到底,161,1.0
到期,542,0.0
到来,248,1.0
到达,184,1.0
制,716,0.75
制作,717,1.0
制品,96,1.0
制定,617,0.75
制度,478,0.75
制成,716,1.0
制服,103,1.0
制止,522,1.0
制约,109,0.75
制裁,508,1.0
制订,617,0.75
制造,717,1.0
刷,718,0.75
刷子,686,0.5
刷新,704,1.0
刷牙,556,0.25
券,541,1.0
刹车,391,1.0
刺,719,0.5
刺激,264,0.0
刺绣,222,0.5
刺耳,66,0.5
刺骨,121,1.0
刻,222,0.25
刻意,189,0.5
刻舟求剑,720,1.0
刻苦,152,0.5
剂,239,1.0
剃,700,0.25
削,685,1.0
削弱,438,1.0
前,291,0.75
前不久,721,1.0
前仰后合,16,0.5
前任,80,1.0
前台,722,0.75
前后,125,0.75
前夕,248,0.25
前天,24,1.0
前头,41,1.0
前年,396,0.5
前往,184,1.0
前所未有,275,1.0
前提,110,0.25
前方,41,1.0
前无古人,275,1.0
前景,723,1.0
前期,234,0.75
前来,184,1.0
前沿,724,1.0
前线,725,0.75
前者,726,1.0
前赴后继,727,0.5
前辈,191,0.25
前边,41,1.0
前进,728,0.75
前途,723,0.5
前面,41,1.0
剑,729,1.0
剔除,661,1.0
剥,730,0.0
剥削,432,0.25
剥夺,206,0.25
剧,92,1.0
剧团,92,0.5
剧场,92,0.5
剧情,92,1.0
剧本,92,1.0
剧烈,731,0.0
剧目,92,0.5
剧组,92,1.0
剧院,92,0.25
剩,732,1.0
剩下,732,1.0
剩余,732,1.0
剪,700,0.25
剪刀,686,0.75
剪子,686,1.0
副,733,1.0
副作用,497,0.5
割,685,1.0
劈,709,0.75
力,734,0.75
力不从心,735,1.0
力争,318,1.0
力度,736,1.0
力所能及,737,1.0
力气,113,0.25
力求,318,1.0
力量,734,0.75
劝,302,1.0
劝告,302,1.0
劝说,302,1.0
劝阻,302,1.0
办,261,1.0
办不到,153,0.75
办事,153,1.0
办事处,738,1.0
办公,739,1.0
办公室,307,1.0
办学,740,0.5
办法,279,1.0
办理,90,0.75
功,741,0.0
功力,379,0.75
功劳,741,0.0
功夫,113,1.0
功底,379,0.75
功效,497,0.5
功率,742,0.0
功能,497,0.5
功臣,741,0.5
功课,105,1.0
加,743,1.0
加上,404,0.5
加以,127,0.75
加入,744,1.0
加剧,438,1.0
加工,96,1.0
加强,438,1.0
加快,438,1.0
加油,745,0.75
加油站,179,1.0
加深,438,1.0
加热,98,1.0
加班,24,0.5
加盟,744,0.75
加紧,318,1.0
加速,438,0.75
加重,438,1.0
务实,171,0.25
务必,143,1.0
劣势,368,1.0
劣质,439,1.0
动,746,1.0
动不动,25,1.0
动人,367,0.5
动作,747,1.0
动力,742,1.0
动向,660,0.5
动听,187,0.75
动员,540,0.0
动工,748,1.0
动弹,735,0.5
动态,749,0.5
动感,367,1.0
动手,117,0.75
动摇,750,1.0
动机,266,1.0
动物,409,1.0
动物园,296,0.25
动用,499,1.0
动画,92,1.0
动画片,92,1.0
动脉,167,0.25
动荡,174,0.25
动身,184,1.0
动静,751,1.0
助威,745,1.0
助手,441,1.0
助理,258,1.0
努力,318,1.0
劫,752,0.25
劫持,392,1.0
励志,734,1.0
劲头,526,1.0
劳务,753,0.75
劳动,377,1.0
劳动力,377,1.0
劳累,754,0.0
势不可当,755,1.0
势力,692,0.0
势头,525,1.0
势必,137,0.75
勇于,756,0.5
勇往直前,727,0.5
勇敢,252,0.5
勇气,526,1.0
勉强,666,1.0
勋章,757,1.0
勒,632,1.0
勘探,758,1.0
募捐,288,1.0
勤劳,152,0.5
勤奋,152,0.5
勤工俭学,85,0.75
勤快,172,1.0
勺,74,0.75
勾,759,1.0
勾画,397,0.5
勾结,432,0.5
勿,134,0.75
包,591,1.0
包含,760,0.75
包围,761,1.0
包子,74,1.0
包容,762,0.5
包扎,763,0.25
包括,290,0.5
包袱,764,1.0
包装,765,0.25
包裹,766,0.5
匆匆,3,1.0
匆忙,3,0.75
化,767,1.0
化妆,768,0.25
化石,769,1.0
化纤,770,1.0
化肥,496,1.0
化解,771,0.75
化身,772,1.0
化险为夷,773,1.0
化验,480,0.5
北,199,1.0
北京,774,1.0
北方,199,1.0
北极,775,1.0
北边,41,1.0
北部,199,1.0
匹,26,1.0
匹配,776,1.0
区,304,1.0
区分,698,1.0
区别,698,1.0
区域,31,0.75
医务,220,0.75
医学,220,1.0
医生,220,1.0
医疗,220,0.75
医药,239,1.0
医院,220,1.0
匿名,777,1.0
十,1,1.0
十分,140,1.0
十字路口,391,1.0
十足,578,0.25
千,68,1.0
千万,68,1.0
千克,363,1.0
千军万马,778,1.0
千变万化,779,1.0
千家万户,780,1.0
千方百计,318,1.0
千钧一发,15,1.0
升,81,1.0
升值,387,0.75
升学,85,1.0
升温,81,1.0
升级,781,0.25
升高,81,1.0
午睡,24,1.0
午餐,74,1.0
午饭,24,1.0
半,10,0.75
半信半疑,130,1.0
半决赛,193,1.0
半场,782,1.0
半夜,24,1.0
半天,10,1.0
半岛,783,0.75
半数,8,1.0
半真半假,16,0.5
半路,61,1.0
半边天,784,1.0
半途而废,785,0.5
华丽,367,1.0
华人,786,1.0
华侨,786,1.0
华裔,786,1.0
华语,232,0.75
协会,443,0.75
协作,20,0.0
协助,787,0.75
协同,20,0.0
协商,327,1.0
协定,788,1.0
协议,788,1.0
协议书,788,1.0
协调,789,1.0
卑鄙,173,1.0
卓越,169,1.0
单,790,0.5
单一,35,0.75
单位,791,1.0
单元,792,1.0
单打,193,0.75
单方面,793,1.0
单独,794,1.0
单纯,465,0.0
单薄,650,1.0
单调,650,1.0
单身,99,1.0
单边,795,0.0
卖,592,0.75
卖弄,796,0.5
南,199,1.0
南北,199,1.0
南方,202,1.0
南极,775,1.0
南瓜,74,1.0
南边,41,1.0
南部,199,1.0
博士,180,0.25
博客,181,0.5
博物馆,797,0.75
博览会,280,1.0
占,383,1.0
占卜,798,1.0
占据,513,1.0
占有,513,1.0
占用,513,0.75
占领,513,1.0
卡,18,1.0
卡子,686,0.0
卡片,18,1.0
卡车,106,0.75
卡通,799,1.0
卤味,74,1.0
卧,421,1.0
卧室,307,1.0
卧铺,106,0.75
卫星,390,1.0
卫生,356,0.0
卫生间,307,1.0
卫视,800,1.0
印,801,1.0
印刷,765,1.0
印刷术,802,1.0
印章,18,0.75
印证,803,1.0
印象,477,0.75
危及,455,1.0
危害,455,1.0
危急,804,1.0
危机,174,0.5
危险,649,0.5
即,805,1.0
即使,42,0.0
即便,42,0.0
即可,417,1.0
即将,248,0.0
却,54,0.75
却是,54,0.75
卵,806,0.0
卷,644,1.0
卷入,807,1.0
卷子,495,1.0
卸,808,0.5
厂,431,1.0
厂商,431,1.0
厂家,431,1.0
厂长,258,1.0
厄运,148,0.25
厅,809,1.0
历史,704,0.75
历届,21,0.0
历时,253,1.0
历来,21,0.75
历程,810,1.0
历经,810,0.5
厉害,23,1.0
压,91,0.75
压倒,518,0.75
压制,91,1.0
压力,91,1.0
压抑,130,1.0
压缩,811,0.0
压迫,432,0.25
厌倦,130,0.75
厌烦,130,1.0
厕所,307,1.0
厘米,363,1.0
厚,812,0.25
厚度,481,1.0
厚道,252,0.75
原,291,0.75
原先,291,1.0
原则,663,0.25
原创,813,0.5
原告,104,1.0
原因,814,1.0
原地,815,1.0
原型,816,1.0
原始,817,1.0
原料,96,1.0
原有,291,0.75
原本,291,0.75
原材料,96,1.0
原来,291,1.0
原汁原味,818,0.75
原理,619,0.5
原装,819,1.0
原谅,762,0.5
厨师,342,0.75
厨房,307,1.0
去,82,1.0
去世,820,0.5
去向,660,0.5
去处,821,1.0
去年,396,1.0
去掉,661,1.0
去除,661,1.0
县,304,1.0
参与,744,1.0
参军,822,1.0
参加,744,1.0
参展,797,0.5
参照,504,1.0
参考,504,0.0
参见,823,1.0
参观,341,1.0
参谋,494,1.0
参赛,193,1.0
又,54,0.75
叉,759,1.0
叉子,686,0.75
及,418,1.0
及其,418,1.0
及早,3,0.0
及时,3,0.0
及格,495,1.0
友人,352,0.25
友善,252,0.75
友好,824,0.0
友情,349,1.0
友谊,349,0.25
双,825,1.0
双向,826,1.0
双手,208,1.0
双打,193,0.75
双方,827,1.0
双胞胎,828,1.0
双赢,337,1.0
双边,795,0.25
双重,825,1.0
反,829,0.75
反倒,123,1.0
反击,782,0.0
反响,830,0.75
反复,13,0.0
反对,524,0.25
反差,551,1.0
反常,831,1.0
反应,832,0.25
反弹,81,1.0
反思,833,1.0
反感,130,1.0
反抗,432,0.5
反映,803,1.0
反正,123,0.25
反省,833,0.75
反而,123,1.0
反过来,40,0.75
反问,16,0.75
反面,512,1.0
反馈,832,0.5
反驳,796,1.0
发,834,1.0
发作,167,1.0
发光,366,0.25
发出,490,0.25
发动,835,0.0
发型,103,1.0
发射,390,1.0
发展,630,0.75
发布,617,0.5
发布会,280,1.0
发怒,130,1.0
发愁,56,1.0
发愣,16,0.5
发愤图强,152,0.75
发扬,449,1.0
发扬光大,449,1.0
发抖,16,0.5
发挥,836,1.0
发掘,837,1.0
发放,838,1.0
发明,802,1.0
发泄,546,1.0
发源地,641,0.5
发火,839,0.75
发炎,167,1.0
发烧,167,0.75
发热,167,0.75
发现,840,1.0
发生,362,0.25
发电,841,1.0
发电机,841,0.5
发病,167,1.0
发票,18,0.75
发育,842,0.5
发脾气,16,0.5
发行,541,1.0
发表,843,0.75
发觉,840,1.0
发言,843,1.0
发言人,844,0.5
发誓,302,0.75
发财,555,0.5
发起,261,0.25
发起人,845,1.0
发达,629,0.75
发送,453,0.75
发酵,311,0.25
叔叔,29,1.0
取,730,0.5
取代,412,1.0
取决于,65,0.5
取得,846,1.0
取暖,503,0.75
取款,18,1.0
取款机,18,1.0
取消,233,1.0
取笑,796,1.0
取经,164,1.0
取缔,847,1.0
取而代之,412,1.0
取胜,679,1.0
受,848,1.0
受不了,23,1.0
受伤,212,0.75
受到,848,1.0
受害,849,0.5
受害人,849,1.0
受惊,850,1.0
受灾,851,1.0
受理,90,1.0
受益,364,0.75
受苦,425,0.25
受贿,158,0.75
受过,848,1.0
受骗,849,0.5
变,489,0.0
变为,489,1.0
变动,852,1.0
变化,852,0.75
变幻莫测,779,1.0
变异,853,0.75
变形,854,1.0
变成,489,1.0
变换,412,0.0
变更,852,0.5
变质,854,0.25
变迁,852,0.5
变革,852,0.5
叙述,397,1.0
叛逆,172,0.75
叠,855,0.75
口,839,1.0
口令,856,1.0
口号,857,0.0
口吃,839,0.5
口味,74,1.0
口哨,66,0.25
口头,308,1.0
口子,858,0.5
口径,859,1.0
口感,74,1.0
口才,379,0.75
口气,55,0.5
口水,860,1.0
口碑,388,1.0
口罩,103,1.0
口腔,220,0.5
口袋,591,0.5
口试,495,1.0
口语,232,1.0
口音,232,1.0
口香糖,74,1.0
古,452,1.0
古人,19,0.75
古今中外,861,1.0
古代,452,1.0
古典,452,1.0
古怪,136,0.75
古朴,367,1.0
古老,452,1.0
古董,797,1.0
古迹,862,0.5
句,19,0.75
句子,19,0.0
另,863,1.0
另一方面,59,1.0
另外,59,1.0
只,394,0.75
只不过,123,0.25
只好,149,0.75
只得,149,0.75
只是,394,0.5
只有,394,0.75
只管,394,0.0
只能,394,0.0
只要,42,0.0
只见,44,0.0
只顾,22,0.75
叫,411,0.75
叫作,489,1.0
叫好,745,0.75
叫板,492,0.5
召开,280,1.0
召集,540,0.0
叮嘱,302,1.0
可,417,1.0
可不是,54,0.25
可乐,74,1.0
可乘之机,300,1.0
可以,417,1.0
可信,527,0.75
可口,74,1.0
可怕,136,0.5
可怜,132,0.25
可恶,173,0.75
可悲,130,0.25
可惜,59,0.25
可想而知,864,1.0
可是,59,0.25
可歌可泣,445,0.75
可爱,172,1.0
可疑,865,1.0
可笑,136,0.25
可耻,173,0.75
可能,137,0.25
可行,866,0.75
可见,672,0.0
可观,867,1.0
可谓,868,0.0
可贵,544,0.5
可靠,240,0.25
台,869,1.0
台上,41,1.0
台灯,307,1.0
台球,281,1.0
台阶,870,1.0
台风,851,1.0
史无前例,275,1.0
右,871,1.0
右边,41,1.0
叶子,872,1.0
号,873,1.0
号召,540,0.25
号码,874,1.0
号称,265,0.0
司令,494,1.0
司机,106,1.0
司法,104,1.0
司空见惯,875,0.75
司长,258,1.0
叹气,130,1.0
叼,709,1.0
吃,74,1.0
吃不上,425,0.0
吃亏,335,0.5
吃力,735,1.0
吃喝玩乐,876,0.75
吃惊,130,1.0
吃苦,152,0.25
吃饭,24,0.25
各,877,0.75
各个,877,0.75
各位,375,0.5
各地,877,1.0
各奔前程,683,0.25
各式各样,14,1.0
各种,14,1.0
各自,877,0.5
合,878,1.0
合乎,866,0.5
合伙,879,0.75
合作,788,1.0
合作社,651,0.5
合同,788,1.0
合唱,187,1.0
合并,880,1.0
合影,881,0.75
合情合理,866,0.5
合成,697,0.75
合格,882,1.0
合法,883,1.0
合理,866,0.75
合约,260,1.0
合计,12,1.0
合资,682,0.75
合适,866,1.0
吉他,187,1.0
吉利,884,1.0
吉普,106,0.75
吉祥,799,0.0
吉祥物,799,1.0
吊,885,1.0
吊销,508,1.0
同,170,1.0
同一,863,1.0
同事,29,1.0
同人,886,1.0
同伙,392,0.5
同伴,29,1.0
同学,29,1.0
同年,396,0.25
同志,38,1.0
同情,130,0.75
同意,524,0.5
同感,477,0.75
同时,59,0.75
同期,396,0.25
同样,45,0.25
同步,887,1.0
同盟,623,1.0
同等,45,0.25
同类,888,1.0
同胞,786,1.0
同舟共济,20,0.0
同行,888,1.0
名,467,1.0
名义,889,1.0
名人,562,1.0
名利,890,0.75
名副其实,277,1.0
名单,597,1.0
名声,388,1.0
名字,411,1.0
名气,388,1.0
名片,891,1.0
名称,411,1.0
名胜,862,1.0
名著,186,1.0
名言,19,1.0
名誉,388,1.0
名贵,544,0.5
名额,597,0.75
后,125,1.0
后人,191,1.0
后代,191,1.0
后勤,494,1.0
后台,722,1.0
后备,564,1.0
后备箱,591,0.25
后天,381,0.0
后头,41,1.0
后年,396,0.25
后悔,130,1.0
后期,234,0.75
后来,125,1.0
后果,456,0.5
后盾,892,1.0
后续,125,1.0
后者,726,1.0
后裔,191,1.0
后边,41,1.0
后退,893,0.75
后遗症,456,0.5
后面,41,1.0
后顾之忧,159,0.5
吐,570,0.75
向,728,1.0
向上,91,0.5
向前,728,1.0
向导,894,0.5
向往,100,0.75
向来,21,0.75
向着,728,1.0
吓,570,0.25
吓人,136,0.75
吓唬,432,0.25
吗,161,1.0
君子,568,1.0
吞,895,1.0
否决,524,0.5
否则,137,0.5
否定,796,0.5
否认,416,1.0
吧,142,1.0
吨,363,1.0
吩咐,302,1.0
含,760,1.0
含义,641,0.5
含有,760,0.75
含糊,465,1.0
含蓄,367,0.5
含量,376,1.0
听,896,0.5
听从,897,1.0
听众,898,1.0
听写,306,0.5
听到,840,0.75
听力,495,1.0
听取,341,1.0
听见,840,0.75
听讲,105,1.0
听话,172,1.0
听说,840,1.0
启事,899,1.0
启动,900,0.75
启发,539,1.0
启示,539,1.0
启蒙,433,0.25
启迪,539,1.0
吵,16,0.5
吵嘴,16,0.5
吵架,16,0.5
吸,901,1.0
吸取,539,0.75
吸引,902,1.0
吸收,903,1.0
吸毒,118,1.0
吸烟,118,1.0
吸管,686,0.0
吸纳,903,0.25
吹,904,0.5
吹捧,796,1.0
吹牛,89,0.25
吻,719,1.0
吻合,58,0.25
吼,16,0.25
呀,142,1.0
呆,201,0.25
呈现,97,0.75
告,278,1.0
告别,714,0.25
告状,278,0.0
告知,302,1.0
告示,899,1.0
告诉,302,1.0
告诫,302,1.0
告辞,16,0.0
呐喊,745,1.0
呕吐,167,0.75
员,905,0.75
员工,378,1.0
呛,570,0.75
呜咽,16,0.5
呢,161,1.0
周,79,0.75
周到,406,0.75
周围,41,1.0
周密,406,1.0
周年,906,0.5
周旋,492,0.75
周期,907,1.0
周末,235,1.0
周边,31,1.0
味儿,908,0.25
味精,74,1.0
味道,74,0.75
呵护,463,1.0
呼吁,302,1.0
呼吸,909,1.0
呼唤,910,1.0
呼声,910,1.0
呼应,911,0.25
呼救,804,1.0
呼风唤雨,912,1.0
命,913,1.0
命令,856,1.0
命名,411,1.0
命运,148,0.25
命题,495,1.0
和,418,0.75
和尚,486,0.5
和平,824,0.5
和平共处,824,0.75
和气,252,0.25
和睦,824,0.5
和蔼,252,0.75
和解,824,0.5
和谐,824,0.5
咖啡,74,1.0
咧嘴,16,0.5
咨询,914,1.0
咬,709,1.0
咱,142,1.0
咱们,142,1.0
咳,570,0.75
咳嗽,167,0.75
咸,915,0.5
咽,570,0.25
咽喉,916,1.0
哀求,302,1.0
品,917,1.0
品位,918,1.0
品尝,74,1.0
品德,379,1.0
品牌,919,0.5
品种,360,0.75
品行,379,1.0
品质,379,0.75
哄,920,1.0
哄堂大笑,16,0.5
哆嗦,16,0.5
哇,142,1.0
哈哈,142,1.0
响,66,0.5
响亮,66,0.5
响声,66,0.5
响应,921,0.0
响起,66,0.5
哎,142,1.0
哎呀,142,1.0
哑,922,1.0
哗变,392,0.25
哗然,830,1.0
哥,29,1.0
哥哥,29,1.0
哦,142,1.0
哪,161,1.0
哪些,161,1.0
哪儿,161,1.0
哪怕,123,0.25
哪里,161,1.0
哭,16,0.75
哭泣,130,1.0
哭笑不得,130,1.0
哲学,433,0.25
哺育,634,0.5
哼,142,0.75
唉,142,1.0
唠叨,16,0.5
唤起,902,1.0
售价,422,0.5
售票,386,1.0
售货员,179,0.75
唯,923,1.0
唯一,289,1.0
唯独,923,0.0
唱,187,1.0
唱歌,187,1.0
唱片,187,1.0
唾液,167,0.25
啃,709,1.0
商业,739,1.0
商人,178,0.25
商务,739,1.0
商品,919,1.0
商场,179,1.0
商城,179,1.0
商店,179,1.0
商标,177,1.0
商讨,327,0.25
商贩,301,1.0
商贾,754,0.5
商量,327,0.25
啊,142,1.0
啤酒,74,1.0
啦,142,1.0
啦啦队,745,0.25
喂,142,0.5
喂养,633,0.0
善,924,1.0
善于,756,0.75
善意,252,1.0
善良,252,0.5
喇叭,66,0.75
喉咙,208,1.0
喊,16,0.25
喘,570,0.75
喘息,909,0.5
喜事,321,1.0
喜出望外,675,1.0
喜剧,92,1.0
喜好,188,0.75
喜庆,235,1.0
喜怒哀乐,810,0.75
喜悦,130,1.0
喜欢,100,0.5
喜洋洋,925,1.0
喜爱,100,0.25
喜糖,226,1.0
喜酒,516,0.5
喝,74,1.0
喝彩,745,0.75
喧哗,754,1.0
喧闹,754,1.0
喷,926,1.0
喷泉,296,0.5
嗅觉,927,1.0
嗓子,208,1.0
嗜好,188,0.75
嘉宾,898,0.0
嘉年华,928,1.0
嘛,142,1.0
嘱咐,302,1.0
嘲弄,796,1.0
嘲笑,796,1.0
嘴,208,1.0
嘴唇,208,1.0
嘴巴,208,1.0
嘿,142,1.0
器官,167,0.0
器材,929,1.0
器械,929,0.75
噪声,930,0.75
噪音,930,0.5
嚷,16,1.0
嚼,74,1.0
囚犯,931,1.0
四,1,1.0
四合院,247,0.5
四周,31,0.75
四处,715,1.0
四季,652,1.0
四面八方,932,1.0
回,200,0.0
回信,515,1.0
回到,184,1.0
回升,81,1.0
回去,82,1.0
回味,933,1.0
回国,184,1.0
回复,832,1.0
回头,473,0.75
回家,82,0.75
回应,832,1.0
回归,934,1.0
回忆,933,1.0
回忆录,186,0.75
回想,933,1.0
回扣,158,0.75
回报,935,1.0
回收,645,1.0
回来,82,1.0
回答,832,1.0
回落,81,1.0
回避,936,1.0
回顾,937,0.5
回馈,935,1.0
回首,933,0.75
因,404,0.0
因为,59,0.25
因人而异,46,1.0
因此,59,1.0
因素,572,1.0
因而,404,0.75
团,60,0.75
团伙,158,0.75
团体,938,1.0
团员,60,0.75
团圆,235,1.0
团结,824,0.0
团聚,928,0.5
团长,258,1.0
团队,939,1.0
园,296,0.5
园地,940,0.75
园林,531,1.0
困,570,0.75
困境,941,0.75
困惑,130,1.0
困扰,159,0.0
困难,941,1.0
围,761,1.0
围墙,307,1.0
围巾,103,1.0
围绕,182,1.0
固定,942,1.0
固执,173,0.75
固然,123,1.0
国,943,1.0
国产,944,1.0
国会,537,1.0
国内,224,1.0
国土,753,0.75
国外,224,1.0
国学,433,0.25
国宝,797,1.0
国家,945,1.0
国庆,235,1.0
国徽,857,1.0
国情,946,1.0
国旗,857,1.0
国有,214,1.0
国歌,187,1.0
国民,305,0.25
国王,608,1.0
国画,222,1.0
国籍,680,0.25
国防,494,1.0
国际,192,0.75
图,947,1.0
图书,270,0.25
图书馆,307,0.5
图像,948,1.0
图形,75,1.0
图案,222,0.5
图片,947,1.0
图画,222,1.0
图纸,949,0.5
图表,947,1.0
圆,671,1.0
圆形,671,1.0
圆满,950,1.0
圆珠笔,951,1.0
圈,952,1.0
圈套,953,0.75
圈子,952,1.0
土,954,0.0
土匪,752,0.75
土地,753,0.75
土壤,496,1.0
土生土长,680,1.0
土豆,74,1.0
圣诞节,235,1.0
圣贤,568,0.25
在,334,1.0
在乎,138,1.0
在于,955,0.75
在内,418,0.5
在场,956,0.5
在家,82,0.5
在意,138,1.0
在线,957,1.0
在职,85,0.25
地,958,1.0
地上,41,0.5
地下,557,0.25
地下室,307,1.0
地下水,959,0.75
地位,388,1.0
地区,199,0.75
地名,411,1.0
地图,949,1.0
地址,476,0.75
地域,960,0.0
地带,353,1.0
地形,195,0.25
地方,877,1.0
地板,307,1.0
地步,961,0.5
地段,31,0.75
地毯,103,1.0
地点,476,1.0
地狱,408,1.0
地球,390,0.75
地理,960,0.0
地质,758,1.0
地道,818,0.75
地铁,106,0.75
地铁站,296,0.0
地震,851,1.0
地面,101,0.5
场,962,1.0
场合,611,1.0
场地,482,1.0
场所,611,1.0
场景,961,0.5
场面,961,0.5
场馆,482,1.0
均匀,963,0.0
均衡,963,1.0
坏,534,0.0
坏事,321,1.0
坏人,173,0.0
坏处,368,1.0
坐,421,0.75
坐下,16,0.5
坐落,964,1.0
坑,965,1.0
块,966,1.0
坚信,416,1.0
坚决,210,0.0
坚固,240,1.0
坚守,967,0.0
坚定,526,0.75
坚实,240,1.0
坚强,526,0.75
坚持,968,0.0
坚持不懈,152,0.0
坚硬,242,0.25
坚韧,252,0.5
坛,969,1.0
坝,344,0.75
坟,616,1.0
坟墓,616,1.0
坠,115,0.5
坡,195,0.75
坦克,970,1.0
坦然,402,1.0
坦率,252,0.75
坦白,347,1.0
坦诚,252,0.75
垂,421,0.75
垂头丧气,130,1.0
垃圾,645,1.0
垄断,513,0.0
型,223,1.0
型号,360,1.0
垫,764,0.75
垫子,307,0.75
垫底,535,1.0
