token,community,best_cluster_match_fraction
再次,13,1.0
再现,94,0.75
再生,625,1.0
再见,626,0.0
再说,131,1.0
冒,627,1.0
冒充,85,0.5
冒昧,285,1.0
冒犯,444,0.25
冒险,627,0.75
冗长,31,1.0
写,181,0.25
写作,479,0.25
写字台,308,1.0
写字楼,249,1.0
写照,628,0.0
军事,612,1.0
军人,612,1.0
军官,612,1.0
军舰,539,1.0
军队,612,1.0
农业,480,0.75
农产品,480,0.5
农作物,480,0.75
农历,237,1.0
农场,306,0.0
农村,307,0.25
农民,382,0.0
农民工,96,0.25
冠军,191,1.0
冤,390,1.0
冤枉,128,1.0
冬天,237,0.25
冬季,237,0.25
冰,629,0.75
冰山,629,1.0
冰棍儿,69,1.0
冰箱,630,1.0
冰雪,629,0.75
冲,631,0.5
冲击,631,0.0
冲刺,631,0.5
冲动,452,1.0
冲撞,631,0.0
冲洗,632,0.5
冲浪,281,0.5
冲突,320,1.0
决不,119,1.0
决定,109,0.5
决心,507,1.0
决策,279,0.0
决议,633,0.0
决赛,191,1.0
况且,132,0.75
冷,118,1.0
冷冻,634,0.5
冷战,635,0.25
冷气,118,0.5
冷水,634,0.5
冷淡,158,0.0
冷漠,189,0.5
冷笑,128,0.75
冷落,158,0.0
冷酷,189,0.5
冷酷无情,139,0.75
冷门,636,1.0
冷静,189,0.75
冻,634,1.0
冻结,637,1.0
净,638,1.0
净化,632,0.5
凄凉,128,1.0
准,639,1.0
准则,515,1.0
准备,640,0.75
准时,22,1.0
准确,641,0.25
准许,214,1.0
凉,118,0.75
凉快,118,1.0
凉水,634,0.75
凉爽,118,1.0
凉鞋,100,1.0
凌晨,22,1.0
减,639,0.0
减免,349,1.0
减压,642,1.0
减少,425,0.5
减弱,425,0.5
减肥,497,1.0
减轻,425,0.5
减速,523,1.0
凑,643,1.0
凑合,643,0.25
凑巧,644,0.25
凝固,634,0.0
凝聚,645,1.0
几,1,1.0
几乎,2,1.0
几率,646,1.0
凡,647,1.0
凡是,162,0.5
凤凰,648,1.0
凭,408,1.0
凭借,408,1.0
凭着,408,1.0
凭证,16,0.25
凯歌,649,1.0
凳子,308,0.75
凶,172,0.5
凶恶,139,0.75
凶手,387,1.0
凶残,139,0.75
凶狠,189,0.5
凶猛,650,0.25
凸,562,0.5
凸显,94,1.0
凹,412,0.5
出,313,1.0
出丑,651,0.75
出事,148,0.25
出于,332,1.0
出人意料,652,1.0
出任,75,1.0
出众,426,1.0
出入,653,1.0
出具,309,0.75
出动,654,0.75
出卖,150,0.75
出厂,655,0.5
出去,77,1.0
出发,184,1.0
出发点,264,0.75
出口,656,1.0
出口成章,398,0.75
出台,657,0.5
出名,274,1.0
出售,310,0.5
出国,577,0.0
出土,595,1.0
出场,576,1.0
出境,577,1.0
出头,658,1.0
出局,659,0.0
出山,107,1.0
出差,493,0.5
出席,280,1.0
出息,660,0.0
出手,113,1.0
出来,77,1.0
出毛病,661,1.0
出汗,95,0.5
出洋相,651,0.75
出游,420,0.5
出演,88,1.0
出版,181,0.25
出版社,482,0.5
出现,94,0.5
出生,662,1.0
出示,309,0.75
出租,249,1.0
出租车,329,1.0
出自,332,1.0
出色,426,1.0
出血,223,0.25
出行,420,0.5
出访,432,1.0
出资,288,1.0
出走,165,1.0
出路,538,0.25
出身,662,1.0
出道,542,0.75
出门,90,0.75
出院,223,1.0
出难题,651,0.75
出面,663,1.0
出风头,651,0.75
函授,81,0.75
凿,664,0.75
刀,664,0.0
刁难,158,1.0
分,665,1.0
分为,251,1.0
分享,299,0.75
分别,12,1.0
分割,666,1.0
分化,76,0.75
分外,140,1.0
分寸,667,0.25
分工,668,0.0
分布,668,1.0
分开,666,1.0
分成,665,0.25
分手,669,0.75
分担,287,1.0
分支,670,0.5
分散,668,1.0
分数,479,1.0
分明,48,1.0
分析,671,1.0
分歧,320,1.0
分泌,372,0.75
分离,666,1.0
分类,672,1.0
分红,673,1.0
分组,674,1.0
分裂,177,1.0
分解,675,1.0
分赃,477,0.5
分辨,676,1.0
分配,668,0.75
分量,677,1.0
分钟,678,1.0
切,664,1.0
切割,664,0.5
切实,319,1.0
切断,235,0.25
切身,367,0.75
切除,372,0.75
刊物,181,0.75
刊登,181,0.75
刑法,515,0.25
划,679,1.0
划分,680,0.5
划时代,273,1.0
划算,491,0.25
划船,281,0.5
列,489,0.5
列为,251,1.0
列举,275,1.0
列入,251,1.0
列车,102,1.0
则,120,1.0
刚,681,0.75
刚刚,681,1.0
刚好,644,0.5
刚才,37,0.75
刚毅,189,1.0
创,682,0.5
创业,82,0.75
创伤,446,0.25
创作,185,1.0
创办,276,1.0
创始人,256,0.0
创建,276,0.75
创意,683,1.0
创新,684,1.0
创立,276,1.0
创造,685,0.75
初,74,0.75
初一,237,1.0
初中,81,1.0
初期,236,1.0
初次,686,1.0
初步,687,0.75
初等,239,0.75
初级,239,1.0
初衷,264,0.75
删,688,0.25
删除,689,1.0
判,101,1.0
判决,101,1.0
判处,101,0.5
判定,676,0.75
判断,449,1.0
刨,664,0.25
利,690,1.0
利害,691,1.0
利息,349,0.25
利润,198,1.0
利率,692,1.0
利用,483,1.0
利益,583,0.25
利索,693,0.25
别,119,0.5
别人,26,1.0
别具匠心,694,0.5
别墅,249,1.0
别扭,128,1.0
别的,456,0.25
别致,243,1.0
别说,132,0.75
刮,572,1.0
刮风,118,1.0
到,392,0.5
到位,695,1.0
到处,696,1.0
到头来,697,0.5
到底,159,1.0
到期,509,1.0
到来,698,1.0
到达,184,1.0
制,699,1.0
制作,700,0.0
制品,700,0.0
制定,657,0.5
制度,515,0.25
制成,700,0.0
制服,100,0.75
制止,567,0.25
制约,701,0.75
制裁,211,1.0
制订,657,0.5
制造,700,0.75
刷,688,0.75
刷子,100,0.5
刷新,702,1.0
刷牙,90,1.0
券,527,1.0
刹车,523,1.0
刺,703,0.5
刺激,704,1.0
刺绣,224,0.75
刺耳,60,1.0
刺骨,118,1.0
刻,705,0.0
刻意,532,0.75
刻舟求剑,706,1.0
刻苦,151,1.0
剂,240,0.75
剃,664,0.75
削,664,1.0
削弱,425,0.5
前,707,1.0
前不久,74,0.25
前仰后合,10,0.75
前任,75,1.0
前台,708,0.75
前后,122,0.5
前夕,74,1.0
前天,22,0.75
前头,37,1.0
前年,74,0.5
前往,184,1.0
前所未有,586,0.5
前提,106,1.0
前方,37,1.0
前无古人,273,1.0
前景,709,1.0
前期,236,0.75
前来,184,1.0
前沿,559,0.75
前线,710,0.75
前者,711,1.0
前赴后继,151,0.75
前辈,550,0.75
前边,37,1.0
前进,712,0.0
前途,709,0.5
前面,37,1.0
剑,713,0.5
剔除,689,1.0
剥,664,1.0
剥削,177,1.0
剥夺,444,0.25
剧,88,1.0
剧团,185,1.0
剧场,185,0.25
剧情,88,1.0
剧本,88,1.0
剧烈,215,0.25
剧目,185,1.0
剧组,88,1.0
剧院,185,0.25
剩,714,1.0
剩下,714,1.0
剩余,714,1.0
剪,664,1.0
剪刀,664,0.0
剪子,664,0.0
副,715,1.0
副作用,240,0.0
割,664,1.0
劈,572,1.0
力,716,0.75
力不从心,7,0.5
力争,319,1.0
力度,717,0.75
力所能及,718,1.0
力气,507,0.25
力求,319,1.0
力量,716,0.5
劝,108,1.0
劝告,108,1.0
劝说,108,1.0
劝阻,108,1.0
办,719,0.0
办不到,146,0.25
办事,719,1.0
办事处,720,1.0
办公,721,0.75
办公室,308,0.75
办学,722,0.0
办法,538,1.0
办理,86,1.0
功,723,0.75
功力,33,1.0
功劳,723,0.75
功夫,110,0.25
功底,33,1.0
功效,497,0.5
功率,469,0.25
功能,466,0.0
功臣,723,1.0
功课,479,0.0
加,724,1.0
加上,725,1.0
加以,124,1.0
加入,726,0.75
加剧,425,0.5
加工,700,1.0
加强,425,1.0
加快,425,1.0
加油,727,1.0
加油站,178,1.0
加深,425,0.5
加热,634,0.5
加班,90,0.25
加盟,165,0.5
加紧,319,0.75
加速,425,0.75
加重,425,0.5
务实,171,0.75
务必,143,1.0
劣势,424,0.5
劣质,728,0.75
动,729,1.0
动不动,153,1.0
动人,243,1.0
动作,277,1.0
动力,730,0.5
动向,731,0.25
动听,243,1.0
动员,654,1.0
动工,732,1.0
动弹,208,0.75
动态,733,0.5
动感,243,1.0
动手,113,1.0
动摇,734,0.5
动机,264,0.75
动物,402,1.0
动物园,296,0.25
动用,483,1.0
动画,88,1.0
动画片,88,1.0
动脉,372,1.0
动荡,735,0.0
动身,184,1.0
动静,729,1.0
助威,442,1.0
助手,736,1.0
助理,256,1.0
努力,319,0.5
劫,390,0.5
劫持,387,1.0
励志,737,1.0
劲头,507,1.0
劳务,738,0.25
劳动,382,0.25
劳动力,373,0.25
劳累,95,0.0
势不可当,649,0.75
势力,177,1.0
势头,731,0.75
势必,143,0.0
勇于,260,1.0
勇往直前,151,0.75
勇敢,189,1.0
勇气,507,1.0
勉强,643,0.5
勋章,739,1.0
勒,617,0.0
勘探,342,1.0
募捐,288,1.0
勤劳,189,0.75
勤奋,189,0.75
勤工俭学,722,0.5
勤快,189,1.0
勺,69,1.0
勾,740,1.0
勾画,275,0.75
勾结,177,0.75
勿,741,1.0
包,742,1.0
包含,743,0.25
包围,495,0.75
包子,69,1.0
包容,366,0.0
包扎,744,0.5
包括,743,0.25
包袱,745,0.75
包装,742,0.25
包裹,742,0.75
匆匆,3,1.0
匆忙,3,1.0
化,746,1.0
化妆,747,0.5
化石,748,0.5
化纤,204,1.0
化肥,480,0.75
化解,567,0.75
化身,300,0.75
化险为夷,749,1.0
化验,410,1.0
北,199,1.0
北京,750,1.0
北方,199,1.0
北极,629,1.0
北边,37,1.0
北部,199,1.0
匹,24,1.0
匹配,751,0.75
区,752,1.0
区分,676,1.0
区别,40,0.0
区域,28,1.0
医务,382,0.25
医学,223,0.75
医生,223,1.0
医疗,223,0.75
医药,753,0.75
医院,223,1.0
匿名,754,1.0
十,1,1.0
十分,140,1.0
十字路口,386,1.0
十足,755,0.75
千,64,1.0
千万,64,0.75
千克,358,1.0
千军万马,756,1.0
千变万化,340,0.75
千家万户,757,1.0
千方百计,319,0.75
千钧一发,14,0.5
升,76,1.0
升值,76,0.75
升学,81,0.75
升温,76,1.0
升级,758,1.0
升高,76,0.75
午睡,90,0.75
午餐,69,1.0
午饭,90,0.25
半,15,1.0
半信半疑,128,1.0
半决赛,191,1.0
半场,759,1.0
半夜,22,1.0
半天,678,1.0
半岛,760,1.0
半数,52,0.25
半真半假,532,0.0
半路,54,0.5
半边天,15,0.5
半途而废,661,0.5
华丽,243,1.0
华人,761,1.0
华侨,761,1.0
华裔,761,1.0
华语,88,0.5
协会,517,1.0
协作,171,0.5
协助,663,1.0
协同,337,0.75
协商,336,1.0
协定,762,0.75
协议,762,1.0
协议书,762,1.0
协调,763,1.0
卑鄙,139,0.75
卓越,426,1.0
单,764,1.0
单一,31,0.5
单位,765,1.0
单元,766,1.0
单打,191,1.0
单方面,767,0.5
单独,768,1.0
单纯,268,0.25
单薄,31,1.0
单调,31,1.0
单身,261,0.25
单边,769,1.0
卖,205,0.0
卖弄,573,0.25
南,199,1.0
南北,199,1.0
南方,199,1.0
南极,629,1.0
南瓜,69,1.0
南边,37,1.0
南部,199,1.0
博士,179,1.0
博客,770,1.0
博物馆,771,0.75
博览会,280,1.0
占,380,1.0
占卜,589,1.0
占据,262,1.0
占有,262,1.0
占用,483,1.0
占领,262,1.0
卡,16,0.75
卡子,744,0.25
卡片,16,0.25
卡车,329,1.0
卡通,772,0.75
卤味,69,1.0
卧,412,0.25
卧室,308,1.0
卧铺,102,1.0
卫星,773,1.0
卫生,632,0.0
卫生间,308,1.0
卫视,266,1.0
印,705,1.0
印刷,700,0.0
印刷术,548,0.25
印章,16,0.25
印证,774,1.0
印象,775,0.75
危及,444,1.0
危害,444,1.0
危急,443,1.0
危机,320,0.25
危险,213,0.75
即,776,1.0
即使,132,1.0
即便,132,1.0
即可,777,1.0
即将,681,1.0
却,120,0.75
却是,120,0.75
卵,778,1.0
卷,779,1.0
卷入,780,0.0
卷子,479,1.0
卸,205,0.0
厂,655,1.0
厂商,655,0.25
厂家,655,0.25
厂长,256,1.0
厄运,111,0.25
厅,781,1.0
历史,782,1.0
历届,782,1.0
历时,252,1.0
历来,19,1.0
历程,783,1.0
历经,783,0.75
厉害,172,0.0
压,784,0.25
压倒,785,0.75
压制,701,0.75
压力,87,0.75
压抑,128,1.0
压缩,786,0.25
压迫,177,1.0
厌倦,611,1.0
厌烦,128,1.0
厕所,308,1.0
厘米,469,0.25
厚,469,0.25
厚度,469,0.75
厚道,189,1.0
原,787,1.0
原先,91,1.0
原则,263,0.0
原创,683,0.0
原告,101,1.0
原因,788,0.75
原地,789,0.75
原型,616,1.0
原始,790,0.5
原料,700,0.0
原有,440,1.0
原本,91,1.0
原材料,700,0.0
原来,91,1.0
原汁原味,791,1.0
原理,597,0.5
原装,792,0.5
原谅,734,0.5
厨师,683,0.0
厨房,308,1.0
去,184,1.0
去世,148,0.0
去向,793,0.25
去处,793,0.0
去年,74,0.5
去掉,689,1.0
去除,567,0.25
县,752,1.0
参与,726,1.0
参军,794,1.0
参加,726,1.0
参展,361,0.75
参照,488,1.0
参考,795,1.0
参见,796,1.0
参观,432,1.0
参谋,612,1.0
参赛,191,1.0
又,120,1.0
叉,740,0.75
叉子,208,0.25
及,409,1.0
及其,409,1.0
及早,319,1.0
及时,797,0.5
及格,798,0.5
友人,429,0.75
友善,189,1.0
友好,336,0.0
友情,364,1.0
友谊,364,0.5
双,799,1.0
双向,800,1.0
双手,208,1.0
双打,191,1.0
双方,336,0.25
双胞胎,801,1.0
双赢,337,0.5
双边,336,0.5
双重,799,1.0
反,802,1.0
反倒,120,0.75
反击,478,0.75
反响,803,0.25
反复,13,0.5
反对,599,0.25
反差,534,1.0
反常,804,0.75
反应,803,1.0
反弹,76,1.0
反思,271,0.25
反感,128,1.0
反抗,177,1.0
反映,774,0.5
反正,132,1.0
反省,271,0.5
反而,120,0.75
反过来,805,1.0
反问,10,0.25
反面,61,1.0
反馈,803,0.5
反驳,599,1.0
发,806,1.0
发作,95,0.75
发光,360,1.0
发出,806,0.25
发动,654,1.0
发型,100,0.75
发射,773,0.75
发展,807,0.0
发布,594,0.25
发布会,280,1.0
发怒,128,1.0
发愁,447,1.0
发愣,128,0.75
发愤图强,151,0.5
发扬,526,1.0
发扬光大,807,0.0
发抖,128,0.75
发挥,481,0.75
发掘,808,0.75
发放,806,0.75
发明,809,0.25
发泄,452,1.0
发源地,810,0.5
发火,811,0.75
发炎,95,0.75
发烧,95,1.0
发热,95,1.0
发现,812,0.75
发生,813,0.0
发电,487,0.5
发电机,540,0.5
发病,223,0.5
发票,16,0.25
发育,748,0.0
发脾气,128,0.0
发行,527,1.0
发表,181,0.0
发觉,812,0.75
发言,186,1.0
发言人,256,1.0
发誓,108,0.75
发财,334,1.0
发起,259,0.25
发起人,259,0.25
发达,541,0.25
发送,806,0.25
发酵,814,1.0
叔叔,26,1.0
取,205,0.0
取代,404,1.0
取决于,725,0.0
取得,815,0.75
取暖,816,1.0
取款,16,1.0
取款机,16,1.0
取消,235,1.0
取笑,158,1.0
取经,161,1.0
取缔,211,0.5
取而代之,404,1.0
取胜,759,0.0
受,817,1.0
受不了,818,0.0
受伤,148,1.0
受到,817,1.0
受害,148,0.75
受害人,819,0.5
受惊,650,1.0
受灾,520,1.0
受理,86,0.5
受益,820,1.0
受苦,818,0.5
受贿,477,0.75
受过,817,1.0
受骗,85,0.75
变,821,1.0
变为,251,1.0
变动,821,0.0
变化,821,0.25
变幻莫测,735,0.25
变异,821,0.75
变形,822,1.0
变成,251,1.0
变换,821,0.25
变更,512,1.0
变质,822,1.0
变迁,821,1.0
变革,821,0.5
叙述,275,1.0
叛逆,189,0.5
叠,823,0.75
口,824,0.75
口令,825,1.0
口号,263,0.0
口吃,824,0.75
口味,69,1.0
口哨,185,0.75
口头,767,1.0
口子,312,0.5
口径,826,1.0
口感,69,1.0
口才,33,0.75
口气,10,0.25
口水,827,1.0
口碑,384,1.0
口罩,100,1.0
口腔,372,1.0
口袋,742,0.25
口试,479,1.0
口语,479,0.25
口音,234,0.75
口香糖,828,0.5
古,790,0.5
古人,548,0.25
古今中外,548,1.0
古代,548,1.0
古典,548,1.0
古怪,139,0.75
古朴,243,1.0
古老,790,0.25
古董,771,1.0
古迹,829,0.75
句,17,1.0
句子,234,0.75
另,830,1.0
另一方面,53,1.0
另外,53,1.0
只,216,0.75
只不过,132,1.0
只好,3,0.75
只得,3,0.75
只是,127,0.75
只有,714,0.75
只管,119,0.75
只能,143,0.5
只要,132,1.0
只见,812,1.0
只顾,167,0.5
叫,403,0.5
叫作,251,1.0
叫好,831,0.5
叫板,321,1.0
召开,280,1.0
召集,832,1.0
叮嘱,108,0.75
可,143,0.25
可不是,127,1.0
可乐,69,1.0
可乘之机,302,0.25
可以,143,0.5
可信,641,0.5
可口,69,1.0
可怕,139,0.5
可怜,139,0.75
可恶,139,0.75
可悲,139,0.75
可惜,132,1.0
可想而知,833,1.0
可是,132,1.0
可歌可泣,328,0.5
可爱,189,0.75
可疑,834,0.5
可笑,139,0.75
可耻,139,0.75
可能,143,0.0
可行,641,1.0
可见,53,1.0
可观,241,0.25
可谓,120,0.75
可贵,835,0.5
可靠,641,0.5
台,457,0.5
台上,37,1.0
台灯,308,0.75
台球,281,1.0
台阶,836,1.0
台风,520,0.75
史无前例,273,1.0
右,837,1.0
右边,37,1.0
叶子,838,1.0
号,839,1.0
号召,654,0.5
号码,278,0.0
号称,840,1.0
司令,612,1.0
司机,329,1.0
司法,101,1.0
司空见惯,841,1.0
司长,256,1.0
叹气,128,1.0
叼,572,1.0
吃,69,1.0
吃不上,842,0.25
吃亏,661,0.75
吃力,213,0.25
吃喝玩乐,843,1.0
吃惊,128,1.0
吃苦,151,0.5
吃饭,90,1.0
各,844,1.0
各个,844,0.75
各位,503,1.0
各地,845,1.0
各奔前程,165,1.0
各式各样,8,0.5
各种,8,0.5
各自,844,0.0
合,846,1.0
合乎,847,0.25
合伙,848,0.75
合作,336,0.5
合作社,480,1.0
合同,762,1.0
合唱,185,1.0
合并,849,1.0
合影,346,0.0
合情合理,641,1.0
合成,675,0.75
合格,798,1.0
合法,850,0.25
合理,641,1.0
合约,258,1.0
合计,12,1.0
合资,849,0.5
合适,641,1.0
吉他,185,1.0
吉利,851,1.0
吉普,329,1.0
吉祥,55,0.0
吉祥物,852,1.0
吊,412,0.5
吊销,211,1.0
同,168,1.0
同一,830,1.0
同事,26,1.0
同人,853,1.0
同伙,387,1.0
同伴,26,1.0
同学,26,1.0
同年,74,0.0
同志,854,1.0
同情,128,0.25
同意,633,1.0
同感,775,0.5
同时,53,1.0
同期,89,1.0
同样,120,0.75
同步,618,0.75
同盟,517,0.5
同等,40,0.5
同类,855,0.75
同胞,761,1.0
同舟共济,171,0.75
同行,855,1.0
名,216,0.5
名义,856,1.0
名人,542,0.5
名利,691,1.0
名副其实,274,1.0
名单,579,1.0
名声,384,1.0
名字,403,0.5
名气,384,1.0
名片,857,0.25
名称,403,1.0
名胜,829,1.0
名著,88,0.0
名言,17,1.0
名誉,384,1.0
名贵,858,0.25
名额,859,0.75
后,122,1.0
后人,188,1.0
后代,188,1.0
后勤,612,1.0
后台,708,1.0
后备,860,0.5
后备箱,861,0.5
后天,557,1.0
后头,37,1.0
后年,584,0.25
后悔,128,1.0
后期,122,0.75
后来,122,1.0
后果,788,0.5
后盾,862,0.5
后续,122,1.0
后者,711,1.0
后裔,188,1.0
后边,37,1.0
后退,734,0.5
后遗症,446,0.0
后面,37,1.0
后顾之忧,447,0.5
吐,572,0.75
向,863,1.0
向上,800,0.25
向前,863,1.0
向导,864,0.75
向往,611,0.5
向来,19,1.0
向着,863,1.0
吓,572,1.0
吓人,136,0.5
吓唬,108,0.0
吗,159,1.0
君子,231,0.75
吞,865,0.25
否决,633,1.0
否则,38,0.0
否定,599,0.5
否认,599,0.0
吧,131,1.0
吨,358,1.0
吩咐,10,0.25
含,549,0.5
含义,264,0.25
含有,549,0.25
含糊,455,1.0
含蓄,189,0.75
含量,549,0.75
听,60,0.75
听从,488,0.75
听众,866,1.0
听写,479,0.25
听到,812,1.0
听力,479,1.0
听取,432,1.0
听见,812,1.0
听讲,479,0.0
听话,189,0.75
听说,812,1.0
启事,492,0.25
启动,867,1.0
启发,603,0.5
启示,603,0.0
启蒙,548,0.5
启迪,603,0.0
吵,868,0.5
吵嘴,346,0.0
吵架,346,0.0
吸,784,0.75
吸取,869,0.5
吸引,704,0.5
吸收,869,1.0
吸毒,97,1.0
吸烟,97,1.0
吸管,828,0.25
吸纳,869,1.0
吹,572,1.0
吹捧,599,1.0
吹牛,131,0.0
吻,208,1.0
吻合,870,1.0
吼,871,0.0
呀,131,1.0
呆,501,0.0
呈现,94,1.0
告,872,1.0
告别,873,0.25
告状,868,0.5
告知,108,0.75
告示,874,1.0
告诉,316,0.25
告诫,108,1.0
告辞,10,0.75
呐喊,546,0.25
呕吐,95,1.0
员,374,1.0
员工,374,1.0
呛,572,0.25
呜咽,128,0.75
呢,159,1.0
周,875,0.25
周到,212,0.75
周围,37,1.0
周密,212,0.75
周年,876,1.0
周旋,321,1.0
周期,877,0.75
周末,237,1.0
周边,28,1.0
味儿,791,0.25
味精,69,1.0
味道,69,1.0
呵护,366,0.5
呼吁,878,0.25
呼吸,372,1.0
呼唤,546,0.25
呼声,879,1.0
呼应,694,0.75
呼救,443,1.0
呼风唤雨,756,1.0
命,880,0.0
命令,825,1.0
命名,403,1.0
命运,111,0.25
命题,479,1.0
和,409,1.0
和尚,474,1.0
和平,238,0.5
和平共处,635,0.0
和气,189,1.0
和睦,881,0.75
和蔼,189,1.0
和解,101,1.0
和谐,881,1.0
咖啡,69,1.0
咧嘴,10,0.75
咨询,738,0.75
咬,572,1.0
咱,131,1.0
咱们,131,1.0
咳,95,1.0
咳嗽,95,0.75
咸,69,0.75
咽,95,0.25
咽喉,372,0.75
哀求,108,0.5
品,882,0.5
品位,883,0.0
品尝,69,1.0
品德,375,0.75
品牌,884,0.25
品种,885,0.5
品行,375,0.75
品质,375,0.25
哄,886,0.75
哄堂大笑,887,1.0
哆嗦,208,0.5
哇,131,1.0
哈哈,131,1.0
响,60,1.0
响亮,60,1.0
响声,60,1.0
响应,803,1.0
响起,60,1.0
哎,131,1.0
哎呀,131,1.0
哑,95,0.0
哗变,387,0.75
哗然,887,1.0
哥,26,1.0
哥哥,26,1.0
哦,131,1.0
哪,159,1.0
哪些,159,1.0
哪儿,159,1.0
哪怕,132,1.0
哪里,159,1.0
哭,128,1.0
哭泣,128,1.0
哭笑不得,128,1.0
哲学,381,0.5
哺育,888,1.0
哼,131,1.0
唉,131,1.0
唠叨,131,0.0
唤起,704,0.5
售价,413,1.0
售票,102,1.0
售货员,374,0.0
唯,889,1.0
唯一,289,1.0
唯独,132,1.0
唱,185,1.0
唱歌,185,1.0
唱片,185,1.0
唾液,372,1.0
啃,572,1.0
商业,721,1.0
商人,303,1.0
商务,721,1.0
商品,885,1.0
商场,178,1.0
商城,885,0.25
商店,178,1.0
商标,176,1.0
商讨,890,0.0
商贩,303,0.5
商贾,303,1.0
商量,890,0.5
啊,131,1.0
啤酒,69,1.0
啦,131,1.0
啦啦队,80,0.75
喂,131,0.0
喂养,453,0.75
善,891,1.0
善于,892,0.75
善意,366,0.0
善良,189,1.0
喇叭,60,0.5
喉咙,208,1.0
喊,546,0.5
喘,95,0.25
喘息,893,1.0
喜事,322,0.75
喜出望外,652,1.0
喜剧,88,1.0
喜好,894,1.0
喜庆,237,1.0
喜怒哀乐,783,0.75
喜悦,128,1.0
喜欢,611,1.0
喜洋洋,895,1.0
喜爱,611,0.25
喜糖,228,0.75
喜酒,669,0.25
喝,69,1.0
喝彩,831,0.5
喧哗,533,0.5
喧闹,533,0.75
喷,827,0.25
喷泉,829,0.25
嗅觉,896,1.0
嗓子,208,1.0
嗜好,894,1.0
嘉宾,475,1.0
嘉年华,897,0.75
嘛,131,1.0
嘱咐,108,0.75
嘲弄,599,1.0
嘲笑,128,0.0
嘴,208,1.0
嘴唇,208,1.0
嘴巴,208,1.0
嘿,131,1.0
器官,372,1.0
器材,898,1.0
器械,898,1.0
噪声,899,0.75
噪音,899,0.75
嚷,10,0.25
嚼,69,1.0
囚犯,598,1.0
四,1,1.0
四合院,249,0.75
四周,900,1.0
四处,696,1.0
四季,901,1.0
四面八方,902,1.0
回,903,1.0
回信,492,1.0
回到,184,1.0
回升,76,1.0
回去,77,0.0
回味,904,1.0
回国,184,0.75
回复,905,1.0
回头,10,1.0
回家,90,0.25
回应,905,1.0
回归,906,0.75
回忆,904,1.0
回忆录,181,0.25
回想,904,1.0
回扣,477,0.75
回报,907,0.25
回收,625,1.0
回来,77,1.0
回答,905,1.0
回落,76,1.0
回避,908,1.0
回顾,671,1.0
回馈,907,0.5
回首,39,0.5
因,187,0.5
因为,132,1.0
因人而异,909,1.0
因此,53,1.0
因素,106,0.25
因而,187,1.0
团,406,1.0
团伙,477,1.0
团体,910,0.5
团员,382,1.0
团圆,911,0.0
团结,171,0.75
团聚,911,0.25
团长,256,1.0
团队,912,1.0
园,296,1.0
园地,296,1.0
园林,913,1.0
困,914,1.0
困境,424,0.5
困惑,128,1.0
困扰,424,0.75
困难,213,0.5
围,495,1.0
围墙,308,1.0
围巾,100,1.0
围绕,182,1.0
固定,915,1.0
固执,189,0.5
固然,120,0.75
国,635,0.75
国产,792,0.75
国会,525,1.0
国内,226,0.75
国土,916,0.5
国外,226,1.0
国学,548,0.5
国宝,771,1.0
国家,190,1.0
国庆,237,1.0
国徽,917,1.0
国情,918,1.0
国旗,917,1.0
国有,919,0.75
国歌,185,1.0
国民,598,0.0
国王,590,1.0
国画,224,1.0
国籍,662,0.0
国防,612,0.75
国际,190,1.0
图,920,1.0
图书,564,0.25
图书馆,470,1.0
图像,921,1.0
图形,922,1.0
图案,224,0.75
图片,920,1.0
图画,224,1.0
图纸,922,1.0
图表,922,1.0
圆,71,0.0
圆形,562,0.75
圆满,923,1.0
圆珠笔,828,0.5
圈,924,0.75
圈套,85,0.75
圈子,353,1.0
土,925,0.5
土匪,303,1.0
土地,916,0.75
土壤,926,0.25
土生土长,662,0.75
土豆,69,1.0
圣诞节,237,1.0
圣贤,548,0.5
在,392,0.75
在乎,138,1.0
在于,788,0.0
在内,409,1.0
在场,576,1.0
在家,90,1.0
在意,138,1.0
在线,49,0.75
在职,174,1.0
地,456,1.0
地上,37,1.0
地下,927,1.0
地下室,308,1.0
地下水,926,1.0
地位,384,1.0
地区,28,1.0
地名,234,0.75
地图,922,1.0
地址,117,0.25
地域,28,0.25
地带,28,1.0
地形,193,1.0
地方,793,0.75
地板,308,1.0
地步,628,0.0
地段,28,1.0
地毯,100,1.0
地点,465,0.0
地狱,928,0.5
地球,84,0.5
地理,929,0.25
地质,342,1.0
地道,791,1.0
地铁,102,0.75
地铁站,102,0.75
地震,520,1.0
地面,927,1.0
场,416,0.25
场合,593,1.0
场地,470,1.0
场所,593,1.0
场景,930,0.75
场面,930,0.75
场馆,470,1.0
均匀,931,0.75
均衡,931,1.0
坏,58,0.75
坏事,322,0.75
坏人,368,1.0
坏处,424,0.5
坐,90,0.25
坐下,10,1.0
坐落,932,1.0
坑,933,1.0
块,202,1.0
坚信,878,1.0
坚决,934,1.0
坚固,862,1.0
坚守,935,0.75
坚定,934,0.5
坚实,862,1.0
坚强,151,0.0
坚持,526,0.25
坚持不懈,151,0.75
坚硬,822,0.25
坚韧,189,1.0
坛,936,0.75
坝,937,0.75
坟,595,1.0
坟墓,595,1.0
坠,116,0.75
坡,937,0.25
坦克,938,0.75
坦然,189,0.75
坦率,189,1.0
坦白,345,1.0
坦诚,189,1.0
