token,community,size,mean_cosine_to_own_others,nearest_other_community,cosine_margin,cosine_silhouette,max_membership,second_community,second_membership,membership_margin,normalized_membership_entropy,hsk_levels,pinyin,dictionary_translation,dictionary_translation_source,second_component_representatives,repeat_cluster_match_fraction
成语,118,69,0.3637275266107374,112,0.038491876220591525,0.05704491685556196,0.9987996751852756,112,0.0012003248016278006,0.9975993503836478,0.0017499866236898472,5,chéngyǔ,"Chinese set expression, typically of 4 characters, often alluding to a story or historical quotation; idiom; proverb; saying; adage",Translation,俗语 | 来历 | 传说 | 习俗 | 由来 | 地名 | 起源 | 称呼 | 涵义 | 含义 | 渊源 | 古代,0.75
词典,118,69,0.36209189424529376,63,0.03344322409418726,0.04981478788716283,0.9993948580660452,11,0.0006051389889869528,0.9987897190770583,0.0009605178299466775,2,cídiǎn,dictionary; also written 辞典,Translation,绘画 | 画册 | 国画 | 漫画 | 美术 | 散文 | 文学 | 作品 | 书籍 | 插图 | 油画 | 书法,0.25
简体字,118,69,0.3618370222200707,63,0.05004365169762659,0.07271602677762148,0.9999999999667324,11,1.915205582296713e-11,0.9999999999475804,1.6389056819502606e-10,7-9,jiǎntǐzì,"simplified Chinese character, as opposed to traditional Chinese character 繁体字",Translation,绘画 | 画册 | 国画 | 漫画 | 美术 | 散文 | 文学 | 作品 | 书籍 | 插图 | 油画 | 书法,0.75
法语,118,69,0.36003193558026814,63,0.026113360135657293,0.03920445635169615,0.9999999999999574,137,3.171469550201667e-14,0.9999999999999256,2.549278804876221e-13,6,Fǎyǔ,French (language),Translation,节目 | 播出 | 电视剧 | 电影 | 影片 | 纪录片 | 演出 | 剧 | 播放 | 短片 | 动画片 | 放映,0.5
字体,118,69,0.358825824323262,144,-0.004393847342530177,-0.006852813961031045,0.9999999999994031,0,2.661180425603429e-13,0.999999999999137,3.4051794525386338e-12,7-9,zìtǐ,calligraphic style; typeface; font,Translation,电脑 | 显示器 | 硬盘 | 打印机 | 屏幕 | 录音机 | 摄像机 | 音响 | 鼠标 | 相机 | 手机 | 磁盘,0.75
段落,118,69,0.35880306614548774,63,0.02564882766389298,0.038462908732434166,0.9999999999519389,137,4.806383129487365e-11,0.999999999903875,2.2459681841614538e-10,7-9,duànluò,phase; time interval; paragraph; (written) passage,Translation,节目 | 播出 | 电视剧 | 电影 | 影片 | 纪录片 | 演出 | 剧 | 播放 | 短片 | 动画片 | 放映,0.5
谜语,118,69,0.35331623421994474,112,0.021380257628675403,0.03200330638908649,0.9999886260539728,112,0.000011373945992059153,0.9999772521079807,0.00002658523095196373,7-9,míyǔ,riddle; conundrum,Translation,俗语 | 来历 | 传说 | 习俗 | 由来 | 地名 | 起源 | 称呼 | 涵义 | 含义 | 渊源 | 古代,0.75
教材,118,69,0.3522849840310141,16,-0.011671428811342033,-0.018019388965194134,0.9999999998031939,11,1.1991518078148924e-10,0.9999999996832787,8.922471494098428e-10,3,jiàocái,teaching material,Translation,绘画 | 画册 | 国画 | 漫画 | 美术 | 散文 | 文学 | 作品 | 书籍 | 插图 | 油画 | 书法,0.25
中文,118,69,0.3491321956479502,63,0.041621637144227785,0.060104363547110594,0.999999999773479,137,1.6888842099287253e-10,0.9999999996045905,1.0274270560569882e-9,1,Zhōngwén,Chinese language,Translation,节目 | 播出 | 电视剧 | 电影 | 影片 | 纪录片 | 演出 | 剧 | 播放 | 短片 | 动画片 | 放映,0.5
稿子,118,69,0.34774003276534626,63,-0.03264642746474539,-0.050051251195369975,0.999999831757833,2,1.6824216564265935e-7,0.9999996635156674,5.270465973656452e-7,6,gǎozi,draft of a document; script; manuscript; mental plan; precedent,Translation,收据 | 便条 | 信封 | 证件 | 支票 | 卡片 | 身份证 | 信件 | 请柬 | 存折 | 欠条 | 表格,0.75
考题,118,69,0.34514108541736577,16,-0.04414830736490494,-0.06741651733189322,0.9999831975109642,16,0.000016802489040544513,0.9999663950219236,0.000038036346569502974,6,kǎotí,exam question,Translation,考试 | 理科 | 本科 | 高中 | 初中 | 高考 | 入学 | 录取 | 年级 | 选修 | 考 | 招生,0.5
普通话,118,69,0.34422972709251115,9,0.034911317226974325,0.05054618180886764,1.0,16,1.4633193132853724e-16,0.9999999999999999,1.0071370477839234e-15,2,pǔtōnghuà,Mandarin (common language); Putonghua (common speech of the Chinese language); ordinary speech,Translation,考试 | 理科 | 本科 | 高中 | 初中 | 高考 | 入学 | 录取 | 年级 | 选修 | 考 | 招生,0.5
字,118,69,0.3422445628840481,63,0.06828256774794061,0.09404820035659328,0.9999999883101084,112,1.16873370126565e-8,0.9999999766227714,4.250880171031447e-8,1,zì,letter; symbol; character; word; courtesy or style name traditionally given to males aged 20 in dynastic China,Translation,俗语 | 来历 | 传说 | 习俗 | 由来 | 地名 | 起源 | 称呼 | 涵义 | 含义 | 渊源 | 古代,0.75
句,118,69,0.3412110317438822,9,0.02242130073503501,0.032913920643386683,0.9999999998571667,112,1.3787612711041087e-10,0.9999999997192905,6.427135394955895e-10,2,jù,variant of 勾; sentence; clause; phrase; classifier for phrases or lines of verse,Translation,俗语 | 来历 | 传说 | 习俗 | 由来 | 地名 | 起源 | 称呼 | 涵义 | 含义 | 渊源 | 古代,0.75
题,118,69,0.3397644526826227,16,0.018466407328130763,0.027208419250502863,0.9999999999976978,16,1.3370359541340308e-12,0.9999999999963608,1.2558206673407203e-11,2,tí,topic; problem for discussion; exam question; subject; to inscribe; to mention; surname Ti,Translation,考试 | 理科 | 本科 | 高中 | 初中 | 高考 | 入学 | 录取 | 年级 | 选修 | 考 | 招生,0.5
方言,118,69,0.3317959339168845,8,0.016871395403957157,0.02462706132742659,0.9999999999874092,112,1.2556604297554055e-11,0.9999999999748526,6.208515043770671e-11,7-9,fāngyán,"the first Chinese dialect dictionary, edited by Yang Xiong 扬雄 in 1st century, containing over 9000 characters; topolect; dialect",Translation,俗语 | 来历 | 传说 | 习俗 | 由来 | 地名 | 起源 | 称呼 | 涵义 | 含义 | 渊源 | 古代,0.25
答案,118,69,0.3313571292347065,51,0.0292493888763109,0.0419110378030724,0.9999999886229035,183,1.1239847076613764e-8,0.9999999773830565,4.1580632413171014e-8,4,dá'àn,answer; solution,Translation,网站 | 下载 | 主页 | 网页 | 网址 | 博客 | 微信 | 电子邮件 | 邮件 | 短信 | 登录 | 微博,0.75
阿拉伯语,118,69,0.3303969789368367,63,0.05541250372042078,0.07642940299376537,0.999999999991104,112,7.720875093967593e-12,0.9999999999833832,4.503926693968647e-11,7-9,Ālābóyǔ,Arabic (language),Translation,俗语 | 来历 | 传说 | 习俗 | 由来 | 地名 | 起源 | 称呼 | 涵义 | 含义 | 渊源 | 古代,0.5
西班牙语,118,69,0.3299717446370825,63,0.03024306561533391,0.04318763986091203,0.9999999999999858,137,2.0841130297502332e-14,0.9999999999999649,1.2726710274987464e-13,6,Xībānyáyǔ,Spanish language,Translation,节目 | 播出 | 电视剧 | 电影 | 影片 | 纪录片 | 演出 | 剧 | 播放 | 短片 | 动画片 | 放映,0.5
结尾,118,69,0.32958900482246767,63,0.023546161789118225,0.03393028165029751,0.9999999999935056,137,6.491002726560883e-12,0.9999999999870146,3.2787546937658573e-11,7-9,jiéwěi,ending; coda; to wind up,Translation,节目 | 播出 | 电视剧 | 电影 | 影片 | 纪录片 | 演出 | 剧 | 播放 | 短片 | 动画片 | 放映,0.5
卷子,118,69,0.32954146563192716,16,-0.06384814451291726,-0.09523056421840627,0.9999999999771774,2,1.6899091465263924e-11,0.9999999999602783,1.1229202803215958e-10,7-9,juànzi,steamed roll; spring roll; test paper; examination paper,Translation,收据 | 便条 | 信封 | 证件 | 支票 | 卡片 | 身份证 | 信件 | 请柬 | 存折 | 欠条 | 表格,0.0
文章,118,69,0.32895604812769685,63,0.032576448542691705,0.04629832864919513,0.9997729058417751,183,0.00020447637575998016,0.9995684294660152,0.00041650023054813347,3,wénzhāng,article; essay; literary works; writings; hidden meaning,Translation,网站 | 下载 | 主页 | 网页 | 网址 | 博客 | 微信 | 电子邮件 | 邮件 | 短信 | 登录 | 微博,0.25
开头,118,69,0.32552254156015037,63,0.020002085087629407,0.028801546818834442,0.9999999999979963,112,1.9995983669053147e-12,0.9999999999959966,1.0572188374477968e-11,6,kāitóu,beginning; to start,Translation,俗语 | 来历 | 传说 | 习俗 | 由来 | 地名 | 起源 | 称呼 | 涵义 | 含义 | 渊源 | 古代,0.75
书,118,69,0.32337083182797793,11,-0.030829382627473312,-0.04556318893369874,0.9999999606820617,11,3.8886796868544524e-8,0.9999999217952648,1.344677501931734e-7,1,shū,abbr. for 书经; book; letter; document; to write,Translation,绘画 | 画册 | 国画 | 漫画 | 美术 | 散文 | 文学 | 作品 | 书籍 | 插图 | 油画 | 书法,0.25
字眼,118,69,0.3211801864266969,140,-0.014674528563574596,-0.021617708072379366,0.9999983948185993,112,1.605071521634497e-6,0.9999967897470777,4.345363214018706e-6,7-9,zìyǎn,wording,Translation,俗语 | 来历 | 传说 | 习俗 | 由来 | 地名 | 起源 | 称呼 | 涵义 | 含义 | 渊源 | 古代,0.5
素材,118,69,0.32085680183562504,63,0.004269964048836727,0.006247997968035303,0.9999999975080129,11,2.0894806803927195e-9,0.9999999954185322,9.996248945179115e-9,7-9,sùcái,source material (in literature and art),Translation,绘画 | 画册 | 国画 | 漫画 | 美术 | 散文 | 文学 | 作品 | 书籍 | 插图 | 油画 | 书法,0.25
括号,118,69,0.3177246089898251,63,0.05666002524760544,0.07667791257665127,0.999999999998181,154,1.7419277522426752e-12,0.9999999999964391,9.661457377684906e-12,4,kuòhào,parentheses; brackets,Translation,八 | 六 | 五 | 七 | 九 | 四 | 十 | 三 | 群 | 条 | 组 | 章,0.75
论文,118,69,0.31753782015546744,11,-0.017655480961168202,-0.025870270152098668,0.9999999550102255,11,4.1167781695603026e-8,0.9999999138424438,1.549780573301767e-7,4,lùnwén,paper; treatise; thesis; to discuss a paper or thesis (old),Translation,绘画 | 画册 | 国画 | 漫画 | 美术 | 散文 | 文学 | 作品 | 书籍 | 插图 | 油画 | 书法,0.25
对白,118,69,0.3166886216151359,137,0.0002756923162154923,0.0004033024146181483,0.9999999737765254,137,2.6223469320209348e-8,0.9999999475530561,9.13490746709681e-8,7-9,duìbái,dialogue (in a movie or a play),Translation,节目 | 播出 | 电视剧 | 电影 | 影片 | 纪录片 | 演出 | 剧 | 播放 | 短片 | 动画片 | 放映,0.0
大纲,118,69,0.3127434278117947,16,-0.015385605049314355,-0.02238698860358233,0.999999999660119,16,3.3697644571193134e-10,0.9999999993231425,1.4664608801404357e-9,5,dàgāng,synopsis; outline; program; leading principles,Translation,考试 | 理科 | 本科 | 高中 | 初中 | 高考 | 入学 | 录取 | 年级 | 选修 | 考 | 招生,0.25
篇幅,118,69,0.31167280832246735,63,0.008136529683186677,0.011682632466899918,0.9999999999996447,11,3.4984140095984703e-13,0.9999999999992949,1.960895194246268e-12,7-9,piānfú,length (of a piece of writing); space occupied on a printed page,Translation,绘画 | 画册 | 国画 | 漫画 | 美术 | 散文 | 文学 | 作品 | 书籍 | 插图 | 油画 | 书法,0.5
教科书,118,69,0.31020180397206054,63,0.0017246686047918125,0.0024940153001416464,0.9999999999988347,11,1.1698445640821778e-12,0.9999999999976649,6.286778163256057e-12,7-9,jiàokēshū,textbook,Translation,绘画 | 画册 | 国画 | 漫画 | 美术 | 散文 | 文学 | 作品 | 书籍 | 插图 | 油画 | 书法,0.25
命题,118,69,0.30956098760953693,16,-0.019244092460886264,-0.027872255355702917,0.9999999935324553,68,6.387828218302198e-9,0.999999987144627,2.4332855614729616e-8,7-9,mìngtí,"proposition (logic, math.); to assign an essay topic",Translation,思路 | 模式 | 趋势 | 方法 | 特点 | 举措 | 机制 | 特征 | 特性 | 规律 | 导向 | 逻辑,0.75
公式,118,69,0.30443760520162805,34,0.03777312535836702,0.0515086537064147,0.9999998531711008,34,9.669122672606308e-8,0.9999997564798742,4.820960714703562e-7,5,gōngshì,formula,Translation,阐述 | 推断 | 解释 | 推测 | 表述 | 判断 | 分析 | 猜测 | 描述 | 概括 | 叙述 | 断定,0.75
括弧,118,69,0.30292803871216717,172,0.047844650047931814,0.06422819590791237,0.9999999999862013,154,1.3012066411961773e-11,0.9999999999731892,6.830536241430988e-11,7-9,kuòhú,parenthesis,Translation,八 | 六 | 五 | 七 | 九 | 四 | 十 | 三 | 群 | 条 | 组 | 章,0.75
大意,118,69,0.29462000383718095,63,-0.009513361066091464,-0.01348685973212041,0.9999999736020871,104,2.0862248667285745e-8,0.9999999527398384,9.507823382364267e-8,7-9,dàyì; dàyi,general idea; main idea; careless,Translation,生硬 | 庸俗 | 枯燥 | 似是而非 | 粗糙 | 荒诞 | 简单 | 单调 | 冗长 | 拙劣 | 狭隘 | 深奥,0.5
格式,118,69,0.29211628450897775,0,0.008472630723296515,0.011827396753126107,0.9998937376922434,183,0.0001052445834367876,0.9997884931088067,0.00020470236887495783,7-9,géshi,form; specification; format,Translation,网站 | 下载 | 主页 | 网页 | 网址 | 博客 | 微信 | 电子邮件 | 邮件 | 短信 | 登录 | 微博,0.25
一句话,118,69,0.29086701693226813,140,-0.022583460969857805,-0.03184658097859301,0.9999994830484895,179,4.526035646635401e-7,0.9999990304449249,1.5572266912905196e-6,5,yī jù huà,in a word; in short,Translation,嘛 | 啊 | 呀 | 哎 | 哎呀 | 哈哈 | 吧 | 不行 | 挺好 | 没事儿 | 哼 | 哇,0.75
篇,118,69,0.28986714315254464,63,-0.015293385724151454,-0.02153595003622921,0.999997905360436,11,1.831234930005846e-6,0.999996074125506,5.715155775836776e-6,2,piān,"sheet; piece of writing; bound set of bamboo slips used for record keeping (old); classifier for written items: chapter, article",Translation,绘画 | 画册 | 国画 | 漫画 | 美术 | 散文 | 文学 | 作品 | 书籍 | 插图 | 油画 | 书法,0.25
作者,118,69,0.25969921165147153,11,-0.005314810895399202,-0.0071792587270580015,0.9998245142320382,11,0.00016915521434374668,0.9996553590176944,0.00032505911293768464,3,zuòzhě,author; writer,Translation,绘画 | 画册 | 国画 | 漫画 | 美术 | 散文 | 文学 | 作品 | 书籍 | 插图 | 油画 | 书法,0.25
全文,118,69,0.2559882258506382,63,0.001290513582187014,0.0017315304185029489,0.9999994967965606,183,5.022423600356451e-7,0.9999989945542006,1.4738096181038976e-6,7-9,quánwén,entire text; full text,Translation,网站 | 下载 | 主页 | 网页 | 网址 | 博客 | 微信 | 电子邮件 | 邮件 | 短信 | 登录 | 微博,0.0
页,118,69,0.23870606101793856,63,-0.010398709563331138,-0.013659256997678709,0.9999997317612146,11,2.216935793001234e-7,0.9999995100676353,8.479696407570205e-7,1,yè,head; page; leaf,Translation,绘画 | 画册 | 国画 | 漫画 | 美术 | 散文 | 文学 | 作品 | 书籍 | 插图 | 油画 | 书法,0.0
凶残,119,36,0.5458648535722682,196,0.16143673345205267,0.26225488643759975,1.0,192,1.5451356676615144e-16,0.9999999999999999,1.0617149241769388e-15,7-9,xiōngcán,savage; cruel; fierce; savage,Translation,剧烈 | 严重 | 严峻 | 恶劣 | 激烈 | 猛烈 | 恶化 | 糟糕 | 尖锐 | 危急 | 反常 | 虚弱,1.0
残忍,119,36,0.538584775537151,196,0.15496415853377393,0.25141035344237483,1.0,22,3.047804316330411e-19,1.0,2.5586326866959444e-18,7-9,cánrěn,cruel; mean; merciless; ruthless,Translation,恐吓 | 挑衅 | 侮辱 | 迫害 | 讹诈 | 殴打 | 诽谤 | 骚扰 | 报复 | 谴责 | 阻挠 | 刁难,1.0
卑鄙,119,36,0.5351599320520336,196,0.15285630369539988,0.24746187724679264,1.0,64,1.919453962518536e-15,0.9999999999999981,1.2822024939271027e-14,7-9,bēibǐ,base; mean; contemptible; despicable,Translation,欺骗 | 扰乱 | 妨害 | 纵容 | 妨碍 | 损害 | 破坏 | 违背 | 阻碍 | 误导 | 掩盖 | 逃避,1.0
凶恶,119,36,0.5265404428009789,196,0.151933913251036,0.24294131683482165,1.0,17,6.082829813103275e-23,1.0,7.952488234724267e-22,7-9,xiōng'è,"fierce; ferocious; fiendish; frightening; variant of 凶恶, fierce; ferocious; fiendish; frightening",Translation,谦逊 | 谦虚 | 诚恳 | 善良 | 诚实 | 豁达 | 真诚 | 正直 | 坦诚 | 耿直 | 仁慈 | 勇敢,1.0
可恶,119,36,0.5200556451402971,196,0.12385840307460133,0.20513056862863402,1.0,179,6.200702854853043e-16,0.9999999999999993,4.144276509607488e-15,7-9,kěwù,repulsive; vile; hateful; abominable,Translation,嘛 | 啊 | 呀 | 哎 | 哎呀 | 哈哈 | 吧 | 不行 | 挺好 | 没事儿 | 哼 | 哇,1.0
丑恶,119,36,0.5150233054765663,36,0.1566231592472781,0.24411345845357757,1.0,64,5.2594724862534215e-18,1.0,3.95914335915386e-17,7-9,chǒu'è,ugly; repulsive,Translation,欺骗 | 扰乱 | 妨害 | 纵容 | 妨碍 | 损害 | 破坏 | 违背 | 阻碍 | 误导 | 掩盖 | 逃避,1.0
狡猾,119,36,0.5131865198159028,196,0.07086898003859637,0.12707765636074864,1.0,192,7.980251744874142e-17,0.9999999999999999,6.163645474136338e-16,7-9,jiǎohuá,crafty; cunning; sly,Translation,剧烈 | 严重 | 严峻 | 恶劣 | 激烈 | 猛烈 | 恶化 | 糟糕 | 尖锐 | 危急 | 反常 | 虚弱,0.75
愚蠢,119,36,0.5004465993549566,196,0.01760247276332272,0.03403707405914567,0.9999924316683086,196,7.568331690499887e-6,0.9999848633366182,0.000018271946793106354,7-9,yúchǔn,silly; stupid,Translation,胆小 | 自私 | 暴躁 | 高傲 | 胆怯 | 倔强 | 聪明 | 懒惰 | 粗鲁 | 傲慢 | 蠢 | 固执,1.0
邪恶,119,36,0.49983346859553524,196,0.13526155326451056,0.21286681613226882,1.0,17,4.936921194240767e-16,0.9999999999999996,6.51182111675261e-15,7-9,xié'è,sinister; vicious; wicked; evil,Translation,谦逊 | 谦虚 | 诚恳 | 善良 | 诚实 | 豁达 | 真诚 | 正直 | 坦诚 | 耿直 | 仁慈 | 勇敢,1.0
奸诈,119,36,0.48584562169988055,196,0.041769840372199996,0.07513585299801546,0.9999999755900152,196,2.4409980807503913e-8,0.9999999511800344,8.536197038584396e-8,7-9,jiānzhà,treachery; devious; a rogue,Translation,胆小 | 自私 | 暴躁 | 高傲 | 胆怯 | 倔强 | 聪明 | 懒惰 | 粗鲁 | 傲慢 | 蠢 | 固执,0.75
丑陋,119,36,0.48418575461278945,196,0.08185148941674403,0.13695195265559743,1.0,36,3.6648162912269e-16,0.9999999999999997,2.459902201467417e-15,7-9,chǒulòu,ugly,Translation,痛苦 | 悲惨 | 凄凉 | 孤独 | 苦难 | 寂寞 | 可悲 | 孤单 | 狼狈 | 惨痛 | 窘迫 | 受苦,1.0
冷酷,119,36,0.4812064178415556,196,0.05581859392323807,0.0971413350546601,0.9999999998703828,196,1.296072642689729e-10,0.9999999997407756,5.814507289913474e-10,7-9,lěngkù,unfeeling; callous,Translation,胆小 | 自私 | 暴躁 | 高傲 | 胆怯 | 倔强 | 聪明 | 懒惰 | 粗鲁 | 傲慢 | 蠢 | 固执,1.0
残酷,119,36,0.48107788142088403,36,0.09055366595928943,0.1485763146896335,0.9999999999508162,192,4.9188735671698316e-11,0.9999999999016275,2.2963936271995322e-10,6,cánkù,cruel; cruelty,Translation,剧烈 | 严重 | 严峻 | 恶劣 | 激烈 | 猛烈 | 恶化 | 糟糕 | 尖锐 | 危急 | 反常 | 虚弱,1.0
虚伪,119,36,0.47523602505778473,196,0.050694808962187365,0.08809459579056313,0.9999999792256633,196,2.076968835303832e-8,0.999999958455975,7.328864980437499e-8,7-9,xūwěi,false; hypocritical; artificial; sham,Translation,胆小 | 自私 | 暴躁 | 高傲 | 胆怯 | 倔强 | 聪明 | 懒惰 | 粗鲁 | 傲慢 | 蠢 | 固执,1.0
罪恶,119,36,0.4691634257424946,22,0.1314039506061883,0.19842330040620015,0.999999997190244,178,2.795436948222095e-9,0.999999994394807,1.0989192840084149e-8,6,zuì'è,crime; evil; sin,Translation,摧毁 | 打败 | 歼灭 | 侵略 | 消灭 | 反抗 | 抵抗 | 占领 | 屠杀 | 掠夺 | 统治 | 打倒,0.75
可耻,119,36,0.46723098288739817,36,0.09385667107113332,0.14978107798800172,0.999999999999929,36,5.941095076182454e-14,0.9999999999998695,4.532918238486637e-13,7-9,kěchǐ,shameful; disgraceful; ignominious,Translation,痛苦 | 悲惨 | 凄凉 | 孤独 | 苦难 | 寂寞 | 可悲 | 孤单 | 狼狈 | 惨痛 | 窘迫 | 受苦,1.0
猖狂,119,36,0.467151853960439,22,0.09957932784225909,0.1574557272647317,0.9999999999984794,22,1.5262204252937705e-12,0.9999999999969532,8.124530580236897e-12,7-9,chāngkuáng,savage; furious,Translation,恐吓 | 挑衅 | 侮辱 | 迫害 | 讹诈 | 殴打 | 诽谤 | 骚扰 | 报复 | 谴责 | 阻挠 | 刁难,0.25
凶狠,119,36,0.4665556804358142,97,0.07830272442207575,0.1279985333673868,0.9999999999999574,192,4.8637756211625236e-14,0.9999999999999087,2.8977862641802407e-13,7-9,xiōnghěn,variant of 狠; cruel; vicious; fierce and malicious; vengeful,Translation,剧烈 | 严重 | 严峻 | 恶劣 | 激烈 | 猛烈 | 恶化 | 糟糕 | 尖锐 | 危急 | 反常 | 虚弱,0.5
可笑,119,36,0.46225770882390893,196,0.06703219412748207,0.11083833024773611,0.9999999999988063,101,1.1362030711770179e-12,0.9999999999976701,6.492667279133651e-12,7-9,kěxiào,funny; ridiculous,Translation,奇怪 | 奇妙 | 奇特 | 怪异 | 离奇 | 有趣 | 不可思议 | 古怪 | 神奇 | 新奇 | 惊心动魄 | 不同寻常,1.0
可怕,119,36,0.4556096199379445,101,0.06668341652532794,0.10912498113604209,0.9999999999747757,179,2.5067717989661423e-11,0.999999999949708,1.211328368048302e-10,2,kěpà,awful; dreadful; fearful; formidable; frightful; scary; hideous; horrible; terrible; terribly,Translation,嘛 | 啊 | 呀 | 哎 | 哎呀 | 哈哈 | 吧 | 不行 | 挺好 | 没事儿 | 哼 | 哇,1.0
贪婪,119,36,0.45356904679093674,196,0.04009432326709733,0.06835907142482209,0.9999999999998437,64,1.2247150196176415e-13,0.9999999999997212,9.208190645999096e-13,7-9,tānlán,avaricious; greedy; rapacious; insatiable; avid,Translation,欺骗 | 扰乱 | 妨害 | 纵容 | 妨碍 | 损害 | 破坏 | 违背 | 阻碍 | 误导 | 掩盖 | 逃避,0.5
野蛮,119,36,0.4518683470072273,22,0.11683916617567097,0.1757057043823069,0.999999999996291,192,3.712611842223809e-12,0.9999999999925784,1.9146736719954107e-11,7-9,yěmán,barbarous; uncivilized,Translation,剧烈 | 严重 | 严峻 | 恶劣 | 激烈 | 猛烈 | 恶化 | 糟糕 | 尖锐 | 危急 | 反常 | 虚弱,1.0
荒谬,119,36,0.45105145539827635,104,0.0665735135204219,0.10815780302581918,0.9999975539116196,104,2.446088381212288e-6,0.9999951078232384,6.426954234414287e-6,7-9,huāngmiù,absurd; ridiculous,Translation,生硬 | 庸俗 | 枯燥 | 似是而非 | 粗糙 | 荒诞 | 简单 | 单调 | 冗长 | 拙劣 | 狭隘 | 深奥,1.0
冷酷无情,119,36,0.43757833730773704,196,0.029467092214090107,0.0497848488754485,0.9999998915587499,196,1.0844121865594456e-7,0.9999997831175312,3.486994200905711e-7,7-9,lěngkù-wúqíng,cold-hearted; unfeeling; callous,Translation,胆小 | 自私 | 暴躁 | 高傲 | 胆怯 | 倔强 | 聪明 | 懒惰 | 粗鲁 | 傲慢 | 蠢 | 固执,0.75
恐怖,119,36,0.4331173443621054,52,0.07415070447096567,0.11567370605856371,1.0,192,6.49645937275244e-17,0.9999999999999999,5.777428607853611e-16,7-9,kǒngbù,terrible; frightful; frightening; terror; terrorist,Translation,剧烈 | 严重 | 严峻 | 恶劣 | 激烈 | 猛烈 | 恶化 | 糟糕 | 尖锐 | 危急 | 反常 | 虚弱,0.75
放肆,119,36,0.41894202224601745,196,0.03533235605519236,0.05732139866121054,0.9999999999971863,55,2.8198028717517512e-12,0.9999999999943664,1.4687020409429373e-11,7-9,fàngsì,wanton; unbridled; presumptuous; impudent,Translation,偷偷 | 执意 | 不肯 | 情愿 | 不惜 | 故意 | 愿意 | 宁愿 | 竭力 | 公然 | 拼命 | 趁机,0.5
阴暗,119,36,0.4181396777792143,52,0.04057779516196797,0.06519169380659195,1.0,15,2.030303444650666e-16,0.9999999999999998,1.3849954767161131e-15,7-9,yīn'àn,dim; dark; overcast; darkness; shadow; (fig.) dismal; gloomy; somber; murky; shadowy (side),Translation,复杂 | 繁重 | 紧迫 | 偏僻 | 简陋 | 狭小 | 拥挤 | 艰巨 | 薄弱 | 狭窄 | 单薄 | 急迫,0.25
无情,119,36,0.41191877098405344,36,0.06652476669227808,0.10162566051706315,1.0,17,1.058700544084973e-15,0.9999999999999989,6.931679346763815e-15,7-9,wúqíng,pitiless; ruthless; merciless; heartless,Translation,谦逊 | 谦虚 | 诚恳 | 善良 | 诚实 | 豁达 | 真诚 | 正直 | 坦诚 | 耿直 | 仁慈 | 勇敢,1.0
顽固,119,36,0.4096621769624143,196,0.03711996563834241,0.059159303316121827,1.0,84,3.0767767097043224e-15,0.9999999999999969,2.031345612544007e-14,7-9,wángù,stubborn; obstinate,Translation,平等 | 和平共处 | 妥协 | 和平 | 和睦 | 公正 | 中立 | 顺从 | 正义 | 宽恕 | 团结 | 独立自主,0.75
粗暴,119,36,0.4083199349680692,196,0.042395743659156104,0.06686226327838149,0.9999999999990763,192,6.636696738573116e-13,0.9999999999984126,5.142041732388649e-12,7-9,cūbào,rough; cruel,Translation,剧烈 | 严重 | 严峻 | 恶劣 | 激烈 | 猛烈 | 恶化 | 糟糕 | 尖锐 | 危急 | 反常 | 虚弱,1.0
骇人听闻,119,36,0.40615333159409506,101,0.05572857879848553,0.0857923374363901,1.0,101,8.7957568993433105e-16,0.9999999999999991,6.953575156259055e-15,7-9,hàiréntīngwén,shocking; horrifying; atrocious; terrible,Translation,奇怪 | 奇妙 | 奇特 | 怪异 | 离奇 | 有趣 | 不可思议 | 古怪 | 神奇 | 新奇 | 惊心动魄 | 不同寻常,0.5
污秽,119,36,0.4004045125603009,36,0.05007245400935523,0.0770739185585652,1.0,83,3.5993752132286095e-20,1.0,4.670730436560283e-19,7-9,wūhuì,nasty; sordid; filthy,Translation,损坏 | 脱落 | 毁坏 | 磨损 | 腐烂 | 烧毁 | 断裂 | 损伤 | 破裂 | 丢失 | 倒塌 | 老化,0.5
疯狂,119,36,0.39714030075955986,52,0.09073264594786862,0.13081552381209594,1.0,55,1.2944907479228963e-18,1.0,1.1202665040254754e-17,5,fēngkuáng,crazy; frenzied; wild,Translation,偷偷 | 执意 | 不肯 | 情愿 | 不惜 | 故意 | 愿意 | 宁愿 | 竭力 | 公然 | 拼命 | 趁机,0.5
腐朽,119,36,0.3913009891307356,36,0.0746892815216551,0.10929259741975575,0.999999996719481,39,1.8071281661021505e-9,0.9999999949123529,1.3149490137158892e-8,7-9,fǔxiǔ,rotten; decayed; decadent; degenerate,Translation,富人 | 阶层 | 贵族 | 封建 | 官僚 | 穷人 | 文人 | 普通人 | 商人 | 富豪 | 儒家 | 皇室,0.5
暴力,119,36,0.36918393622834944,22,-0.009428161130453971,-0.014945975018586204,0.9999999997738485,22,2.248500297384861e-10,0.9999999995489984,9.923110520460482e-10,6,bàolì,violence; force; violent,Translation,恐吓 | 挑衅 | 侮辱 | 迫害 | 讹诈 | 殴打 | 诽谤 | 骚扰 | 报复 | 谴责 | 阻挠 | 刁难,0.25
