id,stage,graph_key,q,resolution,theta,baseline,valid,cohesion,silhouette,margin,repeat_ari,edge_removal_ari,subsample_ari,nonsingleton_coverage,largest_community_share,seconds,error
6d46121e8b62e1b96ee289f4483c96161cba55d8ceef3c01e8af6603d5985f15,calibration,0ece1475f519b41e5539230d5c76be7a935c37b45e1610281a29a88d3f45f5a5,,0.2,0.3,true,true,0.4398866255717516,0.0613599240588524,0.039376285081949174,0.7547738766908905,0.787693898960428,0.7248489227454045,0.9840892465252378,0.016276517922457937,2.037953558066667,
