community,size,mean_best_match_jaccard,min_best_match_jaccard,fraction_members_in_best_match_every_repeat
0,0,,,
1,52,0.3482726066544193,0.25,0.0
2,89,0.3890765394594931,0.2692307692307692,0.3707865168539326
3,30,0.3095638928972262,0.25925925925925924,0.36666666666666664
4,0,,,
5,0,,,
6,30,0.5727949319262589,0.47619047619047616,0.4666666666666667
7,0,,,
8,210,0.7344728347402818,0.6346153846153846,0.6333333333333333
9,39,0.19271632921047804,0.11392405063291139,0.10256410256410256
10,1,0.024134199134199133,0.016666666666666666,1.0
11,9,0.3127371273712737,0.06666666666666667,0.0
12,8,0.0930704711954712,0.038461538461538464,0.0
13,33,0.23021390374331552,0.11764705882352941,0.0
14,35,0.20415908706628652,0.16176470588235295,0.0
15,45,0.40989674654198327,0.23728813559322035,0.17777777777777778
16,27,0.3761067667158976,0.07692307692307693,0.1111111111111111
17,68,0.40798881876438503,0.3404255319148936,0.1323529411764706
18,23,0.19728336986968698,0.08235294117647059,0.08695652173913043
19,49,0.6618730739709706,0.47540983606557374,0.42857142857142855
20,75,0.7362020890501904,0.7272727272727273,0.6933333333333334
21,37,0.23751208902862025,0.12048192771084337,0.05405405405405406
22,54,0.37602488908940523,0.2948717948717949,0.24074074074074073
23,52,0.21702956989247313,0.18666666666666668,0.0
24,60,0.5884906736580875,0.5238095238095238,0.43333333333333335
25,0,,,
26,96,0.38918958069953646,0.30973451327433627,0.3541666666666667
27,0,,,
28,32,0.24872555410691,0.1864406779661017,0.09375
29,47,0.3337987325663382,0.2222222222222222,0.0
30,0,,,
31,265,0.7582387082829448,0.6777408637873754,0.6679245283018868
32,61,0.34353778751369113,0.18181818181818182,0.0
33,35,0.20850791744643854,0.11,0.3142857142857143
34,59,0.5729589144731319,0.2920353982300885,0.4406779661016949
35,33,0.37969585561497327,0.18333333333333332,0.12121212121212122
36,33,0.17640849014336918,0.1111111111111111,0.06060606060606061
37,132,0.3428058840635875,0.28191489361702127,0.17424242424242425
38,0,,,
39,36,0.40823845290525407,0.35526315789473684,0.5833333333333334
40,40,0.39090221774193545,0.3,0.45
41,86,0.6165313687267603,0.3258426966292135,0.2441860465116279
42,187,0.6689527905118265,0.502262443438914,0.5508021390374331
43,53,0.3997716346153846,0.25333333333333335,0.20754716981132076
44,432,0.6690783957678667,0.6212121212121212,0.6759259259259259
45,297,0.5349715482712583,0.4236760124610592,0.4107744107744108
46,104,0.6066011939893015,0.5403726708074534,0.5384615384615384
47,26,0.36167767937717005,0.23684210526315788,0.19230769230769232
48,20,0.20686016698441917,0.09433962264150944,0.0
49,70,0.3175318028225005,0.16,0.11428571428571428
50,27,0.19199994070854887,0.08928571428571429,0.037037037037037035
51,100,0.41184149752840676,0.35294117647058826,0.28
52,94,0.4071413281216878,0.2857142857142857,0.02127659574468085
53,26,0.4103649300221881,0.10416666666666667,0.0
54,12,0.3656039136302295,0.18421052631578946,0.5
55,68,0.5209259017723867,0.32941176470588235,0.3382352941176471
56,69,0.3644731104894917,0.24324324324324326,0.2463768115942029
57,51,0.5122659966820268,0.36619718309859156,0.47058823529411764
58,28,0.26922620062863967,0.21951219512195122,0.0
59,38,0.42176880137406453,0.23684210526315788,0.39473684210526316
60,51,0.37772575308433937,0.2972972972972973,0.29411764705882354
61,40,0.2923599176438242,0.21739130434782608,0.05
62,27,0.22941225441225443,0.09090909090909091,0.0
63,42,0.2933850388991977,0.2608695652173913,0.23809523809523808
64,43,0.362205153322326,0.24731182795698925,0.16279069767441862
65,43,0.5907606960408684,0.48148148148148145,0.5348837209302325
66,53,0.2776229311904635,0.2631578947368421,0.37735849056603776
67,50,0.49645568115305827,0.40625,0.28
68,27,0.46803266565246787,0.14705882352941177,0.37037037037037035
69,37,0.4960839598997493,0.3508771929824561,0.24324324324324326
70,0,,,
71,27,0.2803210678210678,0.19047619047619047,0.07407407407407407
72,17,0.25121722572853356,0.08888888888888889,0.23529411764705882
73,20,0.3742115676415459,0.13114754098360656,0.3
74,95,0.4904073710355577,0.3860759493670886,0.6210526315789474
75,55,0.4393063083842694,0.2923076923076923,0.05454545454545454
76,8,0.08851885819098934,0.046153846153846156,0.0
77,6,0.1325,0.08,0.0
78,55,0.5281584224598931,0.3333333333333333,0.36363636363636365
79,133,0.42565006188077203,0.3348623853211009,0.5112781954887218
80,25,0.2499729109928,0.10638297872340426,0.16
81,31,0.16593730712624033,0.1,0.0
82,34,0.20134082295410538,0.18072289156626506,0.0
83,46,0.33397487815694815,0.17647058823529413,0.021739130434782608
84,27,0.3542481504846017,0.22641509433962265,0.3333333333333333
85,55,0.3954537502653403,0.25663716814159293,0.01818181818181818
86,48,0.3614617519305019,0.14285714285714285,0.125
87,36,0.37876310339805064,0.136986301369863,0.027777777777777776
88,42,0.33022352963576473,0.15853658536585366,0.0
89,44,0.22605014033585463,0.12244897959183673,0.09090909090909091
90,52,0.5562968640554847,0.42857142857142855,0.3269230769230769
91,28,0.17740496581774473,0.08333333333333333,0.07142857142857142
92,34,0.13403249396700712,0.10309278350515463,0.0
93,27,0.41177633985732576,0.19642857142857142,0.25925925925925924
