community,size,mean_best_match_jaccard,min_best_match_jaccard,fraction_members_in_best_match_every_repeat
0,1,1.0,1.0,1.0
1,14,0.9642857142857143,0.9285714285714286,0.9285714285714286
2,3,0.5,0.3333333333333333,0.3333333333333333
3,12,0.3776442307692308,0.1875,0.25
4,4,0.6696428571428571,0.42857142857142855,0.75
5,2,0.3,0.2,0.0
6,11,0.6208333333333333,0.4,0.5454545454545454
7,5,1.0,1.0,1.0
8,19,0.5350414078674948,0.4,0.15789473684210525
9,4,0.8125,0.75,0.75
10,10,0.8181818181818181,0.7272727272727273,0.8
11,2,1.0,1.0,1.0
12,10,1.0,1.0,1.0
13,12,0.9166666666666666,0.9166666666666666,0.8333333333333334
14,4,0.2761904761904762,0.2,0.25
15,36,0.7237387387387387,0.6216216216216216,0.5555555555555556
16,4,0.9,0.6,0.75
17,9,0.4782368817972533,0.15789473684210525,0.3333333333333333
18,3,0.8,0.2,0.3333333333333333
19,7,0.4981060606060606,0.36363636363636365,0.5714285714285714
20,4,0.6111111111111112,0.2222222222222222,0.5
21,8,0.8666666666666667,0.6666666666666666,0.75
22,5,0.48660714285714285,0.3333333333333333,0.6
23,9,0.7222222222222222,0.6666666666666666,0.5555555555555556
24,38,0.9036580129327241,0.8292682926829268,0.8947368421052632
25,9,0.5113636363636364,0.46153846153846156,0.6666666666666666
26,2,0.8333333333333333,0.6666666666666666,1.0
27,1,0.7857142857142857,0.14285714285714285,1.0
28,3,0.7875,0.4,0.6666666666666666
29,93,0.9946236559139785,0.978494623655914,0.978494623655914
30,2,0.675,0.2,0.5
31,5,0.6428571428571428,0.42857142857142855,0.6
32,2,0.75,0.3333333333333333,0.5
33,6,0.8333333333333334,0.5,0.5
34,8,0.5217171717171717,0.4,0.25
35,10,0.42569444444444443,0.1111111111111111,0.0
36,2,0.6,0.4,1.0
37,5,0.75,0.6,0.6
38,10,0.925,0.9,0.9
39,3,1.0,1.0,1.0
40,1,0.4375,0.25,1.0
41,10,0.7234848484848485,0.5,0.4
42,42,1.0,1.0,1.0
43,16,0.7328431372549019,0.5,0.5
44,3,1.0,1.0,1.0
45,7,0.6701388888888888,0.2777777777777778,0.5714285714285714
46,4,1.0,1.0,1.0
47,12,0.8490728021978022,0.6875,0.8333333333333334
48,1,1.0,1.0,1.0
49,1,1.0,1.0,1.0
50,7,1.0,1.0,1.0
51,9,0.861111111111111,0.7777777777777778,0.5555555555555556
52,6,0.2857142857142857,0.2857142857142857,0.3333333333333333
53,2,1.0,1.0,1.0
54,1,1.0,1.0,1.0
55,9,0.8762626262626263,0.7272727272727273,0.7777777777777778
56,11,0.4725274725274725,0.42857142857142855,0.2727272727272727
57,3,0.7916666666666666,0.6666666666666666,0.6666666666666666
58,2,0.41666666666666663,0.3333333333333333,0.5
59,27,0.8201058201058201,0.6666666666666666,0.9259259259259259
60,3,0.8333333333333334,0.3333333333333333,0.3333333333333333
61,11,0.7097902097902098,0.38461538461538464,0.45454545454545453
62,12,0.43769025092554503,0.29411764705882354,0.08333333333333333
63,3,0.7125,0.6,1.0
64,2,0.875,0.5,1.0
65,3,1.0,1.0,1.0
66,3,0.6833333333333333,0.3333333333333333,0.0
67,1,0.8333333333333334,0.3333333333333333,1.0
68,4,0.625,0.25,0.0
69,18,0.7390759507464313,0.6956521739130435,0.7777777777777778
70,4,0.65,0.4,0.5
71,4,0.75,0.6,0.75
72,5,0.5277777777777778,0.1111111111111111,0.2
73,7,0.9642857142857143,0.8571428571428571,0.8571428571428571
74,5,0.55,0.2,0.2
75,1,1.0,1.0,1.0
76,4,0.95,0.8,1.0
77,1,1.0,1.0,1.0
78,2,1.0,1.0,1.0
79,86,0.719676215194335,0.6336633663366337,0.7441860465116279
80,4,0.9375,0.75,0.75
81,2,1.0,1.0,1.0
82,2,1.0,1.0,1.0
83,3,0.85,0.4,0.6666666666666666
84,14,0.7533502874834145,0.5789473684210527,0.7857142857142857
85,20,0.8607142857142858,0.6428571428571429,0.8
86,17,0.9342105263157895,0.7368421052631579,0.8235294117647058
87,15,0.9833333333333334,0.9333333333333333,0.9333333333333333
88,1,0.5833333333333334,0.3333333333333333,1.0
89,4,1.0,1.0,1.0
90,10,0.6208333333333333,0.4166666666666667,0.4
91,6,0.6071428571428571,0.5714285714285714,0.6666666666666666
92,32,0.6785714285714286,0.5641025641025641,0.4375
93,2,0.6964285714285714,0.2857142857142857,1.0
94,1,1.0,1.0,1.0
95,2,0.4583333333333333,0.25,0.0
96,3,0.4043831168831169,0.18181818181818182,0.6666666666666666
97,13,0.6006362058993637,0.42105263157894735,0.3076923076923077
98,5,0.7916666666666666,0.6666666666666666,0.8
99,26,0.7394010152630842,0.5238095238095238,0.8461538461538461
100,3,1.0,1.0,1.0
101,16,0.5025845864661654,0.3333333333333333,0.25
102,3,0.5625,0.3333333333333333,0.3333333333333333
103,4,0.75,0.5,0.75
104,3,0.8541666666666666,0.6666666666666666,0.6666666666666666
105,4,0.6583333333333333,0.3333333333333333,0.5
106,31,0.8370156675110235,0.5263157894736842,0.6129032258064516
107,4,0.95,0.8,1.0
108,9,0.8636363636363636,0.45454545454545453,0.5555555555555556
109,3,1.0,1.0,1.0
110,2,0.8333333333333333,0.6666666666666666,1.0
111,58,0.950329832999588,0.9180327868852459,0.9482758620689655
112,24,0.99,0.96,1.0
113,22,0.6317663817663818,0.2962962962962963,0.18181818181818182
114,3,0.7291666666666666,0.16666666666666666,0.3333333333333333
115,4,0.6,0.4,0.0
116,3,0.9375,0.75,1.0
117,3,0.4388888888888889,0.2222222222222222,0.3333333333333333
118,2,0.9166666666666666,0.6666666666666666,1.0
119,4,0.42500000000000004,0.4,0.5
120,3,0.7708333333333334,0.3333333333333333,0.3333333333333333
121,6,0.59375,0.375,0.5
122,3,0.9375,0.75,1.0
123,13,0.814516129032258,0.25806451612903225,0.6153846153846154
124,10,0.706876456876457,0.6153846153846154,0.8
125,5,0.9166666666666667,0.8333333333333334,1.0
126,20,0.3231837606837607,0.23076923076923078,0.4
127,2,0.3333333333333333,0.3333333333333333,0.5
128,14,0.5027427637721755,0.32142857142857145,0.21428571428571427
129,3,0.6666666666666666,0.5,0.3333333333333333
130,3,0.8333333333333333,0.6666666666666666,0.6666666666666666
131,1,0.3873106060606061,0.09090909090909091,1.0
132,9,0.8055555555555556,0.4444444444444444,0.4444444444444444
133,29,0.7390248424175009,0.5,0.5172413793103449
134,10,0.6791666666666667,0.5833333333333334,0.7
135,12,0.5555555555555556,0.5,0.8333333333333334
136,1,1.0,1.0,1.0
137,2,0.6875,0.25,0.5
138,5,0.9,0.8,0.8
139,10,0.9772727272727273,0.9090909090909091,1.0
140,5,0.4681818181818182,0.2727272727272727,0.4
141,8,0.2145021645021645,0.14285714285714285,0.0
142,31,0.5018664909969258,0.391304347826087,0.0967741935483871
143,1,0.6111111111111112,0.1111111111111111,1.0
144,7,0.737012987012987,0.09090909090909091,0.14285714285714285
145,6,0.5803571428571428,0.25,0.0
146,6,0.27793040293040294,0.16666666666666666,0.0
147,11,0.2683982683982684,0.18181818181818182,0.0
148,4,0.3625,0.16666666666666666,0.0
149,9,1.0,1.0,1.0
150,9,0.5277777777777778,0.4444444444444444,0.4444444444444444
151,17,0.4606359649122807,0.20833333333333334,0.11764705882352941
152,6,0.5461309523809523,0.375,0.3333333333333333
153,9,0.8125,0.5833333333333334,0.7777777777777778
154,4,0.2508741258741259,0.23076923076923078,0.25
155,32,0.8946428571428572,0.8285714285714286,0.84375
156,2,0.9166666666666666,0.6666666666666666,1.0
157,17,0.198597442114772,0.13333333333333333,0.0
158,12,0.736359126984127,0.5555555555555556,0.8333333333333334
159,11,0.8798076923076923,0.7692307692307693,0.9090909090909091
160,107,0.9416539172445644,0.9285714285714286,0.9345794392523364
161,4,0.6,0.6,0.75
162,12,0.7734432234432234,0.5333333333333333,0.5833333333333334
163,2,0.5,0.5,0.5
164,3,0.6875,0.6666666666666666,0.6666666666666666
165,24,0.6600738916256157,0.42857142857142855,0.4166666666666667
166,4,0.8666666666666667,0.6666666666666666,1.0
167,3,0.4464285714285714,0.2857142857142857,0.3333333333333333
168,11,0.9583333333333333,0.9166666666666666,1.0
169,4,0.5875,0.5,0.25
170,18,0.5,0.3333333333333333,0.2222222222222222
171,3,0.45,0.2,0.0
172,6,0.8348214285714286,0.625,0.8333333333333334
173,17,0.7046783625730995,0.6111111111111112,0.6470588235294118
174,6,1.0,1.0,1.0
175,7,0.4310897435897436,0.3076923076923077,0.42857142857142855
176,10,0.4007936507936508,0.3333333333333333,0.5
177,2,0.8125,0.25,0.5
178,12,0.5377262443438914,0.35,0.3333333333333333
179,52,0.6486645299145299,0.3888888888888889,0.36538461538461536
180,27,0.9910714285714286,0.9642857142857143,1.0
181,3,0.6666666666666666,0.5,0.3333333333333333
182,3,0.25856643356643355,0.23076923076923078,1.0
183,10,0.7587412587412588,0.3076923076923077,0.4
184,6,0.7666666666666666,0.4,0.6666666666666666
185,4,0.8,0.2,0.5
186,35,0.5776454033771107,0.38,0.45714285714285713
187,5,0.6011904761904762,0.5,0.4
188,7,0.8069444444444445,0.7,1.0
189,19,0.553695652173913,0.15,0.10526315789473684
190,8,0.5606060606060606,0.45454545454545453,0.625
191,1,0.1617063492063492,0.1111111111111111,1.0
192,4,1.0,1.0,1.0
193,4,0.5571428571428572,0.42857142857142855,0.75
194,2,0.23846153846153845,0.13333333333333333,0.5
195,2,0.4583333333333333,0.3333333333333333,0.5
196,10,0.2804383116883117,0.13636363636363635,0.1
197,48,0.6480867346938776,0.35,0.4166666666666667
198,5,0.6291666666666667,0.6,0.6
199,4,0.9375,0.75,0.75
200,5,0.46875,0.375,0.2
201,3,0.9375,0.75,1.0
202,13,0.5448529411764707,0.35,0.23076923076923078
203,18,0.7639097744360902,0.37142857142857144,0.7222222222222222
204,7,0.5477022977022977,0.3076923076923077,0.2857142857142857
205,4,0.9,0.6,0.75
206,6,0.4684974747474747,0.375,0.3333333333333333
207,2,1.0,1.0,1.0
208,20,0.9880952380952381,0.9523809523809523,1.0
209,16,0.7893382352941176,0.4,0.5
210,42,0.8504972641230405,0.6964285714285714,0.8809523809523809
211,8,0.5752525252525252,0.2,0.125
212,12,0.6130952380952381,0.19047619047619047,0.3333333333333333
213,55,0.7958133971291865,0.6666666666666666,0.6727272727272727
214,5,0.9583333333333334,0.8333333333333334,1.0
215,26,0.9814814814814814,0.9629629629629629,1.0
216,2,0.9166666666666666,0.6666666666666666,1.0
217,8,0.861111111111111,0.7777777777777778,0.875
218,29,0.8788314176245211,0.7222222222222222,0.8620689655172413
219,3,1.0,1.0,1.0
220,7,1.0,1.0,1.0
221,6,0.6517857142857143,0.5,0.8333333333333334
222,14,1.0,1.0,1.0
223,7,0.31875,0.25,0.2857142857142857
224,4,0.31726190476190474,0.25,0.0
225,3,1.0,1.0,1.0
226,4,0.775,0.5,0.75
227,1,1.0,1.0,1.0
228,1,0.775,0.1,1.0
229,8,0.2777777777777778,0.25,0.0
230,8,0.8125,0.7,0.625
231,8,0.5744047619047619,0.19047619047619047,0.375
232,8,0.7194444444444444,0.6,0.625
233,7,0.5982142857142857,0.2857142857142857,0.14285714285714285
234,1,1.0,1.0,1.0
235,3,1.0,1.0,1.0
236,6,0.6517857142857143,0.5714285714285714,0.5
237,10,0.7205128205128205,0.6153846153846154,0.8
238,15,0.3459225539114075,0.23684210526315788,0.5333333333333333
239,2,0.75,0.5,0.5
240,14,0.48141339869281047,0.3888888888888889,0.21428571428571427
241,2,0.5,0.3333333333333333,0.0
242,3,1.0,1.0,1.0
243,4,0.8125,0.5,0.75
244,3,0.5,0.3333333333333333,0.3333333333333333
245,5,0.95,0.8,0.8
246,2,0.3333333333333333,0.3333333333333333,0.5
247,36,0.8584637268847796,0.5945945945945946,0.6111111111111112
248,3,0.5833333333333333,0.3333333333333333,0.3333333333333333
249,3,0.5625,0.5,0.6666666666666666
250,21,0.8146997929606625,0.6428571428571429,0.8571428571428571
251,8,1.0,1.0,1.0
252,10,0.9772727272727273,0.9090909090909091,1.0
253,1,1.0,1.0,1.0
254,5,0.7083333333333334,0.16666666666666666,0.2
255,10,0.6432473776223776,0.3125,0.5
256,10,0.6043956043956045,0.5714285714285714,0.8
257,1,0.7857142857142857,0.14285714285714285,1.0
258,2,0.6458333333333334,0.25,0.5
259,1,1.0,1.0,1.0
260,21,0.9880952380952381,0.9523809523809523,0.9523809523809523
261,9,0.8,0.8,0.8888888888888888
262,8,0.78125,0.5,0.375
263,47,0.8283181842884704,0.6724137931034483,0.723404255319149
264,32,0.9543087121212122,0.9090909090909091,0.9375
265,4,0.5791666666666667,0.16666666666666666,0.0
266,3,1.0,1.0,1.0
267,4,0.775,0.6,0.75
268,8,0.47996794871794873,0.25,0.25
269,22,0.2069415292353823,0.16,0.09090909090909091
270,7,0.7604166666666666,0.16666666666666666,0.2857142857142857
271,5,0.6833333333333333,0.3333333333333333,0.6
272,4,0.5125,0.4,0.5
273,13,0.6178513071895425,0.5882352941176471,0.7692307692307693
274,6,1.0,1.0,1.0
275,4,0.45,0.4,0.25
276,1,0.875,0.5,1.0
277,1,1.0,1.0,1.0
278,26,0.6974206349206349,0.6666666666666666,0.6153846153846154
279,5,0.75,0.3333333333333333,0.6
280,2,0.625,0.25,0.5
281,3,1.0,1.0,1.0
282,4,0.6875,0.6,0.5
283,4,0.37142857142857144,0.2,0.25
284,2,1.0,1.0,1.0
285,6,0.90625,0.625,0.8333333333333334
286,5,1.0,1.0,1.0
287,4,0.7,0.6,0.75
288,1,1.0,1.0,1.0
289,4,0.75,0.75,0.75
290,6,0.7420634920634921,0.4444444444444444,0.6666666666666666
291,19,0.6932234432234432,0.6428571428571429,0.7894736842105263
292,3,0.75,0.5,0.6666666666666666
293,2,1.0,1.0,1.0
294,10,0.635576923076923,0.5,0.5
295,2,1.0,1.0,1.0
296,4,0.325,0.2,0.25
297,8,0.23230531078828293,0.2,0.0
298,8,0.6215277777777778,0.4444444444444444,0.125
299,11,0.40135941644562334,0.25,0.6363636363636364
300,2,0.23154761904761906,0.14285714285714285,0.0
301,6,0.5873015873015873,0.2222222222222222,0.3333333333333333
302,3,0.6875,0.5,0.6666666666666666
303,4,0.5375,0.4,0.25
304,1,1.0,1.0,1.0
305,4,0.9,0.6,0.75
306,8,0.9166666666666666,0.8888888888888888,1.0
307,8,0.594017094017094,0.15384615384615385,0.0
308,6,0.7785714285714286,0.4,0.5
309,2,0.725,0.4,0.5
310,1,1.0,1.0,1.0
311,5,0.8500000000000001,0.8,0.6
312,3,0.4041666666666667,0.2,0.0
313,12,1.0,1.0,1.0
314,2,0.425,0.2,0.5
315,4,0.5371212121212121,0.16666666666666666,0.25
316,28,0.8346264367816092,0.6551724137931034,0.6428571428571429
317,27,0.9559729064039408,0.9285714285714286,0.9629629629629629
318,4,0.75,0.4,0.5
319,1,0.75,0.5,1.0
320,6,1.0,1.0,1.0
321,13,0.9040885585003232,0.7647058823529411,0.9230769230769231
322,16,0.8848039215686274,0.8333333333333334,0.9375
323,2,1.0,1.0,1.0
324,3,0.7291666666666666,0.16666666666666666,0.3333333333333333
325,10,0.36363636363636365,0.18181818181818182,0.2
326,6,1.0,1.0,1.0
327,3,0.6666666666666666,0.5,0.6666666666666666
328,3,1.0,1.0,1.0
329,8,0.85,0.7,0.875
330,1,1.0,1.0,1.0
331,7,0.550414862914863,0.18181818181818182,0.2857142857142857
332,4,0.42142857142857143,0.25,0.25
333,6,0.3300865800865801,0.21428571428571427,0.3333333333333333
334,3,0.875,0.5,1.0
335,22,0.573469859184145,0.30612244897959184,0.45454545454545453
336,8,0.2743055555555556,0.2222222222222222,0.25
337,4,0.525,0.4,0.25
338,33,0.4175632307532179,0.34210526315789475,0.3939393939393939
339,4,0.7666666666666666,0.4,0.5
340,5,0.20833333333333331,0.16666666666666666,0.0
341,5,0.625,0.5555555555555556,1.0
342,5,0.3896103896103896,0.2727272727272727,0.0
343,6,0.9642857142857143,0.8571428571428571,1.0
344,14,0.90625,0.8125,0.8571428571428571
345,12,0.6480769230769231,0.4,0.4166666666666667
346,15,0.7748570261437908,0.7222222222222222,0.7333333333333333
347,57,0.8769873903508771,0.578125,0.6140350877192983
348,5,0.3770833333333333,0.3333333333333333,0.2
349,4,0.5416666666666666,0.16666666666666666,0.25
350,7,0.7529761904761905,0.5833333333333334,0.7142857142857143
351,4,0.5416666666666666,0.2,0.0
352,4,0.35714285714285715,0.14285714285714285,0.0
353,9,0.5388888888888889,0.2222222222222222,0.2222222222222222
354,3,0.8125,0.5,0.6666666666666666
355,4,0.4875,0.2,0.25
356,4,0.7083333333333334,0.3333333333333333,0.5
357,1,1.0,1.0,1.0
358,4,0.26785714285714285,0.25,0.0
359,5,0.7321428571428572,0.5,0.6
360,2,1.0,1.0,1.0
361,24,0.7872222222222223,0.7407407407407407,0.75
362,12,0.9434523809523809,0.8571428571428571,0.9166666666666666
363,14,0.48122373949579833,0.42857142857142855,0.14285714285714285
364,9,0.95,0.9,1.0
365,1,1.0,1.0,1.0
366,3,0.75,0.6666666666666666,0.6666666666666666
367,4,0.675,0.6,0.5
368,3,0.5916666666666667,0.2,0.0
369,2,0.875,0.5,0.5
370,6,0.33125,0.125,0.16666666666666666
371,6,0.19642857142857142,0.14285714285714285,0.0
372,7,1.0,1.0,1.0
373,4,0.75,0.75,0.75
374,8,0.4930555555555556,0.4166666666666667,0.125
375,4,1.0,1.0,1.0
376,2,0.75,0.5,0.5
377,6,0.8928571428571428,0.8571428571428571,1.0
378,1,1.0,1.0,1.0
379,4,0.475,0.4,0.5
380,4,0.5625,0.5,0.25
381,3,0.41666666666666663,0.3333333333333333,0.3333333333333333
382,5,0.5416666666666666,0.5,0.4
383,3,0.35,0.2,0.3333333333333333
384,5,0.3072916666666667,0.16666666666666666,0.2
385,15,0.5365806401612028,0.3235294117647059,0.7333333333333333
386,23,0.7219384057971014,0.52,0.5217391304347826
387,4,0.8375,0.6,0.75
388,4,0.3125,0.25,0.0
389,2,1.0,1.0,1.0
390,1,0.7083333333333334,0.3333333333333333,1.0
391,4,0.43333333333333335,0.25,0.0
392,24,0.5814472309299895,0.30303030303030304,0.375
393,12,0.39595321824381924,0.21739130434782608,0.08333333333333333
394,16,0.731907894736842,0.631578947368421,0.5625
395,1,0.35416666666666663,0.25,1.0
396,3,0.9166666666666666,0.6666666666666666,0.6666666666666666
397,3,0.8125,0.5,0.6666666666666666
398,3,1.0,1.0,1.0
399,11,0.5607142857142857,0.35,0.5454545454545454
400,4,0.8166666666666667,0.6666666666666666,1.0
401,10,0.5419237625119978,0.23529411764705882,0.3
402,10,0.7575757575757576,0.36363636363636365,0.4
403,11,0.842948717948718,0.7692307692307693,0.9090909090909091
404,6,0.5381944444444444,0.3333333333333333,0.5
405,12,0.49278846153846156,0.125,0.08333333333333333
406,3,0.625,0.5,0.6666666666666666
407,5,0.4464285714285714,0.16666666666666666,0.2
408,5,0.3571428571428571,0.2857142857142857,0.4
409,2,0.3416666666666667,0.2,0.5
410,1,1.0,1.0,1.0
411,7,0.771978021978022,0.23076923076923078,0.42857142857142855
412,16,0.8079044117647058,0.7058823529411765,0.625
413,4,0.8125,0.75,0.75
414,24,0.4113422054998142,0.2222222222222222,0.2916666666666667
415,2,0.17946428571428572,0.125,0.0
416,10,0.2548076923076923,0.23076923076923078,0.3
417,2,1.0,1.0,1.0
418,5,0.5892857142857143,0.42857142857142855,0.2
419,1,0.7916666666666666,0.16666666666666666,1.0
420,15,0.4947746521476104,0.2413793103448276,0.13333333333333333
421,2,0.2833333333333333,0.2,0.5
422,5,0.5416666666666666,0.2,0.2
423,4,0.9,0.8,1.0
424,9,0.7583333333333333,0.7,0.7777777777777778
425,9,0.375,0.25,0.0
426,4,0.4642857142857143,0.42857142857142855,0.5
427,19,1.0,1.0,1.0
428,1,1.0,1.0,1.0
429,2,0.3333333333333333,0.3333333333333333,0.5
430,12,0.9017857142857143,0.8333333333333334,0.8333333333333334
431,23,0.6775680322232046,0.4074074074074074,0.43478260869565216
432,7,0.5416666666666666,0.16666666666666666,0.14285714285714285
433,3,0.9375,0.75,1.0
434,10,0.975,0.9,0.9
435,11,0.4026116427432217,0.25,0.18181818181818182
436,3,1.0,1.0,1.0
437,2,0.7083333333333333,0.5,1.0
438,2,0.5083333333333333,0.2,0.0
439,15,0.32742149491375494,0.2,0.0
440,2,0.75,0.6666666666666666,1.0
441,4,0.4875,0.2,0.0
442,15,0.8757965686274509,0.6875,0.6666666666666666
443,5,0.5333333333333333,0.3333333333333333,0.4
444,3,0.6666666666666666,0.5,0.6666666666666666
445,7,0.5834790209790209,0.5,0.8571428571428571
446,8,1.0,1.0,1.0
447,12,1.0,1.0,1.0
448,8,0.4236111111111111,0.25,0.0
449,7,0.21875,0.125,0.0
450,3,0.625,0.5,0.6666666666666666
451,18,0.7347587719298245,0.625,0.7222222222222222
452,20,0.713076923076923,0.68,0.8
453,2,0.625,0.5,0.5
454,7,0.55,0.3,0.14285714285714285
455,6,0.8888888888888888,0.5555555555555556,0.8333333333333334
456,3,0.44166666666666665,0.16666666666666666,0.0
457,3,0.7375,0.6,1.0
458,3,0.6666666666666666,0.5,0.6666666666666666
459,6,0.7217261904761905,0.625,0.6666666666666666
460,4,0.5989974937343359,0.15789473684210525,0.75
461,9,0.4666666666666667,0.2,0.2222222222222222
462,3,1.0,1.0,1.0
463,17,0.7443977591036415,0.6666666666666666,0.7647058823529411
464,3,0.3333333333333333,0.3333333333333333,0.3333333333333333
465,3,0.6666666666666666,0.6666666666666666,0.3333333333333333
466,1,0.5,0.5,1.0
467,12,0.3844362745098039,0.3,0.0
468,9,0.6948232323232324,0.5833333333333334,0.6666666666666666
469,6,0.6666666666666666,0.5714285714285714,0.6666666666666666
470,12,0.5292457542457543,0.18181818181818182,0.3333333333333333
471,6,0.8869047619047619,0.7142857142857143,0.6666666666666666
472,9,0.4757326007326007,0.3076923076923077,0.4444444444444444
473,2,0.5357142857142857,0.14285714285714285,0.5
474,4,0.6875,0.4,0.5
475,8,0.3551948051948052,0.19047619047619047,0.25
476,11,0.5204795204795205,0.36363636363636365,0.18181818181818182
477,37,0.8877059986816085,0.8,0.8918918918918919
478,12,0.6037087912087912,0.35714285714285715,0.08333333333333333
479,6,0.9583333333333334,0.8333333333333334,0.8333333333333334
480,3,0.875,0.75,1.0
481,4,0.75,0.25,0.25
482,9,0.8178571428571428,0.5714285714285714,0.8888888888888888
483,18,0.6098855092276145,0.2857142857142857,0.0
484,4,1.0,1.0,1.0
485,2,1.0,1.0,1.0
486,9,0.5727272727272728,0.3,0.3333333333333333
487,1,0.375,0.125,1.0
488,17,0.7023809523809524,0.42857142857142855,0.5882352941176471
489,5,0.95,0.8,0.8
490,11,0.8129370629370629,0.6153846153846154,0.6363636363636364
491,10,0.6982517482517483,0.5384615384615384,0.7
492,1,1.0,1.0,1.0
493,6,0.7008928571428572,0.625,0.8333333333333334
494,1,1.0,1.0,1.0
495,2,1.0,1.0,1.0
496,5,0.95,0.8,0.8
497,7,0.90625,0.875,1.0
498,7,0.422979797979798,0.18181818181818182,0.2857142857142857
499,7,0.7777777777777778,0.7777777777777778,1.0
500,1,0.17897727272727273,0.09090909090909091,1.0
501,6,0.24929971988795518,0.11764705882352941,0.3333333333333333
502,1,1.0,1.0,1.0
503,19,0.6167243083003953,0.4782608695652174,0.2631578947368421
504,1,0.46875,0.125,1.0
505,1,1.0,1.0,1.0
506,1,1.0,1.0,1.0
507,3,0.3333333333333333,0.3333333333333333,0.3333333333333333
508,20,0.9170995670995671,0.8636363636363636,0.95
509,11,0.9375,0.9166666666666666,1.0
510,7,0.875,0.75,0.8571428571428571
511,20,0.7377658573310747,0.6363636363636364,0.6
512,23,0.3197089947089947,0.22857142857142856,0.0
513,4,0.725,0.6,0.75
514,1,0.875,0.5,1.0
515,2,0.5666666666666667,0.13333333333333333,1.0
516,10,0.5084935897435897,0.4375,0.5
517,5,0.75,0.5,0.6
518,4,0.5,0.2,0.25
519,16,0.437598814229249,0.391304347826087,0.1875
520,1,1.0,1.0,1.0
521,6,0.5916666666666667,0.2,0.3333333333333333
522,7,0.96875,0.875,1.0
523,4,0.2875,0.25,0.5
524,8,0.8541666666666666,0.6666666666666666,0.75
525,4,0.9,0.8,1.0
526,9,0.625,0.3333333333333333,0.1111111111111111
527,5,0.35714285714285715,0.16666666666666666,0.0
528,18,0.5099206349206349,0.42857142857142855,0.5
529,5,0.9,0.6,0.6
530,5,0.9583333333333334,0.8333333333333334,1.0
531,4,1.0,1.0,1.0
