community,size,mean_pair_cosine,mean_cosine_silhouette,negative_silhouette_fraction,representatives,boundary_words,deterministic_sample,all_members,soft_mass,mean_max_membership,mean_normalized_membership_entropy,highest_membership_words,strongest_members_outside_hard_cluster
0,41,0.3959460336875995,0.1025436909501269,0.04878048780487805,冬天 | 阴天 | 炎热 | 晴朗 | 天气 | 夏天 | 夜晚 | 下雪 | 下雨 | 晴天 | 冬季 | 季节,每逢 | 临近 | 夜里 | 旺季 | 暴雨 | 来临 | 气候 | 风和日丽,下雨 | 刮风 | 季节 | 冬季 | 夏天 | 节气 | 早晨 | 零下 | 傍晚 | 秋天 | 时节 | 多云,冬天 | 阴天 | 炎热 | 晴朗 | 天气 | 夏天 | 夜晚 | 下雪 | 下雨 | 晴天 | 冬季 | 季节 | 时节 | 寒冷 | 秋天 | 夏季 | 气温 | 傍晚 | 夜里 | 刮风 | 白天 | 早晨 | 清晨 | 春天 | 春季 | 秋季 | 节气 | 风和日丽 | 夜间 | 多云 | 暴雨 | 高温 | 零下 | 气候 | 旺季 | 来临 | 高峰期 | 每逢 | 台风 | 高峰 | 临近,41.000000125082586,0.9999999994705523,1.943632859190324e-9,下雨:1.000000 | 下雪:1.000000 | 傍晚:1.000000 | 冬天:1.000000 | 冬季:1.000000 | 刮风:1.000000 | 台风:1.000000 | 夏天:1.000000 | 夏季:1.000000 | 多云:1.000000 | 夜晚:1.000000 | 夜间:1.000000,
1,49,0.42045026138616615,0.06642660874009765,0.061224489795918366,嘲笑 | 讥笑 | 取笑 | 责怪 | 瞧不起 | 责备 | 耻笑 | 轻蔑 | 鄙视 | 埋怨 | 妒忌 | 挖苦,不服气 | 迷惑 | 夸夸其谈 | 冤枉 | 忌讳 | 敬而远之 | 冒犯 | 爱理不理,嘲弄 | 讽刺 | 耻笑 | 嫌弃 | 鄙视 | 抱怨 | 嫉妒 | 不屑 | 埋怨 | 讥笑 | 取笑 | 瞧不起,嘲笑 | 讥笑 | 取笑 | 责怪 | 瞧不起 | 责备 | 耻笑 | 轻蔑 | 鄙视 | 埋怨 | 妒忌 | 挖苦 | 嫌弃 | 嫉妒 | 嘲弄 | 不屑 | 看不起 | 反感 | 讽刺 | 恭维 | 讨厌 | 刁难 | 抱怨 | 理睬 | 讨好 | 不服气 | 介意 | 夸耀 | 吹捧 | 在乎 | 调侃 | 在意 | 挑剔 | 怀疑 | 炫耀 | 理会 | 冒犯 | 爱理不理 | 不在乎 | 卖弄 | 冤枉 | 附和 | 得罪 | 冷落 | 忌讳 | 迷惑 | 夸夸其谈 | 沽名钓誉 | 敬而远之,49.00429704491688,0.9999977138407704,4.675006269505592e-6,卖弄:1.000000 | 嘲笑:1.000000 | 夸耀:1.000000 | 妒忌:1.000000 | 嫉妒:1.000000 | 挑剔:1.000000 | 炫耀:1.000000 | 理会:1.000000 | 理睬:1.000000 | 看不起:1.000000 | 瞧不起:1.000000 | 冒犯:1.000000,
2,35,0.39088009397590706,0.07374041344145303,0.08571428571428572,妖怪 | 鬼 | 小偷儿 | 坏人 | 怪物 | 疯子 | 笨蛋 | 野兽 | 流氓 | 虫子 | 家伙 | 狗,骗人 | 家伙 | 救命 | 阎王 | 小偷儿 | 青蛙 | 警察 | 猫,家伙 | 贼 | 青蛙 | 虫子 | 海盗 | 怪物 | 鬼 | 魔鬼 | 猩猩 | 强盗 | 小丑 | 骗人,妖怪 | 鬼 | 小偷儿 | 坏人 | 怪物 | 疯子 | 笨蛋 | 野兽 | 流氓 | 虫子 | 家伙 | 狗 | 猫 | 贼 | 巫婆 | 小丑 | 强盗 | 蚊子 | 小人 | 土匪 | 狼 | 傻瓜 | 猎人 | 苍蝇 | 魔鬼 | 猩猩 | 青蛙 | 阎王 | 外星人 | 警察 | 海盗 | 好人 | 杀手 | 骗人 | 救命,34.99983184587359,0.9999951688488843,8.835363780981566e-6,好人:1.000000 | 家伙:1.000000 | 小丑:1.000000 | 小人:1.000000 | 小偷儿:1.000000 | 救命:1.000000 | 杀手:1.000000 | 疯子:1.000000 | 笨蛋:1.000000 | 苍蝇:1.000000 | 虫子:1.000000 | 蚊子:1.000000,
3,43,0.5338101735627576,0.27323929938206815,0.0,衬衣 | 衬衫 | 裙子 | 上衣 | 短裤 | 毛衣 | 外套 | 大衣 | 裤子 | 衣服 | 西装 | 袜子,球拍 | 化妆 | 背包 | 口罩 | 眼镜 | 戴 | 婚纱 | 项链,背包 | 裤子 | 球鞋 | 外套 | 制服 | 背心 | 戴 | 袜子 | 衣服 | 西装 | 发型 | 围巾,衬衣 | 衬衫 | 裙子 | 上衣 | 短裤 | 毛衣 | 外套 | 大衣 | 裤子 | 衣服 | 西装 | 袜子 | 牛仔裤 | 围巾 | 鞋 | 凉鞋 | 羽绒服 | 皮鞋 | 拖鞋 | 领带 | 穿着 | 背心 | 球鞋 | 内衣 | 礼服 | 雨衣 | 旗袍 | 高跟鞋 | 穿 | 帽子 | 靴子 | 款式 | 项链 | 婚纱 | 制服 | 口罩 | 外衣 | 发型 | 眼镜 | 背包 | 戴 | 球拍 | 化妆,42.99999991188524,0.9999999979507525,6.777335344392519e-9,上衣:1.000000 | 凉鞋:1.000000 | 制服:1.000000 | 化妆:1.000000 | 外套:1.000000 | 外衣:1.000000 | 婚纱:1.000000 | 帽子:1.000000 | 戴:1.000000 | 拖鞋:1.000000 | 旗袍:1.000000 | 牛仔裤:1.000000,
4,34,0.4320985315872663,0.09929948973687074,0.058823529411764705,敬重 | 敬佩 | 钦佩 | 尊敬 | 感激 | 赞许 | 同情 | 羡慕 | 赞赏 | 怜惜 | 佩服 | 信任,自豪 | 称呼 | 骄傲 | 夸奖 | 亲近 | 佩服 | 怜惜 | 羡慕,赞赏 | 关心 | 宠爱 | 认同 | 敬佩 | 骄傲 | 感激 | 称呼 | 亲近 | 羡慕 | 尊敬 | 自豪,敬重 | 敬佩 | 钦佩 | 尊敬 | 感激 | 赞许 | 同情 | 羡慕 | 赞赏 | 怜惜 | 佩服 | 信任 | 信赖 | 赞美 | 崇拜 | 尊重 | 喜爱 | 认同 | 热爱 | 夸奖 | 珍视 | 爱护 | 好感 | 认可 | 宠爱 | 关心 | 爱惜 | 骄傲 | 赞同 | 自豪 | 向往 | 亲近 | 看重 | 称呼,34.00000010356747,0.9999999996430475,1.3717421521359933e-9,亲近:1.000000 | 佩服:1.000000 | 信任:1.000000 | 信赖:1.000000 | 同情:1.000000 | 喜爱:1.000000 | 夸奖:1.000000 | 好感:1.000000 | 宠爱:1.000000 | 崇拜:1.000000 | 怜惜:1.000000 | 敬佩:1.000000,
5,59,0.28576390990559036,-0.0021755283003562255,0.5084745762711864,会谈 | 磋商 | 会晤 | 议会 | 谈判 | 国会 | 首脑 | 会议 | 议员 | 内阁 | 协商 | 决议,互访 | 竞选 | 命令 | 针锋相对 | 选举 | 调解 | 人事 | 代理人,条约 | 争端 | 声明 | 局势 | 总理 | 表态 | 事务 | 惯例 | 行动 | 互访 | 大使馆 | 和解,会谈 | 磋商 | 会晤 | 议会 | 谈判 | 国会 | 首脑 | 会议 | 议员 | 内阁 | 协商 | 决议 | 协定 | 争端 | 议程 | 辩论 | 交涉 | 大选 | 谈话 | 总统 | 条约 | 首相 | 选举 | 讲话 | 和解 | 发言 | 表态 | 商讨 | 联合国 | 事务 | 总理 | 立场 | 提议 | 局势 | 让步 | 竞选 | 互访 | 领事 | 谅解 | 声明 | 调解 | 官员 | 事宜 | 职权 | 建交 | 事态 | 意见 | 大使馆 | 联邦 | 行动 | 指示 | 口头 | 命令 | 针锋相对 | 人事 | 人士 | 场合 | 惯例 | 代理人,58.925820317455155,0.9986725680837027,0.0012441488924274055,交涉:1.000000 | 指示:1.000000 | 谈话:1.000000 | 辩论:1.000000 | 磋商:1.000000 | 商讨:1.000000 | 和解:1.000000 | 大选:1.000000 | 口头:1.000000 | 场合:1.000000 | 讲话:1.000000 | 谈判:1.000000,
6,49,0.2856135004125037,-0.021649781845116615,0.7142857142857143,楷模 | 情谊 | 信念 | 心愿 | 恩情 | 瑰宝 | 榜样 | 遗愿 | 子孙 | 光辉 | 故乡 | 旗帜,后代 | 情谊 | 子孙 | 深信 | 恩惠 | 血脉 | 祖先 | 心声,事业 | 昌盛 | 勋章 | 英雄 | 恩情 | 鹏程万里 | 殿堂 | 万古长青 | 愿望 | 光辉 | 深信 | 诺言,楷模 | 情谊 | 信念 | 心愿 | 恩情 | 瑰宝 | 榜样 | 遗愿 | 子孙 | 光辉 | 故乡 | 旗帜 | 恩惠 | 愿望 | 祖国 | 事迹 | 心声 | 友谊 | 万古长青 | 脊梁 | 后代 | 足迹 | 象征 | 荣誉 | 怀抱 | 宝库 | 英雄 | 殿堂 | 祖先 | 诺言 | 使者 | 家园 | 争光 | 大家庭 | 血脉 | 座右铭 | 昌盛 | 摇篮 | 堡垒 | 鹏程万里 | 恩赐 | 功臣 | 事业 | 风尚 | 深信 | 栋梁 | 世代 | 园地 | 勋章,48.99830845283243,0.9998737449670467,0.00016853772607374503,堡垒:1.000000 | 怀抱:1.000000 | 故乡:1.000000 | 脊梁:1.000000 | 血脉:1.000000 | 象征:1.000000 | 足迹:1.000000 | 遗愿:1.000000 | 情谊:1.000000 | 事迹:1.000000 | 瑰宝:1.000000 | 园地:1.000000,
7,49,0.4285594120370648,0.1486208006678637,0.0,旁边 | 后边 | 前边 | 那儿 | 里边 | 那边 | 外边 | 后面 | 前面 | 上边 | 外头 | 这儿,不一会儿 | 一会儿 | 似的 | 这会儿 | 隔壁 | 起来 | 挨着 | 楼上,里面 | 右边 | 手里 | 这儿 | 前边 | 那边 | 挨着 | 里边 | 一块儿 | 隔壁 | 一会儿 | 前头,旁边 | 后边 | 前边 | 那儿 | 里边 | 那边 | 外边 | 后面 | 前面 | 上边 | 外头 | 这儿 | 里头 | 里面 | 下边 | 上面 | 这边 | 外面 | 底下 | 那里 | 跟前 | 楼下 | 门口 | 左边 | 下面 | 右边 | 对面 | 楼上 | 里 | 这会儿 | 老远 | 上头 | 前头 | 后头 | 进去 | 隔壁 | 刚才 | 挨着 | 上去 | 一会儿 | 一块儿 | 进来 | 过来 | 手里 | 这时 | 不一会儿 | 似的 | 出来 | 起来,49.0027989886017,0.9999990392308503,2.0405293012103904e-6,一块儿:1.000000 | 上边:1.000000 | 上面:1.000000 | 下边:1.000000 | 下面:1.000000 | 前边:1.000000 | 前面:1.000000 | 右边:1.000000 | 后边:1.000000 | 后面:1.000000 | 外头:1.000000 | 外边:1.000000,
8,56,0.364091788265054,-0.010484721665154394,0.6071428571428571,砸 | 扒 | 扔 | 捅 | 扯 | 摔 | 掰 | 撕 | 抠 | 砍 | 刮 | 蹭,掐 | 撑 | 炒 | 憋 | 摔 | 爬 | 烧 | 抓,碰 | 啃 | 撑 | 爬 | 蹭 | 掐 | 砸 | 剩 | 堵 | 撞 | 挤 | 挖,砸 | 扒 | 扔 | 捅 | 扯 | 摔 | 掰 | 撕 | 抠 | 砍 | 刮 | 蹭 | 刨 | 掐 | 丢 | 碰 | 撞 | 烧 | 炸 | 啃 | 溜 | 搁 | 挤 | 扛 | 撬 | 搅 | 爬 | 翻 | 泼 | 放 | 吹 | 掀 | 挨 | 拖 | 抽 | 撑 | 喷 | 憋 | 刷 | 摆 | 爆 | 抓 | 铲 | 倒 | 堵 | 掉 | 晒 | 干 | 炒 | 戳 | 挖 | 拆 | 钻 | 冒 | 摊 | 剩,55.99863637484323,0.9999627664855566,0.000054625558200605584,啃:1.000000 | 扔:1.000000 | 抓:1.000000 | 掉:1.000000 | 掐:1.000000 | 掰:1.000000 | 搅:1.000000 | 扯:1.000000 | 炸:1.000000 | 刷:1.000000 | 泼:1.000000 | 喷:1.000000,
9,65,0.34664951887831347,-2.7322018208931455e-6,0.46153846153846156,楼道 | 过道 | 楼梯 | 居民楼 | 操场 | 人行道 | 楼房 | 教学楼 | 大楼 | 围墙 | 地下室 | 临街,暖气 | 楼道 | 墙 | 更衣室 | 帐篷 | 屋 | 水管 | 角落,座 | 地下 | 临街 | 角落 | 栋 | 操场 | 幢 | 地方 | 马路 | 体育馆 | 停车场 | 路边,楼道 | 过道 | 楼梯 | 居民楼 | 操场 | 人行道 | 楼房 | 教学楼 | 大楼 | 围墙 | 地下室 | 临街 | 停车场 | 大厅 | 楼 | 礼堂 | 草坪 | 马路 | 栏杆 | 建筑物 | 幢 | 屋顶 | 体育馆 | 空地 | 看台 | 游泳池 | 车厢 | 走廊 | 球场 | 栋 | 大厦 | 小区 | 场地 | 街道 | 体育场 | 大街 | 墙 | 场馆 | 工地 | 站台 | 阅览室 | 路边 | 车站 | 烟囱 | 路灯 | 露天 | 天桥 | 座位 | 屋 | 会场 | 大门 | 公共场所 | 灯光 | 帐篷 | 便道 | 更衣室 | 角落 | 水管 | 台阶 | 地下 | 厅 | 停放 | 暖气 | 座 | 地方,65.00833606991955,0.9998886981969695,0.0001473739160372621,临街:1.000000 | 会场:1.000000 | 公共场所:1.000000 | 大厅:1.000000 | 更衣室:1.000000 | 楼道:1.000000 | 灯光:1.000000 | 礼堂:1.000000 | 站台:1.000000 | 路边:1.000000 | 露天:1.000000 | 体育馆:1.000000,
