token,community,best_cluster_match_fraction
再生,623,1.0
再见,60,0.5
再说,174,0.5
冒,624,1.0
冒充,450,1.0
冒昧,146,1.0
冒犯,497,0.75
冒险,625,0.75
冗长,626,1.0
写,311,1.0
写作,311,0.0
写字台,312,1.0
写字楼,257,1.0
写照,627,0.0
军事,608,0.75
军人,608,0.75
军官,608,0.75
军舰,540,0.5
军队,608,1.0
农业,478,1.0
农产品,478,1.0
农作物,478,0.75
农历,245,1.0
农场,478,0.5
农村,309,1.0
农民,383,0.5
农民工,118,0.25
冠军,203,1.0
冤,155,0.75
冤枉,215,0.25
冬天,126,0.0
冬季,579,1.0
冰,628,1.0
冰山,628,1.0
冰棍儿,76,1.0
冰箱,629,1.0
冰雪,628,1.0
冲,630,0.75
冲击,631,0.75
冲刺,523,0.75
冲动,377,1.0
冲撞,631,1.0
冲洗,100,0.75
冲浪,289,1.0
冲突,320,1.0
决不,127,1.0
决定,114,0.75
决心,514,1.0
决策,632,0.75
决议,633,1.0
决赛,203,1.0
况且,128,0.5
冷,126,0.5
冷冻,397,1.0
冷战,634,0.75
冷气,488,0.5
冷水,100,1.0
冷淡,167,0.75
冷漠,186,0.25
冷笑,15,0.5
冷落,153,1.0
冷酷,186,1.0
冷酷无情,186,0.25
冷门,278,1.0
冷静,395,1.0
冻,100,1.0
冻结,635,1.0
净,636,1.0
净化,637,0.75
凄凉,149,1.0
准,638,1.0
准则,467,1.0
准备,546,0.25
准时,639,0.75
准确,611,1.0
准许,31,1.0
凉,126,0.5
凉快,126,1.0
凉水,100,1.0
凉爽,126,1.0
凉鞋,106,1.0
凌晨,23,1.0
减,640,0.5
减免,344,1.0
减压,641,1.0
减少,430,0.5
减弱,430,0.5
减肥,505,0.75
减轻,430,0.75
减速,642,0.75
凑,643,0.75
凑合,643,0.75
凑巧,543,0.75
凝固,644,1.0
凝聚,645,1.0
几,70,1.0
几乎,2,0.5
几率,646,1.0
凡,41,1.0
凡是,41,1.0
凤凰,647,1.0
凭,407,1.0
凭借,407,1.0
凭着,407,1.0
凭证,16,1.0
凯歌,648,1.0
凳子,312,1.0
凶,186,0.5
凶恶,186,1.0
凶手,388,1.0
凶残,186,1.0
凶狠,186,1.0
凶猛,649,0.0
凸,78,1.0
凸显,99,1.0
凹,78,1.0
出,650,1.0
出丑,651,1.0
出事,222,0.5
出于,333,1.0
出人意料,652,1.0
出任,82,1.0
出众,431,1.0
出入,575,0.0
出具,93,0.0
出动,198,0.25
出卖,450,0.0
出厂,653,0.25
出去,84,1.0
出发,198,1.0
出发点,654,0.5
出口,575,1.0
出口成章,69,1.0
出台,655,1.0
出名,284,0.75
出售,656,0.25
出国,101,0.5
出土,657,0.0
出场,87,1.0
出境,575,1.0
出头,658,1.0
出局,659,0.25
出山,660,0.5
出差,101,1.0
出席,412,1.0
出息,319,0.75
出手,661,1.0
出来,84,1.0
出毛病,662,0.0
出汗,179,0.75
出洋相,651,1.0
出游,425,1.0
出演,94,1.0
出版,199,0.75
出版社,199,0.75
出现,99,1.0
出生,396,1.0
出示,93,0.25
出租,257,1.0
出租车,330,0.75
出自,333,0.75
出色,431,1.0
出血,244,0.75
出行,425,1.0
出访,58,1.0
出资,294,1.0
出走,178,1.0
出路,663,0.25
出身,396,1.0
出道,87,0.0
出门,101,0.0
出院,230,1.0
出难题,651,1.0
出面,664,1.0
出风头,651,1.0
函授,88,0.75
凿,665,0.0
刀,666,1.0
刁难,153,1.0
分,667,0.0
分为,259,1.0
分享,359,1.0
分别,12,1.0
分割,668,1.0
分化,598,0.0
分外,144,1.0
分寸,669,1.0
分工,670,1.0
分布,645,0.25
分开,668,1.0
分成,667,0.0
分手,453,1.0
分担,293,1.0
分支,671,0.75
分散,645,0.25
分数,88,0.25
分明,649,1.0
分析,285,0.75
分歧,320,1.0
分泌,372,1.0
分离,668,1.0
分类,672,1.0
分红,673,0.0
分组,674,1.0
分裂,191,0.25
分解,675,1.0
分赃,676,1.0
分辨,677,1.0
分配,673,0.25
分量,678,1.0
分钟,10,1.0
切,679,1.0
切割,680,0.25
切实,33,1.0
切断,180,0.75
切身,360,0.75
切除,372,0.75
刊物,199,0.75
刊登,590,0.75
刑法,467,0.75
划,681,1.0
划分,682,0.25
划时代,283,0.75
划算,498,1.0
划船,289,0.75
列,522,1.0
列为,259,1.0
列举,285,1.0
列入,259,1.0
列车,108,1.0
则,354,1.0
刚,683,0.5
刚刚,684,0.75
刚好,543,0.75
刚才,683,0.25
刚毅,304,1.0
创,685,1.0
创业,118,0.5
创伤,222,0.0
创作,200,1.0
创办,270,0.5
创始人,267,1.0
创建,686,0.5
创意,687,1.0
创新,688,0.25
创立,270,0.5
创造,686,0.75
初,81,0.75
初一,245,1.0
初中,88,1.0
初期,204,1.0
初次,683,0.5
初步,689,0.75
初等,594,0.0
初级,247,0.75
初衷,654,1.0
删,690,0.75
删除,690,0.25
判,107,1.0
判决,107,1.0
判处,107,1.0
判定,451,0.25
判断,451,1.0
刨,691,0.5
利,692,0.75
利害,693,1.0
利息,344,0.25
利润,210,1.0
利率,384,0.5
利用,407,1.0
利益,277,1.0
利索,134,0.5
别,137,1.0
别人,398,1.0
别具匠心,251,0.75
别墅,257,1.0
别扭,215,0.25
别的,398,0.25
别致,304,0.0
别说,128,1.0
刮,679,1.0
刮风,126,0.5
到,263,0.75
到位,694,1.0
到处,695,0.75
到头来,696,1.0
到底,169,1.0
到期,472,1.0
到来,563,1.0
到达,198,1.0
制,697,0.5
制作,697,0.5
制品,653,0.25
制定,655,1.0
制度,467,0.25
制成,697,0.5
制服,106,1.0
制止,511,0.75
制约,565,0.75
制裁,492,1.0
制订,655,1.0
制造,697,0.25
刷,332,1.0
刷子,666,1.0
刷新,698,0.75
刷牙,101,0.0
券,90,1.0
刹车,642,0.5
刺,78,0.75
刺激,699,0.75
刺绣,665,1.0
刺耳,66,1.0
刺骨,126,0.75
刻,665,1.0
刻意,260,1.0
刻舟求剑,700,1.0
刻苦,211,0.0
剂,248,0.5
剃,679,0.75
削,679,1.0
削弱,430,1.0
前,81,0.0
前不久,81,0.5
前仰后合,15,0.75
前任,82,1.0
前台,701,0.75
前后,130,0.5
前夕,81,1.0
前天,23,1.0
前头,40,1.0
前年,81,0.75
前往,198,1.0
前所未有,283,1.0
前提,112,0.75
前方,40,1.0
前无古人,283,1.0
前景,390,0.75
前期,204,1.0
前来,198,1.0
前沿,702,0.25
前线,703,0.25
前者,609,0.5
前赴后继,232,0.75
前辈,310,0.0
前边,40,1.0
前进,704,0.75
前途,390,0.75
前面,40,1.0
剑,705,0.75
剔除,566,0.5
剥,691,0.5
剥削,191,1.0
剥夺,496,0.75
剧,94,1.0
剧团,200,1.0
剧场,200,0.75
剧情,94,1.0
剧本,94,1.0
剧烈,649,1.0
剧目,200,1.0
剧组,94,1.0
剧院,200,0.75
剩,706,1.0
剩下,706,1.0
剩余,706,1.0
剪,679,1.0
剪刀,666,1.0
剪子,666,1.0
副,707,1.0
副作用,244,0.25
割,679,1.0
劈,708,1.0
力,373,1.0
力不从心,709,1.0
力争,33,1.0
力度,710,1.0
力所能及,711,1.0
力气,373,0.5
力求,33,1.0
力量,373,1.0
劝,307,1.0
劝告,307,1.0
劝说,307,1.0
劝阻,307,1.0
办,270,1.0
办不到,159,1.0
办事,712,1.0
办事处,713,1.0
办公,352,0.75
办公室,312,1.0
办学,594,0.25
办法,714,0.0
办理,596,1.0
功,115,1.0
功力,36,0.75
功劳,115,0.75
功夫,115,0.5
功底,36,0.75
功效,479,0.0
功率,470,0.75
功能,339,0.0
功臣,328,0.5
功课,443,0.5
加,715,1.0
加上,333,1.0
加以,132,1.0
加入,275,1.0
加剧,430,1.0
加工,653,1.0
加强,430,1.0
加快,430,1.0
加油,716,1.0
加油站,192,1.0
加深,430,1.0
加热,100,1.0
加班,545,1.0
加盟,123,1.0
加紧,33,1.0
加速,430,0.75
加重,430,0.5
务实,366,0.25
务必,148,1.0
劣势,429,1.0
劣质,415,0.25
动,717,0.25
动不动,24,0.5
动人,304,0.0
动作,718,1.0
动力,719,0.75
动向,720,1.0
动听,200,0.25
动员,703,0.0
动工,516,1.0
动弹,15,0.5
动态,721,1.0
动感,302,0.0
动手,120,0.5
动摇,722,1.0
动机,654,1.0
动物,401,1.0
动物园,401,1.0
动用,483,1.0
动画,94,1.0
动画片,94,1.0
动脉,372,1.0
动荡,723,0.5
动身,198,1.0
动静,717,1.0
助威,716,1.0
助手,724,1.0
助理,267,1.0
努力,33,1.0
劫,549,0.0
劫持,388,1.0
励志,725,1.0
劲头,514,1.0
劳务,118,0.25
劳动,118,0.25
劳动力,118,0.5
劳累,211,1.0
势不可当,726,0.25
势力,191,1.0
势头,727,0.25
势必,141,0.75
勇于,728,1.0
勇往直前,232,1.0
勇敢,232,0.0
勇气,514,1.0
勉强,643,1.0
勋章,729,1.0
勒,612,1.0
勘探,730,0.75
募捐,294,1.0
勤劳,261,0.0
勤奋,261,0.0
勤工俭学,597,0.5
勤快,261,1.0
勺,666,0.0
勾,78,0.75
勾画,285,0.5
勾结,457,0.25
勿,137,1.0
包,731,1.0
包含,361,0.75
包围,732,0.25
包子,76,1.0
包容,733,0.5
包扎,734,1.0
包括,410,0.25
包袱,735,1.0
包装,736,0.75
包裹,731,1.0
匆匆,3,1.0
匆忙,3,0.5
化,737,1.0
化妆,738,0.5
化石,657,0.75
化纤,739,0.5
化肥,478,1.0
化解,566,1.0
化身,406,1.0
化险为夷,740,1.0
化验,411,1.0
北,29,1.0
北京,741,1.0
北方,29,1.0
北极,628,0.25
北边,40,0.75
北部,29,1.0
匹,742,1.0
匹配,743,0.75
区,29,0.5
区分,677,1.0
区别,532,0.25
区域,744,0.5
医务,230,0.5
医学,230,0.5
医生,230,1.0
医疗,230,0.5
医药,248,1.0
医院,230,1.0
匿名,195,0.25
十,68,1.0
十分,144,1.0
十字路口,387,1.0
十足,554,0.5
千,70,1.0
千万,71,0.25
千克,358,1.0
千军万马,745,1.0
千变万化,55,0.75
千家万户,110,1.0
千方百计,33,1.0
千钧一发,602,1.0
升,83,1.0
升值,384,1.0
升学,88,1.0
升温,83,1.0
升级,347,1.0
升高,83,1.0
午睡,23,0.75
午餐,76,1.0
午饭,23,1.0
半,10,1.0
半信半疑,15,0.0
半决赛,203,1.0
半场,746,1.0
半夜,23,1.0
半天,10,1.0
半岛,29,0.75
半数,8,1.0
半真半假,303,0.0
半路,59,1.0
半边天,747,1.0
半途而废,748,1.0
华丽,304,0.0
华人,749,1.0
华侨,749,1.0
华裔,749,1.0
华语,94,0.75
协会,436,0.5
协作,338,0.5
协助,664,1.0
协同,340,0.25
协商,336,1.0
协定,595,1.0
协议,595,1.0
协议书,595,1.0
协调,750,1.0
卑鄙,186,1.0
卓越,431,1.0
单,751,1.0
单一,752,0.5
单位,753,1.0
单元,240,1.0
单打,203,0.5
单方面,754,0.5
单独,755,0.5
单纯,752,0.75
单薄,626,1.0
单调,626,1.0
单身,238,0.75
单边,756,1.0
卖,136,0.5
卖弄,757,1.0
南,29,1.0
南北,29,1.0
南方,29,1.0
南极,628,0.5
南瓜,76,1.0
南边,40,1.0
南部,29,1.0
博士,193,0.25
博客,195,1.0
博物馆,487,0.25
博览会,412,1.0
占,380,1.0
占卜,758,1.0
占据,496,1.0
占有,496,1.0
占用,496,1.0
占领,496,1.0
卡,16,0.75
卡子,666,1.0
卡片,16,1.0
卡车,330,1.0
卡通,759,0.25
卤味,76,1.0
卧,414,1.0
卧室,312,1.0
卧铺,108,1.0
卫星,760,0.75
卫生,637,0.25
卫生间,312,1.0
卫视,276,1.0
印,761,1.0
印刷,762,1.0
印刷术,671,1.0
印章,16,1.0
印证,763,1.0
印象,764,0.0
危及,497,1.0
危害,497,0.75
危急,765,1.0
危机,766,0.0
危险,625,0.75
即,41,0.0
即使,128,1.0
即便,128,1.0
即可,148,0.25
即将,684,0.75
却,128,0.5
却是,128,0.5
卵,767,0.75
卷,768,1.0
卷入,769,1.0
卷子,477,1.0
卸,691,1.0
厂,653,1.0
厂商,209,1.0
厂家,209,1.0
厂长,267,1.0
厄运,551,0.75
厅,240,0.25
历史,770,1.0
历届,770,1.0
历时,262,1.0
历来,20,1.0
历程,771,1.0
历经,771,1.0
厉害,215,0.0
压,772,1.0
压倒,502,1.0
压制,565,0.75
压力,272,0.25
压抑,565,0.25
压缩,773,0.5
压迫,191,1.0
厌倦,774,0.5
厌烦,149,1.0
厕所,312,1.0
厘米,358,0.75
厚,775,0.25
厚度,470,1.0
厚道,146,0.0
原,394,1.0
原先,394,1.0
原则,776,0.75
原创,777,0.5
原告,107,1.0
原因,663,1.0
原地,778,1.0
原型,227,1.0
原始,779,0.25
原料,653,0.5
原有,394,1.0
原本,394,1.0
原材料,98,0.75
原来,394,1.0
原汁原味,779,0.5
原理,592,0.5
原装,780,1.0
原谅,733,0.75
厨师,192,0.25
厨房,312,1.0
去,84,1.0
去世,591,0.25
去向,720,1.0
去处,781,1.0
去年,81,1.0
去掉,566,0.5
去除,566,0.5
县,309,0.5
参与,275,1.0
参军,493,0.75
参加,275,1.0
参展,412,1.0
参照,489,1.0
参考,489,0.25
参见,402,1.0
参观,58,1.0
参谋,608,1.0
参赛,203,1.0
又,354,0.75
叉,78,0.75
叉子,666,1.0
及,410,0.25
及其,410,0.25
及早,782,1.0
及时,782,1.0
及格,783,0.5
友人,310,1.0
友善,366,1.0
友好,784,0.75
友情,367,1.0
友谊,784,0.25
双,785,1.0
双向,786,1.0
双手,217,1.0
双打,203,0.5
双方,336,0.75
双胞胎,787,1.0
双赢,788,1.0
双边,336,0.5
双重,785,1.0
反,789,1.0
反倒,128,0.5
反击,476,1.0
反响,599,0.75
反复,13,0.25
反对,790,1.0
反差,532,1.0
反常,791,1.0
反应,792,1.0
反弹,83,1.0
反思,793,0.0
反感,149,0.5
反抗,191,1.0
反映,763,0.25
反正,128,1.0
反省,793,0.25
反而,128,0.5
反过来,794,1.0
反问,15,0.25
反面,495,1.0
反馈,792,1.0
反驳,153,1.0
发,513,1.0
发作,244,1.0
发光,562,0.75
发出,513,1.0
发动,476,0.0
发型,106,1.0
发射,760,0.75
发展,430,0.0
发布,590,0.5
发布会,412,1.0
发怒,795,1.0
发愁,54,1.0
发愣,15,1.0
发愤图强,514,0.0
发扬,440,1.0
发扬光大,440,1.0
发抖,15,0.75
发挥,699,0.0
发掘,796,0.5
发放,596,0.0
发明,671,1.0
发泄,529,1.0
发源地,719,0.25
发火,795,1.0
发炎,244,0.75
发烧,179,0.75
发热,179,0.75
发现,317,0.5
发生,357,1.0
发电,351,0.0
发电机,629,0.0
发病,244,1.0
发票,16,1.0
发育,797,0.5
发脾气,795,1.0
发行,90,0.75
发表,590,0.25
发觉,317,1.0
发言,412,0.25
发言人,267,1.0
发誓,114,0.25
发财,537,1.0
发起,270,0.75
发起人,270,0.75
发达,605,1.0
发送,445,1.0
发酵,798,1.0
叔叔,27,1.0
取,799,1.0
取代,403,1.0
取决于,333,0.75
取得,800,1.0
取暖,488,0.5
取款,16,0.75
取款机,16,0.75
取消,243,1.0
取笑,153,1.0
取经,171,0.75
取缔,801,0.0
取而代之,403,1.0
取胜,659,0.75
受,802,1.0
受不了,22,1.0
受伤,222,1.0
受到,802,1.0
受害,92,0.5
受害人,92,0.25
受惊,803,0.5
受灾,766,1.0
受理,107,0.5
受益,804,1.0
受苦,211,0.0
受贿,593,1.0
受过,802,1.0
受骗,92,0.75
变,347,0.5
变为,259,1.0
变动,517,0.25
变化,517,0.25
变幻莫测,150,0.25
变异,567,1.0
变形,805,1.0
变成,259,1.0
变换,348,1.0
变更,517,1.0
变质,805,0.75
变迁,771,0.0
变革,688,0.25
叙述,285,1.0
叛逆,525,1.0
叠,806,1.0
口,807,1.0
口令,808,0.25
口号,809,0.5
口吃,810,0.75
口味,76,1.0
口哨,66,1.0
口头,754,0.75
口子,811,0.75
口径,812,1.0
口感,76,1.0
口才,36,0.75
口气,813,0.75
口水,814,1.0
口碑,385,1.0
口罩,106,1.0
口腔,372,1.0
口袋,572,0.0
口试,88,0.25
口语,242,1.0
口音,242,1.0
口香糖,76,0.25
古,446,1.0
古人,18,0.75
古今中外,446,1.0
古代,446,1.0
古典,446,1.0
古怪,140,0.75
古朴,304,0.0
古老,446,1.0
古董,507,1.0
古迹,487,0.5
句,18,0.75
句子,242,1.0
另,815,1.0
另一方面,39,1.0
另外,39,1.0
只,816,1.0
只不过,128,1.0
只好,3,0.75
只得,3,0.75
只是,128,1.0
只有,816,1.0
只管,24,0.0
只能,423,1.0
只要,128,0.75
只见,53,0.25
只顾,181,0.5
叫,259,0.0
叫作,259,1.0
叫好,481,0.5
叫板,321,1.0
召开,270,0.25
召集,645,1.0
叮嘱,307,1.0
可,148,0.0
可不是,128,0.75
可乐,76,1.0
可乘之机,305,1.0
可以,423,1.0
可信,817,0.75
可口,76,1.0
可怕,140,0.0
可怜,176,0.0
可恶,186,1.0
可悲,186,0.75
可惜,128,1.0
可想而知,818,0.75
可是,128,1.0
可歌可泣,819,1.0
可爱,304,0.25
可疑,820,0.25
可笑,140,0.5
可耻,186,1.0
可能,128,0.75
可行,821,1.0
可见,39,1.0
可观,249,1.0
可谓,499,0.25
可贵,822,1.0
可靠,611,1.0
台,459,1.0
台上,823,0.5
台灯,312,1.0
台球,289,1.0
台阶,824,1.0
台风,766,1.0
史无前例,283,1.0
右,825,1.0
右边,40,1.0
叶子,826,1.0
号,827,1.0
号召,273,0.75
号码,236,0.75
号称,409,0.0
司令,608,0.75
司机,330,1.0
司法,107,1.0
司空见惯,292,1.0
司长,267,1.0
叹气,149,1.0
叼,708,1.0
吃,76,1.0
吃不上,828,0.25
吃亏,334,0.5
吃力,709,1.0
吃喝玩乐,829,0.0
吃惊,149,0.75
吃苦,211,0.0
吃饭,101,0.25
各,830,1.0
各个,830,1.0
各位,371,0.5
各地,830,1.0
各奔前程,831,1.0
各式各样,55,1.0
各种,55,1.0
各自,830,1.0
合,291,0.5
合乎,821,0.75
合伙,325,1.0
合作,336,0.75
合作社,478,0.75
合同,595,1.0
合唱,200,1.0
合并,832,1.0
合影,833,0.75
合情合理,821,1.0
合成,697,0.5
合格,783,1.0
合法,834,0.75
合理,821,1.0
合约,269,0.75
合计,12,1.0
合资,832,0.75
合适,821,1.0
吉他,200,1.0
吉利,835,1.0
吉普,330,1.0
吉祥,60,0.25
吉祥物,759,0.25
吊,571,1.0
吊销,492,0.5
同,182,1.0
同一,44,1.0
同事,310,0.25
同人,836,1.0
同伙,388,0.5
同伴,310,1.0
同学,27,1.0
同年,130,1.0
同志,37,1.0
同情,481,0.75
同意,790,1.0
同感,481,0.25
同时,39,1.0
同期,95,0.0
同样,354,1.0
同步,615,1.0
同盟,338,0.75
同等,44,1.0
同类,837,1.0
同胞,749,0.75
同舟共济,338,0.75
同行,310,0.0
名,459,1.0
名义,838,1.0
名人,542,1.0
名利,693,0.0
名副其实,284,1.0
名单,576,1.0
名声,385,1.0
名字,242,0.25
名气,385,1.0
名片,839,0.75
名称,402,0.25
名胜,487,0.0
名著,199,1.0
名言,18,0.75
名誉,385,1.0
名贵,527,1.0
名额,576,0.75
后,130,1.0
后人,9,1.0
后代,9,1.0
后勤,608,1.0
后台,701,0.75
后备,546,1.0
后备箱,840,0.5
后天,841,1.0
后头,40,1.0
后年,390,0.25
后悔,149,1.0
后期,204,0.75
后来,130,1.0
后果,116,0.75
后盾,557,1.0
后续,130,1.0
后者,609,0.5
后裔,9,1.0
后边,40,1.0
后退,842,1.0
后遗症,244,0.25
后面,40,1.0
后顾之忧,166,1.0
吐,843,0.75
向,844,1.0
向上,844,0.5
向前,844,1.0
向导,724,0.5
向往,103,1.0
向来,20,1.0
向着,844,1.0
吓,845,0.75
吓人,140,0.75
吓唬,845,0.0
吗,169,1.0
君子,846,1.0
吞,612,0.75
否决,790,1.0
否则,141,0.25
否定,774,0.25
否认,409,1.0
吧,174,0.75
吨,358,1.0
吩咐,307,1.0
含,361,0.25
含义,682,0.75
含有,361,0.25
含糊,458,1.0
含蓄,304,1.0
含量,847,1.0
听,66,1.0
听从,848,1.0
听众,383,1.0
听写,242,0.75
听到,66,0.5
听力,242,0.25
听取,58,1.0
听见,66,0.5
听讲,443,0.75
听话,261,0.5
听说,317,0.5
启事,589,1.0
启动,270,0.25
启发,849,0.75
启示,849,0.75
启蒙,850,0.75
启迪,849,0.75
吵,795,1.0
吵嘴,795,1.0
吵架,795,1.0
吸,851,0.5
吸取,852,1.0
吸引,699,1.0
吸收,851,1.0
吸毒,604,1.0
吸烟,604,1.0
吸管,666,0.25
吸纳,851,1.0
吹,853,0.25
吹捧,153,0.75
吹牛,254,0.0
吻,854,1.0
吻合,57,0.25
吼,66,0.0
呀,174,0.75
呆,414,0.75
呈现,99,1.0
告,378,0.5
告别,855,0.75
告状,378,0.5
告知,307,1.0
告示,589,1.0
告诉,307,1.0
告诫,307,1.0
告辞,286,0.5
呐喊,716,1.0
呕吐,179,0.75
员,374,0.0
员工,374,0.75
呛,179,0.75
呜咽,66,0.75
呢,174,0.0
周,81,1.0
周到,194,1.0
周围,40,1.0
周密,194,1.0
周年,245,0.5
周旋,321,1.0
周期,95,0.25
周末,245,1.0
周边,744,0.75
味儿,856,1.0
味精,76,1.0
味道,856,1.0
呵护,456,0.75
呼吁,273,0.5
呼吸,372,1.0
呼唤,857,1.0
呼声,857,1.0
呼应,340,0.0
呼救,765,1.0
呼风唤雨,858,1.0
命,859,1.0
命令,808,0.25
命名,259,0.25
命运,551,0.75
命题,477,1.0
和,410,0.25
和尚,400,0.5
和平,605,0.0
和平共处,246,0.25
和气,146,0.0
和睦,605,0.0
和蔼,304,1.0
和解,107,0.5
和谐,605,0.0
咖啡,76,1.0
咧嘴,15,0.5
咨询,860,1.0
咬,708,1.0
咱,174,0.5
咱们,174,0.5
咳,179,1.0
咳嗽,179,0.75
咸,76,0.75
咽,372,1.0
咽喉,372,1.0
哀求,307,1.0
品,861,1.0
品位,375,0.25
品尝,360,0.0
品德,375,1.0
品牌,209,1.0
品种,672,1.0
品行,375,1.0
品质,375,0.25
哄,845,0.0
哄堂大笑,15,0.25
哆嗦,15,0.75
哇,174,1.0
哈哈,174,0.75
响,66,1.0
响亮,66,1.0
响声,66,1.0
响应,792,0.75
响起,66,1.0
哎,174,0.75
哎呀,174,0.75
哑,862,0.75
哗变,178,0.5
哗然,599,0.75
哥,27,1.0
哥哥,27,1.0
哦,174,1.0
哪,169,1.0
哪些,169,1.0
哪儿,169,1.0
哪怕,128,1.0
哪里,169,1.0
哭,814,1.0
哭泣,149,1.0
哭笑不得,149,0.75
哲学,265,1.0
哺育,614,1.0
哼,174,0.5
唉,174,0.5
唠叨,795,0.75
唤起,699,0.75
售价,415,1.0
售票,108,0.5
售货员,192,0.5
唯,354,0.0
唯一,295,0.5
唯独,128,0.5
唱,200,1.0
唱歌,200,1.0
唱片,200,1.0
唾液,372,1.0
啃,708,1.0
商业,207,0.0
商人,97,0.75
商务,352,0.75
商品,98,1.0
商场,192,1.0
商城,192,1.0
商店,192,1.0
商标,190,0.75
商讨,336,1.0
商贩,306,1.0
商贾,863,0.75
商量,336,1.0
啊,174,0.75
啤酒,76,1.0
啦,174,1.0
啦啦队,406,0.0
喂,613,0.5
喂养,478,0.25
善,864,1.0
善于,728,1.0
善意,366,1.0
善良,304,1.0
喇叭,865,1.0
喉咙,217,1.0
喊,66,0.0
喘,179,0.75
喘息,866,1.0
喜事,213,1.0
喜出望外,652,0.0
喜剧,94,1.0
喜好,226,1.0
喜庆,245,1.0
喜怒哀乐,771,0.5
喜悦,149,0.75
喜欢,103,1.0
喜洋洋,867,1.0
喜爱,103,1.0
喜糖,868,0.75
喜酒,500,0.25
喝,76,1.0
喝彩,481,0.5
喧哗,869,1.0
喧闹,869,1.0
喷,843,1.0
喷泉,437,1.0
嗅觉,870,0.75
嗓子,217,1.0
嗜好,226,1.0
嘉宾,474,0.75
嘉年华,412,1.0
嘛,174,0.75
嘱咐,307,1.0
嘲弄,153,1.0
嘲笑,153,1.0
嘴,217,1.0
嘴唇,217,1.0
嘴巴,217,1.0
嘿,174,1.0
器官,372,1.0
器材,871,0.5
器械,248,0.0
噪声,331,0.5
噪音,331,0.5
嚷,66,0.0
嚼,76,1.0
囚犯,97,0.0
四,68,1.0
四合院,257,1.0
四周,744,0.25
四处,695,0.75
四季,579,1.0
四面八方,863,1.0
回,84,1.0
回信,445,1.0
回到,198,1.0
回升,83,1.0
回去,84,1.0
回味,872,0.0
回国,198,1.0
回复,792,1.0
回头,53,0.5
回家,96,0.5
回应,792,1.0
回归,660,1.0
回忆,872,0.0
回忆录,50,0.0
回想,872,0.0
回扣,593,1.0
回报,873,1.0
回收,623,1.0
回来,84,1.0
回答,792,1.0
回落,83,1.0
回避,178,0.75
回顾,285,0.5
回馈,873,1.0
回首,28,0.0
因,874,0.5
因为,128,1.0
因人而异,45,1.0
因此,39,1.0
因素,112,0.75
因而,139,0.5
团,875,0.5
团伙,450,1.0
团体,436,0.75
团员,374,0.0
团圆,245,1.0
团结,784,0.5
团聚,833,1.0
团长,267,1.0
团队,875,1.0
园,300,1.0
园地,300,1.0
园林,518,1.0
困,876,1.0
困境,551,0.75
困惑,149,1.0
困扰,877,0.25
困难,877,0.25
围,772,1.0
围墙,312,1.0
围巾,106,1.0
围绕,196,0.5
固定,34,1.0
固执,525,0.75
固然,128,0.5
国,878,0.5
国产,780,1.0
国会,85,1.0
国内,202,1.0
国土,879,0.25
国外,234,1.0
国学,265,1.0
国宝,507,0.75
国家,880,1.0
国庆,245,1.0
国徽,809,1.0
国情,881,0.75
国旗,809,1.0
国有,594,1.0
国歌,200,1.0
国民,383,0.75
国王,585,1.0
国画,233,1.0
国籍,236,1.0
国防,608,0.75
国际,202,1.0
图,882,0.5
图书,199,1.0
图书馆,437,1.0
图像,883,1.0
图形,77,1.0
图案,665,1.0
图片,882,0.25
图画,233,1.0
图纸,884,0.75
图表,882,0.75
圆,78,1.0
圆形,78,1.0
圆满,885,1.0
圆珠笔,886,0.75
圈,887,1.0
圈套,888,0.5
圈子,887,1.0
土,889,1.0
土匪,549,1.0
土地,890,0.75
土壤,478,1.0
土生土长,396,1.0
土豆,76,1.0
圣诞节,245,1.0
圣贤,265,1.0
在,891,0.5
在乎,142,1.0
在于,892,0.75
在内,296,1.0
在场,87,1.0
在家,101,0.5
在意,142,1.0
在线,893,1.0
在职,88,0.75
地,894,1.0
地上,895,1.0
地下,895,1.0
地下室,312,1.0
地下水,896,0.5
地位,385,1.0
地区,29,1.0
地名,242,0.75
地图,884,1.0
地址,236,0.75
地域,897,0.5
地带,205,0.75
地形,205,1.0
地方,898,1.0
地板,312,1.0
地步,813,0.0
地段,744,1.0
地毯,106,1.0
地点,899,1.0
地狱,91,0.75
地球,760,0.75
地理,897,1.0
地质,730,0.75
地道,779,0.5
地铁,108,1.0
地铁站,387,0.25
地震,766,1.0
地面,895,1.0
场,900,1.0
场合,588,1.0
场地,437,1.0
场所,588,1.0
场景,588,0.25
场面,727,0.5
场馆,437,1.0
均匀,901,0.75
均衡,673,1.0
坏,662,0.75
坏事,213,1.0
坏人,549,1.0
坏处,429,1.0
坐,414,1.0
坐下,96,0.25
坐落,902,0.75
坑,903,1.0
块,214,1.0
坚信,409,1.0
坚决,114,0.0
坚固,557,0.75
坚守,506,0.25
坚定,232,0.0
坚实,557,1.0
坚强,232,0.25
坚持,20,0.0
坚持不懈,33,0.75
坚硬,564,1.0
坚韧,232,0.0
坛,731,0.0
坝,342,1.0
坟,591,1.0
坟墓,591,1.0
坠,853,0.75
坡,205,1.0
坦克,904,0.75
坦然,395,1.0
坦率,366,1.0
坦白,326,1.0
坦诚,366,1.0
垂,571,0.75
垂头丧气,149,1.0
