community,size,mean_pair_cosine,mean_cosine_silhouette,negative_silhouette_fraction,representatives,boundary_words,deterministic_sample,all_members,soft_mass,mean_max_membership,mean_normalized_membership_entropy,highest_membership_words,strongest_members_outside_hard_cluster
0,149,0.3609236679783461,0.07285316011267222,0.040268456375838924,拽 | 踹 | 拧 | 扔 | 搓 | 磕 | 蹦 | 叼 | 搂 | 拎 | 捏 | 蹬,蹲 | 握 | 揉 | 咬 | 吼 | 喂 | 躺 | 扮,抬 | 蹦 | 弄 | 拐 | 挑 | 咬 | 碰 | 摸 | 驮 | 牵 | 啃 | 扑,拽 | 踹 | 拧 | 扔 | 搓 | 磕 | 蹦 | 叼 | 搂 | 拎 | 捏 | 蹬 | 甩 | 摔 | 砸 | 捅 | 扯 | 揍 | 揪 | 扒 | 敲 | 捡 | 摸 | 踢 | 咬 | 劈 | 擦 | 蹭 | 捶 | 掏 | 舔 | 掰 | 抠 | 扛 | 抖 | 砍 | 掐 | 揣 | 溜 | 爬 | 搀 | 抡 | 扳 | 捞 | 打 | 揉 | 拉 | 碰 | 耍 | 拦 | 刨 | 躺 | 丢 | 抱 | 挑 | 撕 | 晃 | 搬 | 撞 | 跳 | 弄 | 抬 | 踩 | 刮 | 滚 | 搁 | 挤 | 吓 | 趴 | 挠 | 拖 | 捉 | 放 | 扑 | 踏 | 撑 | 撬 | 抽 | 蹲 | 逮 | 搅 | 啃 | 翻 | 捎 | 挨 | 泼 | 吹 | 摆 | 扭 | 拍 | 挥 | 掀 | 背 | 偷 | 喂 | 拔 | 抓 | 跪 | 拣 | 牵 | 窜 | 铲 | 剥 | 握 | 捂 | 沾 | 追 | 赶 | 抢 | 凑 | 扶 | 歪 | 冲 | 轰 | 抄 | 盯 | 挎 | 刷 | 倒 | 跑 | 走 | 摘 | 揽 | 哄 | 挡 | 推 | 拾 | 吼 | 接 | 递 | 撒 | 捧 | 扫 | 送 | 戳 | 撇 | 挪 | 驮 | 掉 | 拐 | 抛 | 举 | 摇 | 扮 | 扣 | 摊 | 吸 | 带 | 动,148.97508186606845,0.9997904934513642,0.00025852070621334874,凑:1.000000 | 刷:1.000000 | 叼:1.000000 | 咬:1.000000 | 啃:1.000000 | 喂:1.000000 | 戳:1.000000 | 扔:1.000000 | 扛:1.000000 | 扯:1.000000 | 抖:1.000000 | 抠:1.000000,
1,78,0.299315550832483,0.009955594049578555,0.38461538461538464,打工 | 上学 | 挣钱 | 出差 | 念书 | 生病 | 治病 | 外出 | 求学 | 做生意 | 谋生 | 读书,不辞而别 | 便饭 | 家境 | 零花钱 | 出去 | 下山 | 操劳 | 城里,苦力 | 出山 | 回国 | 参军 | 私事 | 讲学 | 出差 | 念书 | 城里 | 下乡 | 风餐露宿 | 有事,打工 | 上学 | 挣钱 | 出差 | 念书 | 生病 | 治病 | 外出 | 求学 | 做生意 | 谋生 | 读书 | 看病 | 请假 | 出国 | 求医 | 探亲 | 结婚 | 经商 | 成家 | 请客 | 东奔西走 | 吃苦 | 学艺 | 应酬 | 家务 | 搬家 | 休假 | 过日子 | 下海 | 拍戏 | 打仗 | 零花钱 | 城里 | 理发 | 修车 | 便饭 | 勤工俭学 | 回国 | 奔波 | 修路 | 风餐露宿 | 私事 | 打官司 | 乞讨 | 下山 | 休养 | 操劳 | 苦力 | 不辞而别 | 公事 | 下岗 | 外地 | 定居 | 讲学 | 发财 | 办事 | 下乡 | 自费 | 家境 | 接济 | 出去 | 参军 | 退休 | 出山 | 节衣缩食 | 取经 | 跳槽 | 算账 | 各奔前程 | 伙食 | 流浪 | 有事 | 炒股 | 自理 | 衣食住行 | 上门 | 接班,77.98813268682744,0.9998478261971556,0.00018337222671369692,上学:1.000000 | 上门:1.000000 | 下山:1.000000 | 下海:1.000000 | 东奔西走:1.000000 | 乞讨:1.000000 | 休养:1.000000 | 伙食:1.000000 | 便饭:1.000000 | 修路:1.000000 | 修车:1.000000 | 做生意:1.000000,
2,69,0.30259945279567674,0.0039683619203949635,0.463768115942029,庸俗 | 荒谬 | 荒诞 | 似是而非 | 片面 | 狭隘 | 主观 | 自相矛盾 | 歪曲 | 虚幻 | 拙劣 | 教条,人性 | 狭隘 | 损人利己 | 消极 | 谎话 | 高明 | 潦草 | 头头是道,种种 | 片面 | 错误 | 无足轻重 | 画蛇添足 | 颠倒 | 头头是道 | 过失 | 主观 | 堆砌 | 拙劣 | 利害,庸俗 | 荒谬 | 荒诞 | 似是而非 | 片面 | 狭隘 | 主观 | 自相矛盾 | 歪曲 | 虚幻 | 拙劣 | 教条 | 抽象 | 迷信 | 深奥 | 夸大 | 错误 | 空想 | 沽名钓誉 | 夸夸其谈 | 异想天开 | 卖弄 | 笼统 | 感性 | 僵化 | 消极 | 损人利己 | 客观 | 过分 | 含糊 | 画蛇添足 | 人性 | 常理 | 谎话 | 堆砌 | 模糊 | 事物 | 颠倒 | 盲目 | 虚构 | 潦草 | 无关紧要 | 外行 | 引经据典 | 刻舟求剑 | 扭曲 | 无足轻重 | 马后炮 | 过失 | 过于 | 人情 | 官僚主义 | 现实 | 见仁见智 | 内行 | 是非 | 反面 | 利害 | 种种 | 一概而论 | 常人 | 高明 | 上帝 | 重复 | 西方 | 人为 | 头头是道 | 比喻 | 宇宙,68.99990516488516,0.9999982816089933,3.7758166281187973e-6,事物:1.000000 | 人为:1.000000 | 人情:1.000000 | 似是而非:1.000000 | 僵化:1.000000 | 内行:1.000000 | 利害:1.000000 | 刻舟求剑:1.000000 | 卖弄:1.000000 | 反面:1.000000 | 含糊:1.000000 | 堆砌:1.000000,
3,89,0.36424214659260945,0.025585251865308203,0.23595505617977527,蠢 | 贪玩儿 | 乖 | 傻 | 胆小 | 聪明 | 小偷儿 | 听话 | 老实 | 害臊 | 小气 | 倔,狗 | 家伙 | 别扭 | 爱面子 | 粗心 | 老 | 害羞 | 见钱眼开,爱面子 | 丑 | 勤快 | 家伙 | 贼 | 偷懒 | 出息 | 岁数 | 倔 | 糊涂 | 帅 | 大大咧咧,蠢 | 贪玩儿 | 乖 | 傻 | 胆小 | 聪明 | 小偷儿 | 听话 | 老实 | 害臊 | 小气 | 倔 | 笨 | 乖巧 | 调皮 | 笨蛋 | 人缘儿 | 胡闹 | 娇气 | 脾气 | 讨人喜欢 | 懂事 | 逗 | 机灵 | 欺负 | 丑 | 逞能 | 勤快 | 顽皮 | 别扭 | 胆子 | 糊涂 | 讨厌 | 心眼儿 | 大大咧咧 | 胖 | 淘气 | 懒 | 爱面子 | 害羞 | 贱 | 家伙 | 出息 | 难听 | 偷懒 | 耍赖 | 发脾气 | 有两下子 | 可怜 | 有口无心 | 怪 | 粗心 | 能干 | 傻瓜 | 瞎 | 难看 | 凶 | 坏人 | 逼 | 小人 | 个儿 | 个头儿 | 喜欢 | 帅 | 见钱眼开 | 吹牛 | 使唤 | 穷 | 鬼 | 贼 | 坏 | 狗 | 出风头 | 笑话 | 利索 | 岁数 | 孤陋寡闻 | 长相 | 争气 | 狠 | 看得起 | 惯 | 威风 | 要强 | 天生 | 见外 | 多心 | 老 | 个子,88.9889812765931,0.9998712565429728,0.00017634457512422918,丑:1.000000 | 个儿:1.000000 | 个头儿:1.000000 | 乖:1.000000 | 乖巧:1.000000 | 争气:1.000000 | 人缘儿:1.000000 | 倔:1.000000 | 偷懒:1.000000 | 傻:1.000000 | 傻瓜:1.000000 | 利索:1.000000,
4,119,0.2944105468590336,-0.005685120389846003,0.6050420168067226,钉 | 缝 | 绷 | 缠 | 剪 | 竖 | 镶 | 斜 | 凹 | 绞 | 兜 | 夹,头 | 左 | 右 | 伸 | 布 | 织 | 抹 | 卸,焊 | 绑 | 倚 | 折 | 露 | 束 | 暗 | 右 | 梳 | 裂 | 拴 | 斜,钉 | 缝 | 绷 | 缠 | 剪 | 竖 | 镶 | 斜 | 凹 | 绞 | 兜 | 夹 | 裹 | 锯 | 弯 | 垂 | 拱 | 翘 | 凿 | 粘 | 罩 | 绑 | 吊 | 扎 | 钩 | 绣 | 垫 | 割 | 拴 | 仰 | 秃 | 横 | 梳 | 伸 | 挂 | 搭 | 涂 | 磨 | 挽 | 悬 | 凸 | 叠 | 压 | 埋 | 刺 | 勾 | 卸 | 剃 | 抹 | 削 | 遮 | 盖 | 拄 | 贴 | 卧 | 漏 | 塌 | 焊 | 铺 | 倚 | 插 | 窝 | 扁 | 裂 | 脱 | 截 | 露 | 栽 | 切 | 缝合 | 坠 | 圆 | 雕 | 刻 | 断 | 绕 | 画 | 头 | 叉 | 勒 | 钻 | 塞 | 矮 | 形 | 尖 | 落 | 顶 | 敷 | 围 | 织 | 闭 | 填 | 角 | 披 | 锁 | 硬 | 裁 | 束 | 布 | 裸 | 直 | 划 | 尺 | 印 | 结 | 暗 | 宽 | 修 | 坑 | 破 | 隔 | 折 | 整 | 排 | 寸 | 卷 | 仿 | 右 | 左,119.02317664624249,0.9999649341602682,0.00006058372585202654,修:1.000000 | 倚:1.000000 | 凸:1.000000 | 凹:1.000000 | 凿:1.000000 | 剃:1.000000 | 印:1.000000 | 右:1.000000 | 圆:1.000000 | 坑:1.000000 | 坠:1.000000 | 垂:1.000000,牵:0.018765
5,129,0.2890066222532986,0.03770189009933704,0.20155038759689922,阐述 | 解释 | 分析 | 叙述 | 探讨 | 表述 | 论述 | 推断 | 判断 | 理解 | 总结 | 归纳,质疑 | 议论 | 交代 | 解剖 | 构思 | 思索 | 描写 | 回答,表达 | 总结 | 归结 | 讲解 | 质疑 | 简要 | 启发 | 举例 | 找到 | 检讨 | 解读 | 揣摩,阐述 | 解释 | 分析 | 叙述 | 探讨 | 表述 | 论述 | 推断 | 判断 | 理解 | 总结 | 归纳 | 概括 | 描述 | 推测 | 揭示 | 思考 | 解读 | 揣测 | 揣摩 | 猜测 | 描绘 | 讨论 | 思索 | 断定 | 论证 | 评判 | 解析 | 谈论 | 审视 | 结论 | 反思 | 表达 | 分辨 | 解答 | 列举 | 讲述 | 判定 | 验证 | 探求 | 推敲 | 印证 | 回答 | 领会 | 体会 | 讲解 | 预言 | 猜想 | 介绍 | 认识 | 观察 | 勾画 | 辨别 | 议论 | 研究 | 陈述 | 梳理 | 讲 | 描写 | 预测 | 界定 | 证实 | 了解 | 推算 | 举例 | 反映 | 设想 | 衡量 | 看出 | 证明 | 领悟 | 谈 | 回顾 | 研讨 | 得出 | 评价 | 找出 | 争论 | 想象 | 假定 | 求证 | 指出 | 预见 | 推理 | 权衡 | 考量 | 看待 | 谈到 | 形容 | 说明 | 假设 | 辨认 | 交代 | 暗示 | 回想 | 来龙去脉 | 提到 | 质疑 | 构思 | 检讨 | 探索 | 表明 | 归结 | 记载 | 提炼 | 简要 | 启发 | 引用 | 澄清 | 搜集 | 传达 | 鉴别 | 模仿 | 发现 | 表示 | 借鉴 | 寻找 | 展望 | 预料 | 找到 | 捕捉 | 真假 | 显示 | 参考 | 解剖 | 追溯 | 还原 | 对照 | 联想,129.03772439709667,0.9999967398575742,6.54995386248195e-6,争论:1.000000 | 借鉴:1.000000 | 分辨:1.000000 | 列举:1.000000 | 判断:1.000000 | 勾画:1.000000 | 印证:1.000000 | 反映:1.000000 | 叙述:1.000000 | 启发:1.000000 | 回顾:1.000000 | 审视:1.000000,统计:0.037686
6,121,0.3128890604670002,0.026875499104878103,0.2809917355371901,气质 | 品德 | 性格 | 素养 | 才华 | 天赋 | 修养 | 天分 | 自信心 | 魄力 | 素质 | 人格,冲动 | 本性 | 情绪 | 年纪 | 言行 | 自尊 | 印象 | 触觉,才华 | 气息 | 功底 | 风气 | 野心 | 冲动 | 眼光 | 名气 | 形象 | 责任感 | 魄力 | 风格,气质 | 品德 | 性格 | 素养 | 才华 | 天赋 | 修养 | 天分 | 自信心 | 魄力 | 素质 | 人格 | 毅力 | 阅历 | 人品 | 功力 | 审美 | 自尊心 | 性情 | 功底 | 眼界 | 个性 | 责任感 | 魅力 | 气魄 | 自尊 | 特质 | 天性 | 品行 | 志气 | 底蕴 | 口才 | 教养 | 斗志 | 勇气 | 意志 | 风范 | 抱负 | 本性 | 境界 | 意识 | 心态 | 心胸 | 演技 | 兴趣 | 学问 | 智商 | 见识 | 欲望 | 好奇心 | 外貌 | 精神 | 潜能 | 眼光 | 气势 | 爱好 | 趣味 | 价值观 | 思想 | 耐性 | 风采 | 实力 | 形象 | 体力 | 作风 | 野心 | 气息 | 直觉 | 品质 | 名声 | 风貌 | 情绪 | 熏陶 | 头脑 | 声望 | 名气 | 技艺 | 资历 | 基本功 | 体能 | 技能 | 风气 | 陶冶 | 自我 | 言行 | 士气 | 智力 | 风格 | 亲和力 | 特长 | 声誉 | 一技之长 | 嗅觉 | 品位 | 治学 | 身心 | 视野 | 喜好 | 影响力 | 知识 | 心理 | 知名度 | 感 | 名利 | 水准 | 专长 | 触觉 | 一言一行 | 年纪 | 冲动 | 本色 | 观感 | 印象 | 职业 | 圈子 | 灵感 | 身份 | 年龄 | 先天 | 一举一动 | 视觉,121.00204575016734,0.9999624667204652,0.000054701956932938296,一言一行:1.000000 | 专长:1.000000 | 个性:1.000000 | 人品:1.000000 | 人格:1.000000 | 体力:1.000000 | 体能:1.000000 | 修养:1.000000 | 兴趣:1.000000 | 冲动:1.000000 | 功底:1.000000 | 口才:1.000000,
7,122,0.3443853695938378,0.06935018336122796,0.08196721311475409,楼道 | 房间 | 过道 | 屋子 | 院子 | 浴室 | 阳台 | 教室 | 楼梯 | 窗户 | 客厅 | 卧室,炉灶 | 摆设 | 池子 | 位子 | 路边 | 庄园 | 防盗门 | 窗子,临街 | 窗子 | 卫生间 | 厕所 | 角落 | 栋 | 操场 | 幢 | 舱 | 位子 | 食堂 | 阳台,楼道 | 房间 | 过道 | 屋子 | 院子 | 浴室 | 阳台 | 教室 | 楼梯 | 窗户 | 客厅 | 卧室 | 卫生间 | 宿舍 | 楼房 | 窗台 | 居民楼 | 地下室 | 洗手间 | 窗子 | 操场 | 教学楼 | 墙壁 | 楼 | 寝室 | 病房 | 厕所 | 楼下 | 大厅 | 大楼 | 围墙 | 临街 | 书房 | 厨房 | 礼堂 | 人行道 | 停车场 | 栏杆 | 门口 | 游泳池 | 车厢 | 草坪 | 楼上 | 屋顶 | 小区 | 走廊 | 幢 | 阅览室 | 食堂 | 马路 | 建筑物 | 手术室 | 电梯 | 防盗门 | 屋 | 房子 | 柱子 | 花园 | 看台 | 空地 | 栋 | 墙 | 大厦 | 体育馆 | 广场 | 树荫 | 机舱 | 更衣室 | 座位 | 公园 | 烟囱 | 办公室 | 大门 | 教堂 | 喷泉 | 球场 | 住处 | 图书馆 | 炉灶 | 池子 | 场地 | 帐篷 | 工地 | 路边 | 四合院 | 会场 | 场馆 | 室 | 停车位 | 滑梯 | 站台 | 大棚 | 体育场 | 车位 | 柜台 | 仓库 | 路灯 | 角落 | 病床 | 露天 | 公共场所 | 灯光 | 立交桥 | 住户 | 暖气 | 厅 | 清真寺 | 天桥 | 车间 | 台阶 | 床位 | 校园 | 摆设 | 废墟 | 新房 | 鸟巢 | 舱 | 监狱 | 位子 | 门 | 层 | 庄园,122.03003994925884,0.9999436449572905,0.0000819257448547072,书房:1.000000 | 会场:1.000000 | 位子:1.000000 | 住处:1.000000 | 住户:1.000000 | 体育馆:1.000000 | 卧室:1.000000 | 厕所:1.000000 | 台阶:1.000000 | 喷泉:1.000000 | 地下室:1.000000 | 场地:1.000000,加油站:0.013844
8,101,0.26540770774499917,0.019882113901845102,0.297029702970297,推动 | 推进 | 拓展 | 加速 | 促进 | 深化 | 加快 | 提升 | 带动 | 逐步 | 拓宽 | 扩展,形成 | 起到 | 衍生 | 制约 | 传播 | 结合 | 振兴 | 迎来,展开 | 开拓 | 转换 | 得以 | 伴随 | 实现 | 提高 | 成长 | 普及 | 传播 | 改革 | 加速,推动 | 推进 | 拓展 | 加速 | 促进 | 深化 | 加快 | 提升 | 带动 | 逐步 | 拓宽 | 扩展 | 引领 | 开拓 | 发展 | 提速 | 优化 | 延伸 | 增强 | 整合 | 转变 | 拉动 | 进一步 | 升级 | 扩大 | 转型 | 融合 | 壮大 | 快速 | 提高 | 打通 | 变革 | 开启 | 驱动 | 协同 | 渗透 | 迈进 | 逐渐 | 顺应 | 布局 | 实现 | 纵深 | 良性 | 崛起 | 跨越 | 普及 | 形成 | 加深 | 转化 | 迎来 | 推广 | 激活 | 突破 | 步入 | 不断 | 借助 | 促使 | 落地 | 促成 | 连接 | 随着 | 转向 | 有望 | 制约 | 改革 | 兴起 | 同步 | 接轨 | 进入 | 受益 | 向着 | 结合 | 贯通 | 朝着 | 转换 | 转移 | 伴随 | 主导 | 成长 | 拉开 | 双向 | 展开 | 回归 | 向前 | 跟上 | 超越 | 起到 | 开放 | 振兴 | 大大 | 枢纽 | 衍生 | 得以 | 起步 | 介入 | 松绑 | 传播 | 双重 | 过渡 | 跨 | 指向,100.99374027002084,0.9999151687441126,0.00013011848056930126,伴随:1.000000 | 兴起:1.000000 | 双向:1.000000 | 变革:1.000000 | 同步:1.000000 | 带动:1.000000 | 延伸:1.000000 | 开启:1.000000 | 引领:1.000000 | 形成:1.000000 | 快速:1.000000 | 打通:1.000000,
9,61,0.3266342353542535,0.03172436627082462,0.22950819672131148,愿意 | 甘心 | 想 | 情愿 | 忍心 | 宁愿 | 乐意 | 一心一意 | 不肯 | 心安理得 | 拼命 | 答应,自己 | 遂心 | 假装 | 盘算 | 去 | 理直气壮 | 天经地义 | 顺其自然,一心 | 白白 | 放心 | 愿意 | 敢于 | 舍得 | 打算 | 奢望 | 拼命 | 愿 | 为了 | 希望,愿意 | 甘心 | 想 | 情愿 | 忍心 | 宁愿 | 乐意 | 一心一意 | 不肯 | 心安理得 | 拼命 | 答应 | 死心塌地 | 存心 | 巴不得 | 舍不得 | 打算 | 诚心诚意 | 尽力 | 好好 | 宁可 | 敢 | 发誓 | 豁出去 | 竭尽全力 | 死心 | 休想 | 下决心 | 何苦 | 肯 | 默默 | 理直气壮 | 一心 | 指望 | 愿 | 只顾 | 希望 | 安心 | 放心 | 假装 | 一辈子 | 舍得 | 遂心 | 趁早 | 暗地里 | 为了 | 替 | 白白 | 去 | 敢于 | 帮 | 着想 | 自己 | 一味 | 奢望 | 盘算 | 从今以后 | 勉强 | 如愿以偿 | 天经地义 | 顺其自然,60.99069411179269,0.9998473965205258,0.0001881939194600375,一味:1.000000 | 一心:1.000000 | 一心一意:1.000000 | 下决心:1.000000 | 不肯:1.000000 | 乐意:1.000000 | 休想:1.000000 | 勉强:1.000000 | 发誓:1.000000 | 只顾:1.000000 | 好好:1.000000 | 如愿以偿:1.000000,
