community,size,mean_pair_cosine,mean_cosine_silhouette,negative_silhouette_fraction,representatives,boundary_words,deterministic_sample,all_members
15,10,0.5206779656494861,0.06874148578502702,0.3,一动不动 一言不发 一声不吭 发愣 目瞪口呆 目不转睛 愣 一旁 鸦雀无声 沉默,目瞪口呆 鸦雀无声 沉默 一旁 发愣 愣 一声不吭 目不转睛,一声不吭 一言不发 一动不动 愣 鸦雀无声 发愣 目不转睛 目瞪口呆 一旁 沉默,一动不动 一言不发 一声不吭 发愣 目瞪口呆 目不转睛 愣 一旁 鸦雀无声 沉默
16,3,0.4304915330181882,0.04855331185855977,0.6666666666666666,一半 一部分 半,半 一部分 一半,半 一部分 一半,一半 一部分 半
17,9,0.43674062937152375,0.0324555504681381,0.3333333333333333,交费 缴费 收费 手续费 挂失 话费 管理费 一卡通 付费,一卡通 付费 挂失 话费 管理费 手续费 缴费 收费,挂失 缴费 一卡通 手续费 交费 付费 收费 话费 管理费,交费 缴费 收费 手续费 挂失 话费 管理费 一卡通 付费
18,7,0.4988957099276543,0.0534577861370742,0.2857142857142857,话 一句话 废话 句 实话 的话 话语,实话 话语 废话 句 的话 一句话 话,句 废话 话 话语 一句话 的话 实话,话 一句话 废话 句 实话 的话 话语
19,4,0.5531871979901473,0.2534211180748553,0.0,一起 一块儿 一同 一道,一道 一块儿 一同 一起,一道 一起 一块儿 一同,一起 一块儿 一同 一道
20,10,0.49013948991900613,0.1510787184296337,0.2,一向 一贯 向来 历来 一直 始终 长期以来 多年来 一如既往 常年,始终 常年 一如既往 历来 多年来 一直 长期以来 一贯,始终 历来 一贯 多年来 一如既往 长期以来 向来 常年 一直 一向,一向 一贯 向来 历来 一直 始终 长期以来 多年来 一如既往 常年
21,6,0.4923032812476453,0.08693841717355515,0.16666666666666666,过分 盲目 过度 一味 片面 过早,片面 过早 盲目 一味 过度 过分,盲目 片面 过度 过分 一味 过早,过分 盲目 过度 一味 片面 过早
22,10,0.473695922410506,0.01341618296008421,0.6,不行 不像话 不得了 没辙 够呛 受不了 无话可说 要命 一塌糊涂 没法儿,一塌糊涂 没法儿 受不了 无话可说 要命 没辙 不得了 不行,不像话 不得了 无话可说 够呛 没辙 受不了 不行 要命 一塌糊涂 没法儿,不行 不像话 不得了 没辙 够呛 受不了 无话可说 要命 一塌糊涂 没法儿
23,37,0.49168303215210996,0.07624980684217061,0.21621621621621623,晚上 早上 早晨 傍晚 下午 中午 上午 清晨 夜里 凌晨 一早 深夜,下班 明天 天 起床 星期日 明日 今天 夜,昨天 早晨 起床 下午 凌晨 天 夜 一大早 晚间 上午 晚 日,晚上 早上 早晨 傍晚 下午 中午 上午 清晨 夜里 凌晨 一早 深夜 一大早 半夜 白天 当晚 夜晚 昨天 前天 次日 晚 当天 明天 星期天 晚间 夜间 今天 起床 黄昏 下班 当日 星期日 日 明日 今日 天 夜
24,8,0.5146916566262454,0.1504336164876285,0.125,一天到晚 整天 成天 一年到头 从早到晚 日复一日 没完没了 只管,只管 没完没了 日复一日 从早到晚 一年到头 一天到晚 成天 整天,一天到晚 只管 一年到头 日复一日 成天 整天 从早到晚 没完没了,一天到晚 整天 成天 一年到头 从早到晚 日复一日 没完没了 只管
25,3,0.41001911884367853,-0.02878408419054243,0.6666666666666666,头 一头 过头,过头 一头 头,头 过头 一头,头 一头 过头
26,16,0.4640543160975874,0.04143753254495837,0.3125,必定 必然 势必 未必 肯定 不一定 迟早 必将 不见得 会 注定 可能,迟早 就要 照样 不见得 否则 注定 会 可能,会 否则 照样 肯定 不一定 不见得 必定 必将 必然 势必 就要 未必,必定 必然 势必 未必 肯定 不一定 迟早 必将 不见得 会 注定 可能 否则 就要 一定 照样
27,12,0.5182289476931095,0.14008324168935535,0.16666666666666666,母女 父女 母子 父子 夫妻 夫妇 一家人 姐妹 俩 情侣 兄弟 全家,情侣 姐妹 兄弟 全家 俩 夫妇 一家人 母子,俩 母子 母女 姐妹 全家 一家人 夫妇 夫妻 兄弟 情侣 父女 父子,母女 父女 母子 父子 夫妻 夫妇 一家人 姐妹 俩 情侣 兄弟 全家
28,4,0.43509949030487977,0.028410088659616875,0.5,顺心 如意 一帆风顺 遂心,一帆风顺 遂心 如意 顺心,一帆风顺 如意 顺心 遂心,顺心 如意 一帆风顺 遂心
29,6,0.47122934014859374,0.11974871404772235,0.16666666666666666,沿途 一路 沿线 一路上 一带 沿,沿 一路上 沿线 沿途 一带 一路,一路 沿途 沿 一路上 沿线 一带,沿途 一路 沿线 一路上 一带 沿
30,3,0.42567360105805646,-0.0030948359171113957,0.6666666666666666,面目全非 不堪 一干二净,不堪 一干二净 面目全非,不堪 面目全非 一干二净,面目全非 不堪 一干二净
31,2,0.7273948478637712,0.548353743608391,0.0,应有尽有 一应俱全,一应俱全 应有尽有,一应俱全 应有尽有,应有尽有 一应俱全
32,4,0.5141913303765163,0.15569044844225496,0.25,曾经 曾 一度 过,过 一度 曾经 曾,曾 曾经 过 一度,曾经 曾 一度 过
33,2,0.45094787412281057,0.07772970386250636,0.0,一心 有朝一日,有朝一日 一心,有朝一日 一心,一心 有朝一日
34,22,0.4747117988477193,0.030383593995240744,0.45454545454545453,全力 竭尽全力 尽力 竭力 努力 千方百计 全力以赴 极力 想方设法 奋力 大力 拼命,一心一意 拼命 齐心协力 致力于 奋力 设法 着力 争分夺秒,争分夺秒 致力于 着力 全力 大力 加紧 积极 千方百计 极力 尽力 竭尽全力 想方设法,全力 竭尽全力 尽力 竭力 努力 千方百计 全力以赴 极力 想方设法 奋力 大力 拼命 设法 一心一意 着力 齐心协力 积极 坚持不懈 致力于 全心全意 加紧 争分夺秒
35,2,0.4330888981064248,0.044583165441286196,0.0,一成不变 固定,一成不变 固定,固定 一成不变,一成不变 固定
36,5,0.4848808911404133,0.08758952895044077,0.2,手 握 两手 一手 手里,手里 两手 一手 握 手,手 握 两手 手里 一手,手 握 两手 一手 手里
37,10,0.4705098793007378,0.036887621814706006,0.4,天赋 天分 才华 特长 专长 天才 潜能 天生 特质 一技之长,特质 专长 潜能 天生 一技之长 特长 天才 才华,潜能 才华 一技之长 专长 天赋 天生 天才 天分 特质 特长,天赋 天分 才华 特长 专长 天才 潜能 天生 特质 一技之长
38,3,0.47511450345359546,0.1313815346420262,0.0,领导 同志 一把手,同志 一把手 领导,同志 一把手 领导,领导 同志 一把手
39,1,,0.0,0.0,一揽子,一揽子,一揽子,一揽子
40,5,0.5144514081816711,0.11240286151843282,0.2,方面 多方面 方方面面 层面 一方面,方方面面 一方面 层面 多方面 方面,多方面 方面 一方面 层面 方方面面,方面 多方面 方方面面 层面 一方面
41,11,0.5200145265788599,0.1837025348590977,0.0,假如 倘若 若 假使 只要 一旦 除非 当 每当 凡是 万一,每当 凡是 万一 只要 除非 当 假如 假使,倘若 当 每当 除非 若 只要 凡是 万一 假使 一旦 假如,假如 倘若 若 假使 只要 一旦 除非 当 每当 凡是 万一
42,3,0.4382433406408146,0.06832305412909079,0.0,暂时 一时 短暂,短暂 暂时 一时,暂时 短暂 一时,暂时 一时 短暂
43,4,0.4979820906903789,0.14337657535716242,0.0,匆匆 一晃 转眼 匆忙,匆忙 转眼 一晃 匆匆,匆忙 匆匆 转眼 一晃,匆匆 一晃 转眼 匆忙
44,13,0.5040436708000873,0.129304448859421,0.23076923076923078,相同 相似 一模一样 截然不同 有所不同 不同 大同小异 类似 一样 雷同 差不多 不相上下,与众不同 一样 不相上下 雷同 差不多 相同 类似 不同,不同 一模一样 大同小异 雷同 有所不同 相同 类似 相似 与众不同 截然不同 差不多 不相上下,相同 相似 一模一样 截然不同 有所不同 不同 大同小异 类似 一样 雷同 差不多 不相上下 与众不同
45,4,0.463650739368582,0.12596669830997753,0.0,一概而论 见仁见智 因人而异 定论,定论 见仁见智 因人而异 一概而论,一概而论 因人而异 定论 见仁见智,一概而论 见仁见智 因人而异 定论
46,1,,0.0,0.0,一次性,一次性,一次性,一次性
47,1,,0.0,0.0,一毛不拔,一毛不拔,一毛不拔,一毛不拔
48,11,0.49281003336175566,0.08518050120259012,0.18181818181818182,出色 优异 卓越 出众 杰出 优秀 优良 过硬 高超 非凡 一流,高超 一流 非凡 优良 过硬 优异 杰出 优秀,优良 优秀 优异 杰出 出色 出众 高超 卓越 一流 非凡 过硬,出色 优异 卓越 出众 杰出 优秀 优良 过硬 高超 非凡 一流
49,10,0.48223252480703815,0.09594605156829464,0.4,略微 稍微 稍 稍稍 略 相对 较 偏 轻微 一点儿,一点儿 轻微 偏 相对 较 略 稍 稍稍,偏 稍 略 略微 稍微 稍稍 一点儿 相对 较 轻微,略微 稍微 稍 稍稍 略 相对 较 偏 轻微 一点儿
50,5,0.5144664390720608,0.13706195687547557,0.0,一生 生涯 人生 生平 晚年,生平 晚年 人生 生涯 一生,人生 晚年 生涯 生平 一生,一生 生涯 人生 生平 晚年
51,2,0.552211614295748,0.3154410759517571,0.0,番 一番,一番 番,番 一番,番 一番
52,1,,0.0,0.0,一目了然,一目了然,一目了然,一目了然
53,15,0.46968904905373854,0.016509230737256683,0.2,瞅 瞧 扭头 一眼 回头 打量 抬头 望见 看 偷看 东张西望 只见,偷看 站住 只见 左顾右盼 见 看 回头 东张西望,瞧 瞅 看 打量 站住 偷看 见 回头 只见 望见 左顾右盼 东张西望,瞅 瞧 扭头 一眼 回头 打量 抬头 望见 看 偷看 东张西望 只见 左顾右盼 见 站住
54,8,0.5143127971652443,0.14141920837210192,0.0,发愁 犯愁 伤脑筋 头疼 操心 愁眉苦脸 提心吊胆 一筹莫展,愁眉苦脸 一筹莫展 操心 提心吊胆 头疼 发愁 伤脑筋 犯愁,操心 犯愁 愁眉苦脸 发愁 一筹莫展 提心吊胆 头疼 伤脑筋,发愁 犯愁 伤脑筋 头疼 操心 愁眉苦脸 提心吊胆 一筹莫展
55,12,0.4565949115746575,0.03609266303012295,0.5,各种 各式各样 种种 诸多 形形色色 多种 一系列 五花八门 层出不穷 一连串 诸如此类 多样,多样 诸如此类 一系列 五花八门 诸多 层出不穷 一连串 形形色色,一连串 种种 形形色色 诸如此类 多样 多种 诸多 各式各样 一系列 五花八门 各种 层出不穷,各种 各式各样 种种 诸多 形形色色 多种 一系列 五花八门 层出不穷 一连串 诸如此类 多样
56,3,0.3477673747553192,-0.08011925314135529,0.6666666666666666,一线 线 基层,基层 线 一线,线 一线 基层,一线 线 基层
57,3,0.30552107857755173,-0.047424685694092895,0.6666666666666666,即 指 一经,一经 指 即,即 指 一经,即 指 一经
58,3,0.3987424050760431,0.0021442069295809127,0.6666666666666666,一致 吻合 共识,吻合 共识 一致,一致 共识 吻合,一致 吻合 共识
59,18,0.46058263299663776,0.022478694503647048,0.4444444444444444,多数 大多数 绝大多数 大多 大部分 大都 多半 半数 不少 部分 有的 少数,有的 基本上 不少 其余 部分 或多或少 半数 个别,一般 不少 部分 或多或少 有的 大多 多数 绝大多数 基本上 多半 大都 其余,多数 大多数 绝大多数 大多 大部分 大都 多半 半数 不少 部分 有的 少数 基本上 普遍 一般 个别 或多或少 其余
60,56,0.4385674186524344,-0.04966806250697588,0.5535714285714286,然而 换言之 事实上 总而言之 总之 况且 也就是说 当然 但是 此外 不过 何况,说实话 那么 比如 比如说 譬如说 例如 譬如 而且,譬如 说到底 看来 但 如果说 总之 据悉 这就是说 譬如说 说实话 那么 就是说,然而 换言之 事实上 总而言之 总之 况且 也就是说 当然 但是 此外 不过 何况 其次 说实话 除此之外 其实 相比之下 因此 这就是说 另外 总的来说 由此可见 就是说 实际上 由此看来 所以 相对而言 说白了 譬如说 另一方面 按理说 据悉 如果说 而且 说真的 比如说 譬如 一般来说 与此同时 众所周知 这样一来 综上所述 相反 但 而 比如 说到底 例如 看来 至于 恰恰相反 据说 可见 因为 那么 至此
61,1,,0.0,0.0,一行,一行,一行,一行
62,10,0.5063929352149359,0.1038941291795517,0.2,祝福 祝愿 祝 保佑 一路平安 好运 心想事成 祈祷 一路顺风 福气,福气 一路平安 一路顺风 心想事成 祝 祈祷 好运 祝福,祝愿 祝福 祝 祈祷 一路平安 保佑 一路顺风 福气 好运 心想事成,祝福 祝愿 祝 保佑 一路平安 好运 心想事成 祈祷 一路顺风 福气
63,1,,0.0,0.0,一身,一身,一身,一身
64,8,0.4625983631471036,0.04873415133915643,0.25,终生 永远 长久 永恒 终身 永不 一辈子 永久,长久 一辈子 永远 永恒 终生 永不 永久 终身,一辈子 永远 终身 永久 永不 永恒 长久 终生,终生 永远 长久 永恒 终身 永不 一辈子 永久
65,4,0.4576589395722996,0.044978110942141894,0.5,一边 一面 不停 着,着 不停 一面 一边,一面 一边 不停 着,一边 一面 不停 着
66,3,0.5263196538094815,0.22323993471839934,0.0,一连 连续 连,连续 连 一连,一连 连续 连,一连 连续 连
67,1,,0.0,0.0,一锅粥,一锅粥,一锅粥,一锅粥
68,4,0.5176932578226596,0.21206644254043583,0.0,长短 短 长 一长一短,一长一短 长短 长 短,长短 短 一长一短 长,长短 短 长 一长一短
69,17,0.5082873654334101,0.0572499612580632,0.29411764705882354,响声 清脆 响起 声音 声 悦耳 刺耳 响 听见 笑声 响亮 呜咽,一阵 传来 铃声 悦耳 呜咽 听见 口哨 洪亮,响亮 响声 一阵 响 声 洪亮 声音 悦耳 传来 刺耳 清脆 铃声,响声 清脆 响起 声音 声 悦耳 刺耳 响 听见 笑声 响亮 呜咽 洪亮 传来 铃声 口哨 一阵
70,23,0.49133522730611806,0.06449913649387429,0.2608695652173913,急忙 赶忙 连忙 立刻 赶紧 慌忙 立即 马上 当即 随即 赶快 火速,一齐 纷纷 索性 毅然 干脆 连夜 赶快 果断,慌忙 一齐 便 立刻 立即 果断 连忙 连夜 火速 争先恐后 迫不及待 当即,急忙 赶忙 连忙 立刻 赶紧 慌忙 立即 马上 当即 随即 赶快 火速 毫不犹豫 纷纷 毅然 索性 连夜 便 干脆 迫不及待 果断 一齐 争先恐后
71,4,0.4172987624358851,-0.008964822686005534,0.5,姜 丁 盐 适量,适量 丁 盐 姜,姜 丁 适量 盐,姜 丁 盐 适量
72,12,0.6316194537573296,0.34439064332033476,0.08333333333333333,六 四 五 七 八 三 九 二 十 第二 第 两,两 十 第二 二 三 第 四 五,第二 六 八 十 四 二 五 九 两 七 三 第,六 四 五 七 八 三 九 二 十 第二 第 两
73,6,0.5000248166155488,0.11286513528289638,0.0,眉开眼笑 哄堂大笑 面红耳赤 交头接耳 七嘴八舌 前仰后合,面红耳赤 眉开眼笑 前仰后合 交头接耳 哄堂大笑 七嘴八舌,哄堂大笑 前仰后合 眉开眼笑 七嘴八舌 面红耳赤 交头接耳,眉开眼笑 哄堂大笑 面红耳赤 交头接耳 七嘴八舌 前仰后合
74,8,0.45428520308974824,0.046240827771731,0.375,千 百 万 数 余 几 亿 多,几 多 亿 余 数 万 百 千,几 千 多 亿 万 余 百 数,千 百 万 数 余 几 亿 多
75,5,0.5632789787466259,0.23346951712687067,0.2,没想到 想不到 料到 不料 万万,万万 不料 料到 没想到 想不到,不料 想不到 料到 没想到 万万,没想到 想不到 料到 不料 万万
76,1,,0.0,0.0,万分,万分,万分,万分
77,4,0.5077241594804067,0.16849956718891868,0.0,友谊 友好 万古长青 建交,建交 万古长青 友好 友谊,建交 友好 万古长青 友谊,友谊 友好 万古长青 建交
78,1,,0.0,0.0,万无一失,万无一失,万无一失,万无一失
79,2,0.5551343701508054,0.3336918093091467,0.0,万能 全能,全能 万能,全能 万能,万能 全能
80,85,0.5193459423118628,0.08774924482445838,0.3176470588235294,姑姑 舅舅 奶奶 爸爸 姐姐 爸 爷爷 姥姥 妹妹 母亲 妈妈 嫂子,他 师父 师傅 老家 她 我 两口子 姑娘,爱人 太太 哥哥 老太太 她 妈 妹 姐 姨 娘 弟 弟弟,姑姑 舅舅 奶奶 爸爸 姐姐 爸 爷爷 姥姥 妹妹 母亲 妈妈 嫂子 哥哥 父亲 姥爷 爹 妈 外婆 弟弟 儿子 闺女 媳妇 女儿 老婆 伯母 叔叔 伯父 大姐 外公 孙女 祖母 岳母 丈夫 父母 岳父 老公 阿姨 妻子 大哥 老太太 伯伯 继父 大爷 太太 老伴儿 孙子 姐 娘 继母 姨 她 女婿 亲戚 孩子 长辈 家人 老头儿 男朋友 爱人 师父 老人家 女朋友 弟 妹 祖父 小孩儿 老汉 大妈 姑娘 邻居 丫头 亲生 他 两口子 大人 我 亲人 儿女 老人 家里 老师 师傅 老家 寡妇 老王
81,105,0.45426621730455996,-0.02700674318051523,0.5904761904761905,豆腐 红薯 米饭 水果 酸奶 橙汁 果酱 西红柿 南瓜 薯片 饼干 牛奶,啤酒 面包 巧克力 三明治 月饼 桂花 饼 饼干,汤圆 烤鸭 烤肉 巧克力 淀粉 奶 饼干 面粉 方便面 莲子 粥 糖,豆腐 红薯 米饭 水果 酸奶 橙汁 果酱 西红柿 南瓜 薯片 饼干 牛奶 辣椒 豆浆 果汁 香肠 薯条 饼 茄子 黄瓜 蜂蜜 酱 饺子 香蕉 罐头 柿子 白菜 芝士 包子 面包 汤圆 菜 卤味 花生 粥 土豆 馅儿 面条儿 馒头 海鲜 番茄 红茶 醋 肉 蔬菜 巧克力 西瓜 香油 火腿 汁 酱油 鸡蛋 调料 豆制品 核桃 萝卜 砂糖 蒜 椰子 佐料 烤肉 点心 咖啡 面粉 奶茶 酥 蘑菇 红酒 糖 月饼 绿茶 葱 汽水 糖果 虾 零食 茶叶 饮料 冰棍儿 寿司 小吃 桂花 莲子 茶 烤鸭 粽子 火锅 大米 枣 葡萄 可乐 梨 主食 豆子 方便面 香料 味精 三明治 奶 瓜 啤酒 淀粉 瓜子 芝麻 橘子
82,4,0.47621954643212483,0.1527711866062088,0.0,三维 平面 立体 图形,图形 平面 立体 三维,图形 立体 平面 三维,三维 平面 立体 图形
83,1,,0.0,0.0,三角,三角,三角,三角
84,1,,0.0,0.0,上,上,上,上
85,3,0.4175642086428661,0.04135953956104248,0.3333333333333333,左右 出头 上下,上下 出头 左右,上下 出头 左右,左右 出头 上下
86,27,0.42631412749616104,0.026986084841234773,0.4444444444444444,月初 月底 月份 上个月 下旬 年初 上旬 中旬 近期 上周 去年 年底,周 近来 前夕 此次 此前 年前 下个月 年底,周 以来 年底 年初 年前 上周 月 月底 月初 月份 上旬 中旬,月初 月底 月份 上个月 下旬 年初 上旬 中旬 近期 上周 去年 年底 前不久 今年 近日 日前 月 此前 下个月 最近 前夕 年前 近来 季度 以来 周 此次
87,29,0.45962944677116124,0.07379383025256542,0.2413793103448276,职务 出任 就任 任命 辞去 辞职 任职 担任 聘任 兼任 任 罢免,解雇 接替 开除 职位 离职 当选 前任 聘任,撤换 开除 任 任职 罢免 兼任 上任 当选 连任 现任 辞退 辞职,职务 出任 就任 任命 辞去 辞职 任职 担任 聘任 兼任 任 罢免 免职 任期 现任 离职 就职 辞退 公职 连任 上任 接替 辞呈 撤换 当选 前任 职位 解雇 开除
88,20,0.4784428118320664,0.08094763332768432,0.35,上涨 攀升 上升 下跌 飙升 回升 回落 下降 涨 跌 反弹 高涨,升温 高涨 跌 上调 水涨船高 跳水 涨 升,升 水涨船高 上升 涨 升温 上涨 上调 升高 反弹 回落 跌 回升,上涨 攀升 上升 下跌 飙升 回升 回落 下降 涨 跌 反弹 高涨 升高 下调 增长 升 上调 升温 跳水 水涨船高
89,14,0.5082946685714788,0.06563921385951439,0.21428571428571427,回去 进去 回来 过来 出来 进来 上去 下来 出去 下去 完了 上来,出来 完了 完 上去 去 过来 上来 回去,下去 去 完 进去 上去 完了 进来 上来 回去 出去 回来 出来,回去 进去 回来 过来 出来 进来 上去 下来 出去 下去 完了 上来 完 去
90,16,0.44695169588571015,0.07408282407955778,0.3125,议会 总统 议员 首相 内阁 国会 大选 政党 首脑 总理 竞选 元首,政党 上台 大臣 选民 元首 竞选 下台 首脑,下台 竞选 选民 内阁 上台 总理 总统 国会 大选 大臣 议员 议会,议会 总统 议员 首相 内阁 国会 大选 政党 首脑 总理 竞选 元首 下台 选民 大臣 上台
91,4,0.5037737483455419,0.1435475545992267,0.25,上级 上司 下级 皇上,皇上 上司 下级 上级,上司 上级 皇上 下级,上级 上司 下级 皇上
92,6,0.48774609683132814,0.12204276911224003,0.16666666666666666,出场 入场 进场 上场 出局 下场,下场 出局 上场 进场 出场 入场,下场 进场 入场 上场 出场 出局,出场 入场 进场 上场 出局 下场
93,46,0.4644139062558433,-0.010587626196479693,0.5217391304347826,旁边 外边 那边 后边 前边 里边 那儿 上边 下边 前面 后面 左边,郊外 上面 远处 右边 左边 前面 上头 附近,门口 旁边 周围 城里 上头 旁 左边 北边 那儿 楼上 楼下 上面,旁边 外边 那边 后边 前边 里边 那儿 上边 下边 前面 后面 左边 东边 外面 西边 南边 外头 底下 右边 这边 北边 对面 里面 那里 旁 远处 上面 这儿 楼下 里头 门口 两边 楼上 下面 里 隔壁 周围 中间 这里 边 老远 两侧 城里 上头 附近 郊外
94,32,0.4685609173052868,0.027773638500974262,0.5,高中 初中 学校 小学 中学 大学 入学 就读 转学 年级 上学 学生,留学 班级 求学 幼儿园 补习 入学 毕业生 民办,补习 入学 开学 上学 幼儿园 年级 升学 中学 班级 大学 小学 退学,高中 初中 学校 小学 中学 大学 入学 就读 转学 年级 上学 学生 学费 毕业 念书 学期 补习 退学 学年 升学 开学 学业 毕业生 私立 师范 中小学 幼儿园 求学 班级 民办 公立 留学
95,4,0.4025620533927296,-0.0075655246746168985,0.25,上岗 下岗 岗位 下乡,下乡 下岗 岗位 上岗,下乡 下岗 岗位 上岗,上岗 下岗 岗位 下乡
96,4,0.3496701726462212,-0.020036472695119052,0.5,债 发行 券 上市,上市 券 发行 债,债 券 上市 发行,债 发行 券 上市
97,4,0.45025935307012394,0.08912741324071793,0.0,地狱 天堂 人间 上帝,上帝 人间 地狱 天堂,上帝 人间 地狱 天堂,地狱 天堂 人间 上帝
98,3,0.5143388398371445,0.1879304560476546,0.0,受骗 上当 受害,受害 上当 受骗,上当 受骗 受害,受骗 上当 受害
99,13,0.4714498409602325,0.07179716138497254,0.15384615384615385,审批 申请 审核 审查 受理 申报 办理 提交 批准 登记 手续 上报,登记 上报 提交 公示 手续 审查 审核 批准,办理 登记 审查 审批 审核 上报 提交 批准 受理 手续 公示 申请,审批 申请 审核 审查 受理 申报 办理 提交 批准 登记 手续 上报 公示
100,2,0.49623698169013974,0.0673160515608893,0.5,上方 向上,上方 向上,上方 向上,上方 向上
101,29,0.48726820394730286,0.04959371687152026,0.3793103448275862,电影 电视剧 影片 导演 剧 剧本 喜剧 编剧 主演 动画片 片子 剧情,漫画 动画 动画片 上映 演技 配音 作品 演,演技 电视剧 剧 电影 戏 演 连续剧 改编 上映 小说 剧情 剧本,电影 电视剧 影片 导演 剧 剧本 喜剧 编剧 主演 动画片 片子 剧情 纪录片 演员 出演 动画 戏 连续剧 短片 小说 配音 作品 漫画 上映 演技 科幻 演 剧组 改编
102,5,0.43688253410521705,0.09950625478895862,0.0,本期 上期 下期 期 同期,期 同期 下期 本期 上期,期 上期 本期 同期 下期,本期 上期 下期 期 同期
103,10,0.5049859571924434,0.0785677064553123,0.2,下楼 下车 上楼 坐下 回家 走开 停下 出门 下山 放下,停下 回家 出门 放下 坐下 走开 上楼 下车,下山 停下 上楼 出门 放下 回家 坐下 下车 走开 下楼,下楼 下车 上楼 坐下 回家 走开 停下 出门 下山 放下
104,14,0.45436116568495444,0.036490756974170487,0.2857142857142857,原先 先前 以前 当初 原来 之前 从前 最初 原本 前年 上次 刚才,前 前年 原本 从前 原先 刚才 上次 原来,起初 前 以前 上次 当初 从前 原来 原本 原先 刚才 前年 之前,原先 先前 以前 当初 原来 之前 从前 最初 原本 前年 上次 刚才 起初 前
105,4,0.4450366617594377,0.0686876804482411,0.0,流 溢 涌 上流,上流 溢 流 涌,溢 流 涌 上流,流 溢 涌 上流
